experiment_id,query_id,query_text,track,source_doc_id,detector_label,retrieval_path,rank,doc_id,bm25_score,headline,news_text_or_snippet,n_hits_returned,top_k_tier
post_phase12_r_dev,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_bm25,11,62406,20.54142189025879,کاروباری ہفتے کے اغاز پر پاکستان اسٹاک مارکیٹ میں تیزی,خام تیل کی قیمتوں میں اضافہ عالمی اسٹاک مارکیٹوں کی طرح پاکستان اسٹاک ایکسچینج بھی تیزی گئی ہنڈریڈ انڈیکس ایک سو سولہ پوائنٹس اضافے سے اکتیس ہزار پینسٹھ پر بند ہوا عالمی منڈی میں تیل کی قیمتوں میں معمولی اضافہ کے بعد دنیا بھر کی اسٹاک مارکیٹیں گرین زون میں چلی گئیں پاکستان اسٹاک ایکسچینج میں بھی ہریالی نظر نے لگی مارکیٹ کاغازمثبت انداز سے ہوا جواختتام تک جاری رہا سیشن کے اختتام تک ہنڈریڈ انڈیکس ایک سو سولہ پوائنٹس اضافے سے اکتیس ہزار پینسٹھ پر بند ہوا اسٹاک لسٹڈ کمپنیز کے مالیاتی نتائج تیل کی ق…,50,top50
post_phase12_r_dev,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_bm25,12,335,20.47696876525879,کورونا وائرس پاکستان کی جی ڈی پی میں ارب 64 کروڑ ڈالر خسارے کا امکان ہے عالمی بینک,اسلام باد عالمی بینک کی جانب سے جنوبی ایشیا کے سیاحتی شعبے کے حوالے سے جاری پالیسی بریف میں کہا گیا ہے کہ عالمی وبا کورونا وائرس کے اثرات کے باعث پاکستان کی مجموعی ملکی پیداوار جی ڈی پی کو ارب 64 کروڑ ڈالر کا نقصان پہنچ سکتا ہےرپورٹ میں کہا گیا ہے کہ کورونا وائرس کے باعث صوبہ خیبرپختونخوا کو ایک سے کروڑ ڈالر کے خسارے کا سامنا ہوسکتا ہےکووڈ 19 اور جنوبی ایشیا میں سیاحت کے عنوان سے جاری پالیسی بریف میں مزید تخمینہ لگایا گیا کہ کورونا وائرس سے مرتب ہونے والے اثرات نے پاکستان کے سیاحتی شعبے میں لاک…,50,top50
post_phase12_r_dev,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_bm25,13,63656,20.19204330444336,عبدالحفیظ شیخ کی زیرصدارت اجلاس معیشت پر کورونا وائرس کے اثرات کا جائزہ,اسلام اباد 29 اپریل 2020 مشیر خزانہ ڈاکٹر عبدالحفیظ شیخ کی زیرصدارت اجلاس میں عالمی علاقائی اور مقامی معیشت پر کورونا وائرس کے منفی اثرات کا جائزہ لیا گیا اجلاس میں عالمی بینک ایشیائی ترقیاتی ایجنسی برائے بین الاقوامی ترقی اور یو این ڈی پی سمیت بین الاقوامی ترقیاتی شراکت داروں کے نمائندوں نے شرکت کی اجلاس میں اتفاق کیا گیا کہ کورونا وائرس کے بحران سے برمدات کے ساتھ مینوفیکچرنگ اور خدمات کے شعبے بری طرح متاثر ہوں گے تاہم زرعی کارکردگی مستحکم رہے گی اجلاس میں شرکت کرنے والوں نے پیش گوئی کی کہ معا…,50,top50
post_phase12_r_dev,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_bm25,14,79031,20.174409866333008,مقامی مارکیٹ میں سونے کی فی تولہ قیمت میں 300روپے کی مزید کمی,کراچیامریکی معیشت میں بہتری کے ثار نے سونے کی چمک کوبھی ماند کردیاہے بین الاقوامی سطح پر سونے کی فی اونس قیمت میں 20 ڈالر سے زائد کی کمی ریکارڈ کی گئی جبکہ مقامی مارکیٹ میں سونے کی فی تولہ قیمت میں مزید 500 روپے سے زائد کی کمی متوقع ہے غیر ملکی خبر رساں ادارے کے مطابق امریکی معیشت میں ریٹیل سیلز میں تیزی کے رحجان کے اور عالمی مالیاتی منڈیوں میں مشکلات میں کمی اور بین الاقوامی سطح پر 14 ترقی یافتہ ممالک کی کرنسیوں کے مقابلے میں ڈالر کی قدر میں اضافے کے باعث سونے کی فی اونس قیمت 20 ڈالر سے زائد ک…,50,top50
post_phase12_r_dev,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_bm25,15,63743,19.966835021972656,جنوبی ایشیائی ممالک کی معاشی صورت حال مزید خراب ہونے کا خدشہ,اسلام باد12اپریل 2020 عالمی بینک نے کورونا وائرس سے جنوبی ایشیائی ممالک کی معاشی صورت حال بہت خراب ہونے کا خدشہ ظاہر کیا ہے تفصیلات کے مطابق عالمی بینک کی سالانہ ساتھ ایشیا اکنامک فوکس رپورٹ میں خبردار کیا گیا ہے کہ کورونا وائرس سے جنوبی ایشیائی ممالک کی معاشی صورتحال بہت خراب ہو سکتی ہے معاشی سرگرمیاں اور تجارت کا پہیہ رکنے کے ساتھ مالیاتی اور بینکنگ شعبوں کو شدید دبا کا سامنا کرنا ہو سکتا ہے رپورٹ کے مطابق خطے کی شرح نمو پہلے کے اندازے چھ اعشاریہ تین فیصد سے گر کر ایک اعشاریہ اٹھ فیصد سے دواع…,50,top50
post_phase12_r_dev,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_bm25,16,108918,19.89520263671875,کورونا غیرملکی سرمایہ کاروں نےپاکستان اسٹاک ایکسچینج سے 73 ملین ڈالر نکال لیے,میںغیرملکی سرمایہ کاری کا حجم تا ارب ڈالر کے لگ بھگ ہے فوٹو فائل کراچی کورونا وائرس کے خوف نے غیرملکی سرمایہ کاروں کو بھی لپیٹ میں لے لیا ہے اور پاکستان اسٹاک ایکسچینج سے سرمایہ نکال رہے ہیں برسوں کے وقفے کے بعد گزشتہ سال غیرملکی سرمایہ کاری میں بتدریج اضافہ ہوا تھا مگر اب کورونا کے عالمی وبا میں ڈھل جانے کے خطرات نے بیرونی سرمایہ کاروں کو محتاط کردیا ہے اور وہ سرمائے کے انخلا کو ترجیح دے رہے ہیں تاہم معاشی ماہرین کا کہنا ہے کہ عالمی معیشت میں بحالی کے اثار نظر اتے ہی غیرملکی سرمایہ کار ایک بار…,50,top50
post_phase12_r_dev,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_bm25,17,40047,19.633102416992188,ایشیائی سٹاک مارکیٹوں میں حصص کی قیمتیں گر گئیں,لندن ویب ڈیسک امریکی صدارتی انتخابات کے ابتدائی نتائج سے ایشیائی حصص بازاروں میں ہلچل تفصیلات کے مطابق ری پبلکن صدارتی امیدوار ڈونلڈ ٹرمپ کی جیت کے بعد ایشیائی سٹاک مارکیٹوں میں گراوٹ نظر رہی ہے جاپان اور سٹریلیا کی سٹاک مارکیٹوں میں حصص کی قیمتیں گر گئیں جاپان سٹاک ایکسچینج نیکئی میں 28 فیصد کمی ئی ہے جبکہ ہانگ کانگ کا بازار ہان سینگ 19 فیصد نیچے چلا گیا ہے اور شنگھائی کمپوزٹ 07 فیصد نیچے ہے سٹریلیا کے بازار اے ایس ایکس 200 میں 18 فیصد گراوٹ ئی ہے جبکہ جنوبی کوریا کے بازار کوپسی میں بھی کمی دی…,50,top50
post_phase12_r_dev,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_bm25,18,62236,19.531726837158203,پی ایس ایکس 100انڈیکس میں چوتھے روز بھی تیزی,پاکستان اسٹاک ایکسچینج میں کاروباری ہفتے کے چوتھے روز بھی تیزی رجحان برقرار رہا جبکہ ہنڈریڈ انڈیکس دوران ٹریڈنگ تینتیس ہزار کی نفسیاتی سطح عبورکرگیا ایشیائی اور یورپی مارکیٹوں میں تیل کی قیمتوں میں اتار چڑھا کے باوجود پاکستان اسٹاک ایکسچینج میں کاروبارہفتہ کے چوتھے روز بھی تیزی کا رجحان برقرار رہا جبکہ ہنڈریڈ انڈیکس دوران ٹریڈنگ ایک سو بیس پوائنٹس اضافے سے تینتیس ہزار کی نفسیاتی سطح عبور کر گیا تاہم سیشن کے اختتام پر یہ سطح برقرار نہ رہ سکی اور انڈیکس چھیاسٹھ پوائنٹس اضافے سے بتیس ہزار نو سو ست…,50,top50
post_phase12_r_dev,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_bm25,19,653,19.38527488708496,کورونا وائرس ئی ایم ایف کی حکومتوں کو مارکیٹ میں استحکام کیلئے مداخلت کی تجویز,بین الاقوامی مالیاتی فنڈ ئی ایم ایف نے حکومتوں کو کہا ہے کہ اگر کورونا وائرس کی وجہ سے تجارتی مارکیٹوں کو خراب صورتحال کا سامنا ہے تو زرمبادلہ کی مداخلت ضروری ہوسکتی ہےڈان اخبار کی رپورٹ کے مطابق ئی ایم ایف نے پالیسی سے متعلق متعدد اقدامات تجویز کیے جو پوری دنیا کی حکومتیں اپنی معیشتوں کو کورونا وائرس کے منفی اثرات سے بچانے کے لیے استعمال کر سکتی ہیں واضح رہے کہ کورونا وائرس سے دنیا بھر میں لاکھ سے زائد افراد متاثر جبکہ ہزار سے زائد اموات ہوچکی ہیں اور وبا کے نتیجے میں معاشی بحران کی کیفیت نے ج…,50,top50
post_phase12_r_dev,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_bm25,20,601,19.299123764038086,پاکستان کی شرح نمو کم ہو کر 26 فیصد رہنے کا امکان ہے ایشیائی ترقیاتی بینک,ایشیائی ترقیاتی بینک اے ڈی بی نے رواں مالی سال کے دوران زرعی نمو میں سست روی اور کووڈ19 کے پھیلا کے اثرات اور حکومت کی جانب سے استحکام کی کوششوں سے سال 212020 میں بحالی سے قبل پاکستان کی معاشی نمو کم ہو کر 26 فیصد رہنے کی پیش گوئی کی ہےایشیائی ترقیاتی بینک کی شائع کردہ سالانہ رپورٹ ایشین ڈیولپمنٹ اٹ لک 2020 میں کہا گیا کہ مالی سال 212020 میں مجموعی ملکی پیداوار کی نمو میں اضافہ ہو کر 32 فیصد ہو نے کی توقع ہے جس کی وجہ مائیکرواکنامک عدم توازن کی درستی سے سرمایہ کاری میں دوبارہ اضافہ کرنسی کی قدر…,50,top50
post_phase12_r_dev,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_bm25,21,47,19.296125411987305,ایشیائی ترقیاتی بینک نے پاکستان کیلئے 183 ارب روپے کے بونڈ اکٹھے کرلیے,اسلام باد ایشیائی ترقیاتی بینک نے 183 ارب روپے 114 ملین ڈالر کے مقامی کرنسی میں قراقرم بانڈز اکٹھا کیے ہیں اور پاکستان کی ترقیاتی کوششوں اور کووڈ19 کے خلاف ردعمل کے لیے مسلسل حمایت کا وعدہ کیا ہےڈان اخبار کی رپورٹ کے مطابق ایشیائی ترقیاتی بینک نے ایک بیان میں کہا کہ یہ کثیرالجہتی ترقیاتی بینک کی مقامی کرنسی قراقرم بانڈز کا پہلا معاملہ ہے جہاں پاکستان اس بینک کا رکن ہےمزید پڑھیں ایشیائی ترقیاتی بینک پاکستان کو 10 ارب ڈالر امداد دے گاقراقرم ایک شور بانڈ ہے جو پاکستانی روپے میں ہے اور اسے امریکی ڈ…,50,top50
post_phase12_r_dev,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_bm25,22,62245,19.143362045288086,تیل کی قیمتوں میں کمی کے بعد ایشیائی اسٹاک مارکیٹوں میں بھی مندی,عالمی مارکیٹ میں خام تیل کی قیمتیں تین فیصد نیچے تے ہی ایشیائی اسٹاک مارکیٹیں بھی متاثر ہوگئیں یورپی مارکیٹوں میں بھی مندی کے بادل چھاگئے خام تیل میں کمی اور جاپان میں شرح سود میں متوقع کمی کےاعلان کےبعد بیشتر ایشیائی اور یورپی اسٹاک مارکیٹوں میں سرمایہ کاروں نے محتاط رویہ اپنایا جاپان کی نکئی انڈیکس میں ایک سو سولہ پوائنٹس ہینگ سینگ انڈیکس میں ایک سو چھیالیس اور اور سین سیکس انڈیکس دو سو ستاون پوائنٹس نیچے گئی ڈالر کے مقابلے میں جاپانی کرنسی کی قدر میں بھی صفر اعشاریہ تین فیصد اضافہ دیکھنے میں…,50,top50
post_phase12_r_dev,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_bm25,23,38491,18.634037017822266,مارکیٹوں میں ایس او پیز کی خلاف ورزیوں نے مشکل میں ڈال دیا اسلم اقبال,لاہور 92 نیوز وزیر صنعت تجارت میاں اسلم اقبال نے کہا کہ مارکیٹوں میں کورونا ایس او پیز کی خلاف ورزیوں پر تاجروں نے مجھے مشکل میں ڈال دیا ہے انارکلی اچھرہ اور دیگر بازاروں کی وڈیو دیکھیں تو خوف یا ہم راتوں کو سوتے نہیںلیکن نے چند پیسوں کی خاطرکیا کیا مارکیٹوں میں کورونا ایس او پیز پرعملدرمد کے حوالے سے لاہور چیمبر کامرس میں اہم اجلاس ہوا جس میں صوبائی وزیر صنعت تجارت میاں اسلم اقبال نے خصوصی شرکت کی صوبائی وزیر صنعت تاجروں پر برس پڑے کہا کہ میں نے کا وکیل بن کر مارکیٹیں کھلوادیں لیکن نے مجھے مشک…,50,top50
post_phase12_r_dev,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_bm25,24,848,18.60540199279785,امریکاایران کشیدگی میں کمی اسٹاک مارکیٹوں میں بہتری تیل کی قیمتوں میں کمی,امریکا ایران کشیدگی میں کمی کے ساتھ ایشیائی اسٹاک مارکیٹیں واپس بحالی کی جانب گامزن ہوگئیںغیر ملکی خبر رساں ادارے اے پی کی رپورٹ کے مطابق ٹوکیو کے بینچ مارک میں فیصد اضافہ ہوا شنگھائی ہانگ کانگ اور جنوب مشرقی ایشیائی مارکیٹوں میں بھی اضافہ دیکھنے میں یاواضح رہے کہ امریکا کی جانب سے ایرانی جنرل قاسم سلیمانی کو میزائل حملے میں ہلاک کرنے اور تہران کے عراق میں امریکی فوجی اڈوں پر میزائل حملوں کے بعد مارکیٹوں میں تنزلی دیکھنے میں ئی تھیتاہم ایران کے حملوں میں کسی بھی امریکی کے ہلاک ہونے کی رپورٹس او…,50,top50
post_phase12_r_dev,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_bm25,25,62296,18.553003311157227,گزشتہ ہفتے پاکستان اسٹاک ایکسچینج میں تیزی کا رجحان,گزشتہ ہفتہ پاکستان اسٹاک ایکسچینج کے لیے خوش ئند رہا ہنڈریڈ انڈیکس دو سو تراسی پوائنٹس اضافے سے اکتیس ہزار دو سو چورانوے پر جا پہنچا بین الاقوامی مارکیٹ میں خام تیل کی قیمتوں میں اضافے کے پیش نظر سرمایہ کار ئل اینڈ گیس سیکٹر میں خریداری کرتے نظر ئے ایشیائی اسٹاک مارکیٹوں کی دیکھا دیکھی پاکستان اسٹاک ایکسچینج میں بھی گزشتہ ہفتے تیزی لوٹ ئی مارکیٹ میں مجموعی طور پر دو سو تراسی پوائنٹس کا اضافہ ریکارڈ کیا گیا کاروباری ہفتے کے خری روز انڈیکس اکتیس ہزار دو سو چورانوے پوائنٹس پر بند ہوا جو گزشتہ ہفتے…,50,top50
post_phase12_r_dev,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_bm25,26,62425,18.508167266845703,ایران یورپی یونین معاہدہ یورپی اور ایشین اسٹاک مارکیٹوں میں تیزی,چینی معیشت میں استحکام ایران اور یورپی یونین کے درمیان معاہدے کے بعد یورپی اور اییشین اسٹاک مارکیٹوں میں زبردست تیزی دیکھی جارہی ہے کئی دنوں سے مندی کا شکار ایشین اسٹاک مارکیٹوں میں کاروبار کے اغاز سے ہی تیزی کا رجحان دیکھا جارہا ہے ہانگ کانگ کی ہینگ سینگ انڈیکس میں ایک سو اننچاس پوائنٹس کا اضافہ شنگھائی کمپوزٹ انڈیکس میں چالیس پوائنٹس کا اضافہبھارتی اسٹاک ایکسچینج میں ایک سو پچھہتر پوائنٹس کا اضافہ جبکہ پاکستان اسٹاک ایکسچینج میں بھی دوران ٹریڈنگ دوسو پچیس پوائنٹس کا اضافہ ریکارڈ کیا گیا ہے ما…,50,top50
post_phase12_r_dev,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_bm25,27,699,18.475093841552734,کورونا وائرس ترقی پذیر ایشیائی ممالک کی معیشتوں پر نمایاں اثرات مرتب کرے گا,ایشیائی ترقیاتی بینک اے ڈی بی کا کہنا ہے کہ کورونا وائرس مختلف چینلز کے ذریعے ترقی پذیر ایشیائی ممالک پر نمایاں اثرات مرتب کرے گا اے ڈی بی کی جانب سے جاری اعلامیے میں کہا گیا کہ مقامی طلب میں تیزی سے کمی سیاحت اور کاروباری سفر تجارتی اور پیداواری روابط میں کمی فراہمی میں خلل اور صحت پر اثرات مرتب ہونے کا امکان ہے جس کا انحصار وائرس پھیلنے پر ہے بینک کے مطابق معاشی خسارے کا انحصار اس پر ہے کہ وبا کیسے پھوٹتی ہے جو اب تک سب سے زیاہ غیر یقینی ہےمزید پڑھیں کورونا وارس تفتان بارڈر کی بندش کے باعث 14…,50,top50
