experiment_id,query_id,query_text,track,source_doc_id,detector_label,retrieval_path,rank,doc_id,bm25_score,headline,news_text_or_snippet,n_hits_returned,top_k_tier,relevance_label
post_phase12_r_dev,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,1,111731,28.309776306152344,مائیکروسوفٹ کا پاکستان میں ایپ فیکٹری قائم کرنے کا اعلان,ایپ فیکٹری ایک ازمایا ہوا ماڈل ہے جو کامیابی سے مختلف صنعتوں میں نوجوانوں کے روزگار اور کاروبار میں بہتری لا رہا ہے فوٹو فائل کراچیمائیکروسافٹ نے مقامی ٹیکنالوجی کمپنی ایل ایم کے ٹی کے ساتھ مل کر پاکستان میں اپرینٹس شپ فیکٹری قائم کرنے کا اعلان کیا ہے مقامی ٹیکنالوجی کمپنی ایل ایمکے چیف ایگزیکٹیو افیسر عاطف رئیس خان نے جدید ٹیکنالوجی کی تعارفی تقریب میں میڈیا سے بات کرتے ہوئےکہا کہمائیکروسافٹ نے مل کر پاکستان میں اپرینٹس شپ فیکٹری قائم کرنے کا اعلان کیا ہے مائیکرو سافٹ انی شی ایٹو کے ریجنل ڈائر…,50,top5,
post_phase12_r_dev,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,2,84543,26.41419219970703,پاکستانی کھلاڑیوں کی کارکردگی کو جانچنے کے لیے سافٹ ویئر متعارف,پاکستان سپر لیگ میں کھلاڑیوں کی پرفارمنس کو جانچنے کے لیے ان سائٹس نامی سافٹ ویئر کو رمائشی طور پر متعارف کرا یا گیا ہےوقت کے ساتھ ساتھ کرکٹ میں بھی جدت گئی ہے اور جدید دور کی کرکٹ کو جدید دور کے تقاضوں کے ساتھ ہی چلایا جا سکتا ہے اور اس مقصد کے لیے ٹیکنالوجی کا استعمال بھی بہت ضروری ہو گیا ہےجدید دور میں ٹیکنالوجی کے استعمال کے بغیر بین الاقوامی سطح پر ہونے والی کرکٹ کا مقابلہ نہیں کیا جا سکتااسی مناسبت سے پاکستان کرکٹ بورڈ نے حکومت پنجاب کے اشتراک سے پی ایس ایل میں ان سائٹس نامی سافٹ ویئر کو …,50,top5,
post_phase12_r_dev,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,3,35329,24.623409271240234,مشکوک بالنگ ایکشن کے لیے سافٹ ویئر درمد کرنے کا فیصلہ,اسلام باد پاکستان کرکٹ بورڈ پی سی بی نے مشکوک بالنگ ایکشن کے حامل بالرز کا پتہ لگانے کے لیے ایک خصوصی سافٹ ویئر درمد کرنے کا فیصلہ کیا ہےخبر رساں ادارے ایسوسی ایٹڈ پریس پاکستان اے پی پی کے مطابق پی سی بی کے ڈومیسٹک کرکٹ کے ہیڈ انتخاب عالم کا کہنا ہے کہ مشکوک بالنگ ایکشن ایک عالمی مسئلہ ہے اور اس سے نمٹنے کے لیے بورڈ نے سٹریلیا سے ایک خصوصی سافٹ ویئر درمد کرنے کا فیصلہ کیا ہےان کا کہنا تھا کہ اس سافٹ ویئر کی مدد سے ان بالرز کا پتہ چلایا جاسکے گا جو ئی سی سی کی جانب سے کہنی کے 15 ڈگری کے زاویے تک…,50,top5,
post_phase12_r_dev,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,4,60308,24.22505760192871,انسانی جذبات کی نشاندہی کرنے والا سافٹ ویئر تیار,ماسکو 12 مئی 2017 روسی کمپنی نے انسانی جذبات پڑھنے والا سافٹ ویئر متعارف کرادیا جو بھرے مجمعے میں انسانی جذبات کی نشاندہی کرسکتا ہے ماہرین کے مطابق یہ سافٹ ویئر جرائم کو روکنے میں معاون ثابت ہوگا روسی کمپنی نے ایسا سافٹ ویئر متعارف کرایا ہے جو انسانی جذبات کو پڑھ سکتا ہے اس سافٹ ویئر کے ذریعے بھرے مجمعے میں بھی غصے پریشان یا دبا میں انے والے انسان کی نشاندہی کی جاسکتی ہے یہ سافٹ ویئر عمر صنف اور جذباتی کیفیت کو پہچاننے کی 94 فیصد تک صلاحیت رکھتا ہے ماہرین کے مطابق اس ٹیکنالوجی کے ذریعے جرائم او…,50,top5,
post_phase12_r_dev,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,5,60358,23.542282104492188,نابینا بچوں کو پروگرامر بنانے کیلئے مائیکرو سافٹ کا منفرد منصوبہ,مائیکرو سافٹ کارپوریشن نے نابینا بچوں کو پروگرامنگ سکھانے کے لئے ایک منفرد منصوبہ شروع کیا ہے مائیکروسافٹ کے ریسرچ ڈپارٹمنٹ نے پروجیکٹ ٹورینونامی منصوببے کا اغاز کیا ہے جس میں بصارت میں خرابی کے شکار بچوں کو کوڈنگ سکھائی جاتی ہے اس کے ذریعے سے 11 سال کی عمر تک کے بچے اپنے ہم جماعت بچوں کے ساتھ کوڈنگ سیکھ سکتے ہیں پروجیکٹ ٹورینو میں سادہ اصولوں کے ذریعے بچوں کو ڈریگ اینڈ ڈراپ کمانڈ کے ذریعے کوڈنگ سکھائی جاتی ہے ان سادہ امور کے ذریعے طالبعلم چھوٹے اور سادہ پروگرام بناسکتے ہیں مثلا بھول بھلیوں سے …,50,top5,
post_phase12_r_dev,R004,اسٹیٹ بینک کے ذخائر میں ہفتے کے دوران کتنی کمی ہوئی,KI,72830,URDU,urdu_bm25,1,73000,38.08269500732422,ملکی زرمبادلہ کے ذخائر میں 12 کروڑ ڈالرکی کمی,بیرونی قرضوں کی فنانسنگ کے سبب ملکی زرمبادلہ کے ذخائر میں 12 کروڑ ڈالرکی کمی ہو گئی ذخائر 23 ارب 49 کروڑ ڈالر ہوگئے اسٹیٹ بینک اف پاکستان کے مطابق اکتوبر کے پہلے ہفتے میں بیرونی قرضوں کی فنانسنگ کے لئے کروڑ 60 لاکھ روپے ادائیگی کے سبب زرمبادلہ کے ذخائر میں کمی واقع ہوئی ہفتے کے دوران اسٹیٹ بینک کے ذخائر کروڑ ڈالر سے کم ہوکر 18 ارب 41 کروڑ ڈالر جبکہ شیڈول بینکوں کے ذخائر ارب 94 کروڑ ڈالرکمی سے ارب کروڑ ڈالر ہوگئے بیرونی قرضوں کی فنانسنگ کے سبب ملکی زرمبادلہ کے ذخائر میں 12 کروڑ ڈالرکی کمی ہو گئی…,50,top5,
post_phase12_r_dev,R004,اسٹیٹ بینک کے ذخائر میں ہفتے کے دوران کتنی کمی ہوئی,KI,72830,URDU,urdu_bm25,2,64891,37.980934143066406,زرمبادلہ کے ذخائر میں 21 کروڑ 90 لاکھ ڈالرز کی کمی اسٹیٹ بینک,کراچی 25 اپریل 2019 ترجمان اسٹیٹ بینک کا کہنا ہے کہ زرمبادلہ ذخائر میں مزید کمی ائی ہے ایک ہفتے کے دوران بیرونی قرض اور دیگر ادائیگی پر زرمبادلہ کے ذخائر میں 21کروڑ 90لاکھ ڈالر کی کمی ہوئی ترجمان اسٹیٹ بینک کے مطابق زرمبادلہ کے ذخائر مزید کم ہو گئے ایک ہفتے کے دوران بیرونی قرض اور دیگر ادائیگی پرزرمبادلہ کے ذخائر میں 21 کروڑ 90 لاکھ ڈالر کی کمی ہوئی ترجمان نے بتایا کہ مرکزی بینک کے ذخائر کم ہوکر ارب 24 لاکھ ڈالر رہ گئے جبکہ کمرشل بینکوں کے پاس ذخائر6 ارب 97 کروڑ ڈالر زموجود ہیں مجموی ذخائر گھٹ …,50,top5,
post_phase12_r_dev,R004,اسٹیٹ بینک کے ذخائر میں ہفتے کے دوران کتنی کمی ہوئی,KI,72830,URDU,urdu_bm25,3,61105,37.89353942871094,اسٹیٹ بینک کے زرمبادلہ کے ذخائر میں ساڑھے 30 کروڑ ڈالرز کی کمی,اسلام باد 03 اگست 2017 غیرملکی حکومتی قرضوں اور سود کی ادائیگی ملکی معیشت کیلئے خطرہ بننے لگی گزشتہ ایک ہفتے کے دوران اسٹیٹ بینک کے زرمبادلہ کے ذخائر میں ساڑھے 30 کروڑ ڈالرز کی کمی ہو گئی اسٹیٹ بینک کی جانب سے جاری اعداد شمار کے مطابق گزشتہ ایک ہفتے کے دوران اسٹیٹ بینک کے زرمبادلہ کے ذخائر میں مزید ساڑھے 30 کروڑ ڈالرز کی کمی ہوئی ہے جس کے بعد اسٹیٹ بینک کے پاس زرمبادلہ کے ذخائر 14 ارب 69 کروڑ 80 لاکھ ڈالرز رہ گئے ہیں یہ ویڈیو دیکھنے کیلئے پلے کا بٹن دبائیے اس دوران کمرشل بینکوں کے پاس زرمبادلہ …,50,top5,
post_phase12_r_dev,R004,اسٹیٹ بینک کے ذخائر میں ہفتے کے دوران کتنی کمی ہوئی,KI,72830,URDU,urdu_bm25,4,60988,37.305686950683594,زر مبادلہ کے ذخائر میں مزید 27 کروڑ 60 لاکھ ڈالرز کی کمی,اسلام اباد 05 اکتوبر 2017 غیرملکی قرضے پر سود سمیت دیگر سرکاری ادائیگیوں کی وجہ سے گزشتہ ایک ہفتے میں زر مبادلہ کے ذخائر میں مزید 37 کروڑ 60 لاکھ ڈالرز کی کمی ہوگئی ہے زرمبادلہ کے ذخائر پہلی بار 22 ارب ڈالرز کی نفسیاتی سطح سے کم ہو گئے ہیں اسٹیٹ بینک کے مطابق غیرملکی سرکاری قرضوں پر سود سمیت دیگر سرکاری ادائیگیوں کی وجہ سے زرمبادلہ کے ذخائر میں کمی کا سلسلہ جاری ہے گزشتہ ایک ہفتے کے دوران اسٹیٹ بینک کے زرمبادلہ کے ذخائر میں 27 کروڑ 60 لاکھ ڈالرز کی کمی ہوئی ہے جس کے بعد اسٹیٹ بینک کے زرمبادلہ ک…,50,top5,
post_phase12_r_dev,R004,اسٹیٹ بینک کے ذخائر میں ہفتے کے دوران کتنی کمی ہوئی,KI,72830,URDU,urdu_bm25,5,71981,37.207618713378906,زرمبادلہ ذخائر 20 ارب 15 کروڑ ڈالر رہ گئے,ملکی زرمبادلہ کے ذخائر میں کمی ہوئی ہے زرمبادلہ کے ذخائر 35 کروڑ ڈالر کم ہوکر 20 ارب 15 کروڑ ڈالر رہ گئے اسٹیٹ بینک اف پاکستان کے مطابق 15جون کو ختم ہونے والے ہفتے کے دوران ملکی زرمبادلہ ذخائر میں 35 کروڑ 79 لاکھ ڈالر کمی ہوئی کمی کے باعث 15جون کے اختتام پرملکی زرمبادلہ ذخائر 20 ارب 15 کروڑ ڈالر 78 لاکھ ڈالر باقی رہ گئے اسٹیٹ بینک کے ذخائر 41 کروڑ ڈالر کم ہو کر 15 ارب 29 کروڑ ڈالر ہوگئے البتہ شیڈول بینکوں کے ذخائر کروڑ 24 لاکھ ڈالر اضافے سے ارب 86 کروڑ ڈالر ہوگئے ملکی زرمبادلہ کے ذخائر میں کمی …,50,top5,
post_phase12_r_dev,R005,بالی ووڈ اداکارہ کا پاکستانی فنکاروں کے کام پر کیا کہنا تھا,KI,12425,URDU,urdu_bm25,1,66725,32.653289794921875,بالی ووڈ فنکاروں کوپاکستانی اداکاروں کی یاد ستانے لگی,دوحا 11 اپریل 2019 نامور بالی ووڈ اداکارہ سونم کپور نے پاکستانی اداکار فواد خان کو بہترین اداکار قراردیتے ہوئے کہا ہے کہ وہ ایک بار پھر فواد خان کے ساتھ کام کرناچاہتی ہیں پلوامہ حملے کے بعد بھارتی حکومت کا پاکستان کے لیے بغض اورکینہ کھل کرسامنے ایا اور مودی سرکار نے نفرت کی انتہا کرتے ہوئے پاکستانی فنکاروں پر پابندی عائد کردی لیکن بھارتی حکومت بالی ووڈ فنکاروں کے دل سے پاکستانی فنکاروں کی محبت نہ نکال سکی اپنی حکومت کے برعکس بالی ووڈ فنکار نہ صرف پاکستانی فنکاروں کے ساتھ کام کرنا چاہتے ہیں بلکہ…,50,top5,
post_phase12_r_dev,R005,بالی ووڈ اداکارہ کا پاکستانی فنکاروں کے کام پر کیا کہنا تھا,KI,12425,URDU,urdu_bm25,2,101681,30.362106323242188,پاکستانی اداکاروں پر پابندی بالی ووڈ میں اختلافات,فلم اےدل ہےمشکل اور پاکستانی اداکاروں پر مشتمل فلموں کی ریلیز پر پابندی کے فیصلے کے خلاف خود بالی ووڈ انڈسٹری اختلافات کا شکار ہے ہدایتکار زویا اختر کہتی ہیں یہ بڑی بدقسمتی ہے کہ فلم اور فلمساز کو ٹارگٹ کیا جا رہا ہے ہدایتکار زویا اختر کا کہنا تھا کہ پاکستانی فنکاروں کو ویزے حکومت نے دیے تھے ان کا یہاں کام کرنا غیرقانونی نہیں تھاکرن جوہر نے کچھ غلط نہیں کیا نہ ہی کوئی قانون توڑا ہے پاکستانی فنکاروں کو ویزے حکومت نے دیے تھے پاکستانی فنکاروں کے لیے یہاں کام کرنا قانونی طورپرجائز تھا جب صورتحال بہ…,50,top5,
post_phase12_r_dev,R005,بالی ووڈ اداکارہ کا پاکستانی فنکاروں کے کام پر کیا کہنا تھا,KI,12425,URDU,urdu_bm25,3,103450,30.07352066040039,سلمان خان کی جانب سےپاکستانی فنکاروں کی حمایت,ممبئی ہندو انتہاپسندتنظیم شوسینا کی جانب سے پاکستانی اداکاروں اور فنکاروں کو بھارت میں کام کرنے سے روکنے کی کوششوں پربالی ووڈ کے اسٹارسلمان خان نے ان کی مذمت کرتے ہوئے کہا کہ ارٹ اور فن کی کوئی سرحد نہیں ہوتی اس لئے پاکستانی فنکاروں کو بالی ووڈ میں کام کرنے سے کوئی نہیں روک سکتادبنگ خان نے کہا ارٹ کو سیاست سے نہیں ملانا چاہئیے کیوں کہ فنکار سرحدوں سے بالاتر ہوتے ہیں اج کل کے ڈیجیٹل دور میں بھارت میں بیٹھ کر بھی ہزاروں لوگ پاکستان کے مقبول ٹی وی شوز ڈرامے اور گانے دیکھتے اور سنتے ہیںجب کہ پاکستا…,50,top5,
post_phase12_r_dev,R005,بالی ووڈ اداکارہ کا پاکستانی فنکاروں کے کام پر کیا کہنا تھا,KI,12425,URDU,urdu_bm25,4,67119,29.371580123901367,پرینیتی چوپڑا پاکستانی اداکار فواد خان کے ساتھ کام کرنے کی خواہشمند,ویب ڈیسک19 اکتوبر 2018 بالی ووڈ اداکارہ پرینیتی چوپڑا نے بالی ووڈ میں پاکستانی فنکاروں پر پابندی کی مخالفت کرتے ہوئے کہا ہے کہ وہ فواد خان کے ساتھ کام کرنے کی خواہش مند ہیں اداکارہ نے اپنے انٹرویو میں فلمنمستے انگلینڈ میں پاکستانی گلوکاروں عاطف اسلم اور راحت فتح علی خان کی اواز شامل کرنے پر بالی ووڈ کے چند افراد کو ہونے والے مسائل پر بات کرتے ہوئے کہا کہ وہ اس سے قبل بھی فلم کل دل میں پاکستانی اداکارعلی ظفر کے ساتھ کام کرچکی ہیںپرینتی چوپڑا نے علی ظفر کی تعریف کرتے ہوئے کہا کہ انہیں بالکل بھی ا…,50,top5,
post_phase12_r_dev,R005,بالی ووڈ اداکارہ کا پاکستانی فنکاروں کے کام پر کیا کہنا تھا,KI,12425,URDU,urdu_bm25,5,50368,29.275175094604492,صباقمر کی پہلی بالی ووڈ فلم کی شوٹنگ مکمل ہوگئی,ممبئی ویب ڈیسک پاکستانی ٹی وی ڈراموں سے شہرت کی بلندیوں پر پہنچے والی اداکارہ صباقمر کی بالی ووڈ نگری میں بھی بازگشت سنائی دینے لگی ہے ذرائع کےمطابق صباقمر نے گرمیوں کا موسم دہلی میں گزارا جہاں پر انہوں نے بالی ووڈ فلم کی شوٹنگ مکمل کروائی ہے اگرچہ ہندوانتہا پسندوں کی جانب سے کسی بھی پاکستانی فنکاروں کو کام نہ کرنے کی دھمکی دی گئی تھی تاہم صباقمر خاموشی کے ساتھ اپنا کام جاری رکھا اور فلم کا کامکمل کروا کر واپس لوٹی ہیں واضح رہے کہ صبا قمر نے عرفان پٹھان کے ساتھ بالی ووڈ فلم میں کام کیا ہے,50,top5,
post_phase12_r_dev,R006,پریمیئر لیگ میں سٹی نے بورنemouth کو کتنے گولوں سے ہرایا,KI,43215,MIXED,urdu_bm25,1,43215,36.884132385253906,پریمیئر لیگ فٹبال مانچسٹر سٹی نے بورن ماتھ کے خلاف تین ایک سے میدان مارا,لندن 92 نیوز پریمیئر لیگ فٹبال میں مانچسٹر سٹی نے بورن ماتھ کے خلاف تین ایک سے میدان مارا پریمیئر لیگ فٹبال میں ایکشن سے بھرپور مقابلے جاری ہیں مانچسٹر سٹی اور لیسسٹر سٹی نے اپنے اپنے میچز جیت لیے پہلے مقابلے میں مانچسٹر سٹی کی ٹیم بورن ماتھ سے ٹکرائی 16 ویں منٹ میں سلوانے گول داغ کر مانچسٹر سٹی کو برتری دلا دی 44ویں منٹ میں حریف ٹیم کے ولسن نے گول کرکے حساب برابر کر ڈالا پہلے ہاف کے اختتام تک میچ ایک ایک گول سے برابر رہا دوسرے ہاف کے غاز میں مانچسٹر سٹی کےاسٹرلنگ نے گیند کو جال کی راہ دکھائی ا…,50,top5,
