query_id,doc_id,relevance_label,annotator,annotation_date,label_source
R060,76727,D,thesis_author_single,2026-09-05,new_m3e
R060,88959,D,thesis_author_single,2026-09-05,new_m3e
R061,2065,B,thesis_author_single,2026-09-05,new_m3e
R061,61606,C,thesis_author_single,2026-09-05,new_m3e
R061,61788,C,thesis_author_single,2026-09-05,new_m3e
R061,63958,C,thesis_author_single,2026-09-05,new_m3e
R061,64991,C,thesis_author_single,2026-09-05,new_m3e
R061,65604,C,thesis_author_single,2026-09-05,new_m3e
R061,66649,C,thesis_author_single,2026-09-05,new_m3e
R062,37397,D,thesis_author_single,2026-09-05,new_m3e
R062,57000,D,thesis_author_single,2026-09-05,new_m3e
R062,72455,D,thesis_author_single,2026-09-05,new_m3e
R062,73768,D,thesis_author_single,2026-09-05,new_m3e
R062,74852,D,thesis_author_single,2026-09-05,new_m3e
R062,86853,D,thesis_author_single,2026-09-05,new_m3e
R062,91237,D,thesis_author_single,2026-09-05,new_m3e
R062,109244,D,thesis_author_single,2026-09-05,new_m3e
R063,3544,D,thesis_author_single,2026-09-05,new_m3e
R063,5308,D,thesis_author_single,2026-09-05,new_m3e
R063,54016,D,thesis_author_single,2026-09-05,new_m3e
R063,72972,D,thesis_author_single,2026-09-05,new_m3e
R063,73835,D,thesis_author_single,2026-09-05,new_m3e
R063,92731,D,thesis_author_single,2026-09-05,new_m3e
R064,859,A,thesis_author_single,2026-09-05,new_m3e
R064,38424,A,thesis_author_single,2026-09-05,new_m3e
R064,38440,A,thesis_author_single,2026-09-05,new_m3e
R064,65169,A,thesis_author_single,2026-09-05,new_m3e
R064,72315,A,thesis_author_single,2026-09-05,new_m3e
R064,110966,A,thesis_author_single,2026-09-05,new_m3e
R064,111431,A,thesis_author_single,2026-09-05,new_m3e
R065,29655,C,thesis_author_single,2026-09-05,new_m3e
R065,32252,C,thesis_author_single,2026-09-05,new_m3e
R065,45327,D,thesis_author_single,2026-09-05,new_m3e
R065,52184,C,thesis_author_single,2026-09-05,new_m3e
R065,56234,C,thesis_author_single,2026-09-05,new_m3e
R065,82230,D,thesis_author_single,2026-09-05,new_m3e
R065,83704,C,thesis_author_single,2026-09-05,new_m3e
R065,90472,B,thesis_author_single,2026-09-05,new_m3e
R065,93040,D,thesis_author_single,2026-09-05,new_m3e
R066,27820,D,thesis_author_single,2026-09-05,new_m3e
R066,73183,D,thesis_author_single,2026-09-05,new_m3e
R066,95689,D,thesis_author_single,2026-09-05,new_m3e
R066,110939,D,thesis_author_single,2026-09-05,new_m3e
R067,12303,D,thesis_author_single,2026-09-05,new_m3e
R067,75481,D,thesis_author_single,2026-09-05,new_m3e
R067,79584,D,thesis_author_single,2026-09-05,new_m3e
R067,106805,D,thesis_author_single,2026-09-05,new_m3e
R067,106866,D,thesis_author_single,2026-09-05,new_m3e
R067,107523,D,thesis_author_single,2026-09-05,new_m3e
R067,109928,D,thesis_author_single,2026-09-05,new_m3e
R067,111268,D,thesis_author_single,2026-09-05,new_m3e
R068,1032,D,thesis_author_single,2026-09-05,new_m3e
R068,3096,D,thesis_author_single,2026-09-05,new_m3e
R068,56688,D,thesis_author_single,2026-09-05,new_m3e
R068,63182,D,thesis_author_single,2026-09-05,new_m3e
R068,63186,D,thesis_author_single,2026-09-05,new_m3e
R068,63256,D,thesis_author_single,2026-09-05,new_m3e
R069,30461,C,thesis_author_single,2026-09-05,new_m3e
R069,33511,C,thesis_author_single,2026-09-05,new_m3e
R069,51121,C,thesis_author_single,2026-09-05,new_m3e
R069,54965,D,thesis_author_single,2026-09-05,new_m3e
R069,86928,D,thesis_author_single,2026-09-05,new_m3e
R070,18837,D,thesis_author_single,2026-09-05,new_m3e
R070,30424,D,thesis_author_single,2026-09-05,new_m3e
R070,76727,D,thesis_author_single,2026-09-05,new_m3e
R070,88959,D,thesis_author_single,2026-09-05,new_m3e
R071,24433,D,thesis_author_single,2026-09-05,new_m3e
R071,24810,C,thesis_author_single,2026-09-05,new_m3e
R071,28828,C,thesis_author_single,2026-09-05,new_m3e
R071,31760,D,thesis_author_single,2026-09-05,new_m3e
R071,41326,C,thesis_author_single,2026-09-05,new_m3e
R071,66936,D,thesis_author_single,2026-09-05,new_m3e
R071,106804,D,thesis_author_single,2026-09-05,new_m3e
R071,106955,D,thesis_author_single,2026-09-05,new_m3e
R072,30560,D,thesis_author_single,2026-09-05,new_m3e
R072,33113,D,thesis_author_single,2026-09-05,new_m3e
R072,80899,C,thesis_author_single,2026-09-05,new_m3e
R073,27820,D,thesis_author_single,2026-09-05,new_m3e
R073,63328,D,thesis_author_single,2026-09-05,new_m3e
R073,63867,D,thesis_author_single,2026-09-05,new_m3e
R073,63949,D,thesis_author_single,2026-09-05,new_m3e
R073,70251,D,thesis_author_single,2026-09-05,new_m3e
R073,72822,D,thesis_author_single,2026-09-05,new_m3e
R074,8691,D,thesis_author_single,2026-09-05,new_m3e
R074,9054,D,thesis_author_single,2026-09-05,new_m3e
R074,9160,D,thesis_author_single,2026-09-05,new_m3e
R074,9272,D,thesis_author_single,2026-09-05,new_m3e
R074,14847,D,thesis_author_single,2026-09-05,new_m3e
R074,66699,B,thesis_author_single,2026-09-05,new_m3e
R074,100688,D,thesis_author_single,2026-09-05,new_m3e
R074,104776,D,thesis_author_single,2026-09-05,new_m3e
R075,20932,D,thesis_author_single,2026-09-05,new_m3e
R075,25472,D,thesis_author_single,2026-09-05,new_m3e
R075,25638,D,thesis_author_single,2026-09-05,new_m3e
R075,28814,D,thesis_author_single,2026-09-05,new_m3e
R075,55062,D,thesis_author_single,2026-09-05,new_m3e
R075,57219,D,thesis_author_single,2026-09-05,new_m3e
R075,83075,D,thesis_author_single,2026-09-05,new_m3e
R075,87859,D,thesis_author_single,2026-09-05,new_m3e
R075,109409,D,thesis_author_single,2026-09-05,new_m3e
R076,37449,D,thesis_author_single,2026-09-05,new_m3e
R076,48452,D,thesis_author_single,2026-09-05,new_m3e
R076,48667,D,thesis_author_single,2026-09-05,new_m3e
R076,60837,D,thesis_author_single,2026-09-05,new_m3e
R077,2759,D,thesis_author_single,2026-09-05,new_m3e
R077,31823,D,thesis_author_single,2026-09-05,new_m3e
R077,61954,D,thesis_author_single,2026-09-05,new_m3e
R077,61956,D,thesis_author_single,2026-09-05,new_m3e
R077,62329,D,thesis_author_single,2026-09-05,new_m3e
R077,75719,D,thesis_author_single,2026-09-05,new_m3e
R077,78316,D,thesis_author_single,2026-09-05,new_m3e
R077,82431,D,thesis_author_single,2026-09-05,new_m3e
R077,107665,D,thesis_author_single,2026-09-05,new_m3e
R077,111198,D,thesis_author_single,2026-09-05,new_m3e
R078,2347,D,thesis_author_single,2026-09-05,new_m3e
R078,39443,C,thesis_author_single,2026-09-05,new_m3e
R078,41861,C,thesis_author_single,2026-09-05,new_m3e
R078,57688,D,thesis_author_single,2026-09-05,new_m3e
R078,70429,D,thesis_author_single,2026-09-05,new_m3e
R078,73492,C,thesis_author_single,2026-09-05,new_m3e
R078,73571,C,thesis_author_single,2026-09-05,new_m3e
R078,77397,D,thesis_author_single,2026-09-05,new_m3e
R078,96968,D,thesis_author_single,2026-09-05,new_m3e
R079,1154,D,thesis_author_single,2026-09-05,new_m3e
R079,36893,D,thesis_author_single,2026-09-05,new_m3e
R079,44556,D,thesis_author_single,2026-09-05,new_m3e
R079,50786,D,thesis_author_single,2026-09-05,new_m3e
R079,64674,D,thesis_author_single,2026-09-05,new_m3e
R079,72069,D,thesis_author_single,2026-09-05,new_m3e
R079,73278,D,thesis_author_single,2026-09-05,new_m3e
R079,110517,D,thesis_author_single,2026-09-05,new_m3e
R080,82362,A,thesis_author_single,2026-09-05,new_m3e
R080,82636,A,thesis_author_single,2026-09-05,new_m3e
R080,85387,A,thesis_author_single,2026-09-05,new_m3e
R080,85419,A,thesis_author_single,2026-09-05,new_m3e
R080,86375,A,thesis_author_single,2026-09-05,new_m3e
R081,6746,D,thesis_author_single,2026-09-05,new_m3e
R081,36301,D,thesis_author_single,2026-09-05,new_m3e
R081,37513,D,thesis_author_single,2026-09-05,new_m3e
R081,42580,D,thesis_author_single,2026-09-05,new_m3e
R081,93813,D,thesis_author_single,2026-09-05,new_m3e
R081,94915,D,thesis_author_single,2026-09-05,new_m3e
R081,95689,D,thesis_author_single,2026-09-05,new_m3e
R082,15513,D,thesis_author_single,2026-09-05,new_m3e
R082,27419,D,thesis_author_single,2026-09-05,new_m3e
R082,46213,D,thesis_author_single,2026-09-05,new_m3e
R082,46337,D,thesis_author_single,2026-09-05,new_m3e
R082,47948,D,thesis_author_single,2026-09-05,new_m3e
R082,48092,D,thesis_author_single,2026-09-05,new_m3e
R082,55307,D,thesis_author_single,2026-09-05,new_m3e
R082,106804,D,thesis_author_single,2026-09-05,new_m3e
R083,259,D,thesis_author_single,2026-09-05,new_m3e
R083,27820,D,thesis_author_single,2026-09-05,new_m3e
R083,63666,D,thesis_author_single,2026-09-05,new_m3e
R084,24620,D,thesis_author_single,2026-09-05,new_m3e
R084,26590,D,thesis_author_single,2026-09-05,new_m3e
R084,27820,D,thesis_author_single,2026-09-05,new_m3e
R084,30560,D,thesis_author_single,2026-09-05,new_m3e
R085,976,C,thesis_author_single,2026-09-05,new_m3e
R085,2944,C,thesis_author_single,2026-09-05,new_m3e
R085,3302,D,thesis_author_single,2026-09-05,new_m3e
R085,40578,C,thesis_author_single,2026-09-05,new_m3e
R085,63742,D,thesis_author_single,2026-09-05,new_m3e
R085,65676,D,thesis_author_single,2026-09-05,new_m3e
R085,65677,D,thesis_author_single,2026-09-05,new_m3e
R085,75328,C,thesis_author_single,2026-09-05,new_m3e
R085,78954,C,thesis_author_single,2026-09-05,new_m3e
R086,280,D,thesis_author_single,2026-09-05,new_m3e
R086,40393,D,thesis_author_single,2026-09-05,new_m3e
R086,72033,D,thesis_author_single,2026-09-05,new_m3e
R086,72766,D,thesis_author_single,2026-09-05,new_m3e
R086,110140,D,thesis_author_single,2026-09-05,new_m3e
R087,2654,A,thesis_author_single,2026-09-05,new_m3e
R087,4858,D,thesis_author_single,2026-09-05,new_m3e
R087,8346,D,thesis_author_single,2026-09-05,new_m3e
R087,9018,D,thesis_author_single,2026-09-05,new_m3e
R087,10583,D,thesis_author_single,2026-09-05,new_m3e
R087,11031,D,thesis_author_single,2026-09-05,new_m3e
R087,62812,C,thesis_author_single,2026-09-05,new_m3e
R087,74726,A,thesis_author_single,2026-09-05,new_m3e
R087,77107,A,thesis_author_single,2026-09-05,new_m3e
R087,96467,D,thesis_author_single,2026-09-05,new_m3e
R088,27820,D,thesis_author_single,2026-09-05,new_m3e
R088,63094,D,thesis_author_single,2026-09-05,new_m3e
R088,63133,D,thesis_author_single,2026-09-05,new_m3e
R088,97628,C,thesis_author_single,2026-09-05,new_m3e
R089,10667,D,thesis_author_single,2026-09-05,new_m3e
R089,11360,D,thesis_author_single,2026-09-05,new_m3e
R089,11423,D,thesis_author_single,2026-09-05,new_m3e
R089,14114,D,thesis_author_single,2026-09-05,new_m3e
R089,21109,D,thesis_author_single,2026-09-05,new_m3e
R089,31393,D,thesis_author_single,2026-09-05,new_m3e
R089,35039,D,thesis_author_single,2026-09-05,new_m3e
R089,88861,D,thesis_author_single,2026-09-05,new_m3e
R089,108347,D,thesis_author_single,2026-09-05,new_m3e
R090,27820,D,thesis_author_single,2026-09-05,new_m3e
R090,63203,D,thesis_author_single,2026-09-05,new_m3e
R091,8982,D,thesis_author_single,2026-09-05,new_m3e
R091,25270,D,thesis_author_single,2026-09-05,new_m3e
R091,62844,D,thesis_author_single,2026-09-05,new_m3e
R091,65826,D,thesis_author_single,2026-09-05,new_m3e
R091,77490,D,thesis_author_single,2026-09-05,new_m3e
R091,78471,C,thesis_author_single,2026-09-05,new_m3e
R091,92758,D,thesis_author_single,2026-09-05,new_m3e
R091,98759,D,thesis_author_single,2026-09-05,new_m3e
R091,99071,D,thesis_author_single,2026-09-05,new_m3e
R092,18378,D,thesis_author_single,2026-09-05,new_m3e
R092,34491,D,thesis_author_single,2026-09-05,new_m3e
R092,84606,D,thesis_author_single,2026-09-05,new_m3e
R092,85736,D,thesis_author_single,2026-09-05,new_m3e
R092,87105,D,thesis_author_single,2026-09-05,new_m3e
R092,87201,D,thesis_author_single,2026-09-05,new_m3e
R092,87284,D,thesis_author_single,2026-09-05,new_m3e
R092,87359,D,thesis_author_single,2026-09-05,new_m3e
R092,87780,D,thesis_author_single,2026-09-05,new_m3e
R093,4251,D,thesis_author_single,2026-09-05,new_m3e
R093,7055,D,thesis_author_single,2026-09-05,new_m3e
R093,17631,D,thesis_author_single,2026-09-05,new_m3e
R093,31729,D,thesis_author_single,2026-09-05,new_m3e
R093,32405,D,thesis_author_single,2026-09-05,new_m3e
R093,58726,D,thesis_author_single,2026-09-05,new_m3e
R093,104478,D,thesis_author_single,2026-09-05,new_m3e
R094,1049,D,thesis_author_single,2026-09-05,new_m3e
R094,5467,D,thesis_author_single,2026-09-05,new_m3e
R094,22850,D,thesis_author_single,2026-09-05,new_m3e
R094,30420,D,thesis_author_single,2026-09-05,new_m3e
R094,71414,D,thesis_author_single,2026-09-05,new_m3e
R094,84577,D,thesis_author_single,2026-09-05,new_m3e
R094,109307,D,thesis_author_single,2026-09-05,new_m3e
R094,110316,D,thesis_author_single,2026-09-05,new_m3e
R095,24353,C,thesis_author_single,2026-09-05,new_m3e
R095,75478,C,thesis_author_single,2026-09-05,new_m3e
R096,20605,C,thesis_author_single,2026-09-05,new_m3e
R096,20660,C,thesis_author_single,2026-09-05,new_m3e
R096,20665,C,thesis_author_single,2026-09-05,new_m3e
R096,37546,D,thesis_author_single,2026-09-05,new_m3e
R096,66959,D,thesis_author_single,2026-09-05,new_m3e
R096,79518,C,thesis_author_single,2026-09-05,new_m3e
R097,429,D,thesis_author_single,2026-09-05,new_m3e
R097,50888,D,thesis_author_single,2026-09-05,new_m3e
R097,65520,D,thesis_author_single,2026-09-05,new_m3e
R097,76727,D,thesis_author_single,2026-09-05,new_m3e
R097,110005,D,thesis_author_single,2026-09-05,new_m3e
R097,110007,D,thesis_author_single,2026-09-05,new_m3e
R097,110557,D,thesis_author_single,2026-09-05,new_m3e
R098,8181,C,thesis_author_single,2026-09-05,new_m3e
R098,11073,D,thesis_author_single,2026-09-05,new_m3e
R098,14452,C,thesis_author_single,2026-09-05,new_m3e
R098,27500,D,thesis_author_single,2026-09-05,new_m3e
R098,32300,D,thesis_author_single,2026-09-05,new_m3e
R098,37037,D,thesis_author_single,2026-09-05,new_m3e
R098,51962,D,thesis_author_single,2026-09-05,new_m3e
R098,65384,D,thesis_author_single,2026-09-05,new_m3e
R099,21689,D,thesis_author_single,2026-09-05,new_m3e
R099,28434,D,thesis_author_single,2026-09-05,new_m3e
R099,72873,D,thesis_author_single,2026-09-05,new_m3e
R099,85935,D,thesis_author_single,2026-09-05,new_m3e
R099,91643,D,thesis_author_single,2026-09-05,new_m3e
R099,98249,D,thesis_author_single,2026-09-05,new_m3e
R100,11950,D,thesis_author_single,2026-09-05,new_m3e
R100,46429,C,thesis_author_single,2026-09-05,new_m3e
R100,48065,D,thesis_author_single,2026-09-05,new_m3e
R100,50864,D,thesis_author_single,2026-09-05,new_m3e
R100,51750,D,thesis_author_single,2026-09-05,new_m3e
R100,55612,D,thesis_author_single,2026-09-05,new_m3e
R100,107570,D,thesis_author_single,2026-09-05,new_m3e
