query_id,doc_id,relevance_label,annotator,annotation_date,label_source
R055,26590,D,thesis_author_single,2026-09-05,new_m3e
R055,27102,D,thesis_author_single,2026-09-05,new_m3e
R055,30560,D,thesis_author_single,2026-09-01,carried_m0
R055,31206,D,thesis_author_single,2026-09-01,carried_m0
R055,55132,D,thesis_author_single,2026-09-01,carried_m0
R055,84126,D,thesis_author_single,2026-09-01,carried_m0
R056,24851,C,thesis_author_single,2026-09-01,carried_m0
R056,42656,B,thesis_author_single,2026-09-01,carried_m0
R056,43214,C,thesis_author_single,2026-09-01,carried_m0
R056,43935,C,thesis_author_single,2026-09-05,new_m3e
R056,80972,C,thesis_author_single,2026-09-05,new_m3e
R056,81227,C,thesis_author_single,2026-09-05,new_m3e
R056,84542,D,thesis_author_single,2026-09-01,carried_m0
R056,84596,B,thesis_author_single,2026-09-05,new_m3e
R056,98120,D,thesis_author_single,2026-09-01,carried_m0
R057,42348,D,thesis_author_single,2026-09-05,new_m3e
R057,44405,D,thesis_author_single,2026-09-01,carried_m0
R057,46461,D,thesis_author_single,2026-09-05,new_m3e
R057,50863,D,thesis_author_single,2026-09-01,carried_m0
R057,58670,D,thesis_author_single,2026-09-05,new_m3e
R057,60204,D,thesis_author_single,2026-09-05,new_m3e
R057,65656,C,thesis_author_single,2026-09-01,carried_m0
R057,87804,D,thesis_author_single,2026-09-01,carried_m0
R057,96989,D,thesis_author_single,2026-09-01,carried_m0
R058,19895,D,thesis_author_single,2026-09-01,carried_m0
R058,19998,C,thesis_author_single,2026-09-01,carried_m0
R058,20356,C,thesis_author_single,2026-09-05,new_m3e
R058,20831,C,thesis_author_single,2026-09-01,carried_m0
R058,59513,B,thesis_author_single,2026-09-01,carried_m0
R058,80347,C,thesis_author_single,2026-09-01,carried_m0
R059,199,D,thesis_author_single,2026-09-05,new_m3e
R059,246,D,thesis_author_single,2026-09-05,new_m3e
R059,20637,D,thesis_author_single,2026-09-05,new_m3e
R059,60741,D,thesis_author_single,2026-09-05,new_m3e
R059,61386,D,thesis_author_single,2026-09-01,carried_m0
R059,63046,D,thesis_author_single,2026-09-01,carried_m0
R059,64016,D,thesis_author_single,2026-09-01,carried_m0
R059,64789,D,thesis_author_single,2026-09-05,new_m3e
R059,71940,D,thesis_author_single,2026-09-01,carried_m0
R059,76761,D,thesis_author_single,2026-09-05,new_m3e
R059,109494,D,thesis_author_single,2026-09-05,new_m3e
R059,109592,D,thesis_author_single,2026-09-01,carried_m0
R059,110731,D,thesis_author_single,2026-09-05,new_m3e
R060,18837,D,thesis_author_single,2026-09-05,new_m3e
R060,30424,D,thesis_author_single,2026-09-05,new_m3e
R060,57899,D,thesis_author_single,2026-09-01,carried_m0
R060,62963,D,thesis_author_single,2026-09-01,carried_m0
R060,65584,D,thesis_author_single,2026-09-01,carried_m0
R060,76727,D,thesis_author_single,2026-09-05,new_m3e
R060,86673,D,thesis_author_single,2026-09-01,carried_m0
R060,88959,D,thesis_author_single,2026-09-05,new_m3e
R060,111021,D,thesis_author_single,2026-09-01,carried_m0
R061,2065,B,thesis_author_single,2026-09-05,new_m3e
R061,61606,C,thesis_author_single,2026-09-05,new_m3e
R061,61788,C,thesis_author_single,2026-09-05,new_m3e
R061,63958,C,thesis_author_single,2026-09-05,new_m3e
R061,64991,C,thesis_author_single,2026-09-05,new_m3e
R061,65597,B,thesis_author_single,2026-09-01,carried_m0
R061,65604,C,thesis_author_single,2026-09-05,new_m3e
R061,66649,C,thesis_author_single,2026-09-05,new_m3e
R061,71342,B,thesis_author_single,2026-09-01,carried_m0
R061,71352,B,thesis_author_single,2026-09-01,carried_m0
R061,71362,C,thesis_author_single,2026-09-01,carried_m0
R061,76714,B,thesis_author_single,2026-09-01,carried_m0
R062,18668,D,thesis_author_single,2026-09-01,carried_m0
R062,37397,D,thesis_author_single,2026-09-05,new_m3e
R062,57000,D,thesis_author_single,2026-09-05,new_m3e
R062,72455,D,thesis_author_single,2026-09-05,new_m3e
R062,73476,D,thesis_author_single,2026-09-01,carried_m0
R062,73768,D,thesis_author_single,2026-09-05,new_m3e
R062,74852,D,thesis_author_single,2026-09-05,new_m3e
R062,86853,D,thesis_author_single,2026-09-05,new_m3e
R062,87034,D,thesis_author_single,2026-09-01,carried_m0
R062,87540,D,thesis_author_single,2026-09-01,carried_m0
R062,91237,D,thesis_author_single,2026-09-05,new_m3e
R062,95368,D,thesis_author_single,2026-09-01,carried_m0
R062,109244,D,thesis_author_single,2026-09-05,new_m3e
R063,3544,D,thesis_author_single,2026-09-05,new_m3e
R063,5308,D,thesis_author_single,2026-09-05,new_m3e
R063,18425,D,thesis_author_single,2026-09-01,carried_m0
R063,54016,D,thesis_author_single,2026-09-05,new_m3e
R063,61896,D,thesis_author_single,2026-09-01,carried_m0
R063,72972,D,thesis_author_single,2026-09-05,new_m3e
R063,73835,D,thesis_author_single,2026-09-05,new_m3e
R063,77962,D,thesis_author_single,2026-09-01,carried_m0
R063,87287,D,thesis_author_single,2026-09-01,carried_m0
R063,92731,D,thesis_author_single,2026-09-05,new_m3e
R063,98048,D,thesis_author_single,2026-09-01,carried_m0
R064,859,A,thesis_author_single,2026-09-05,new_m3e
R064,38424,A,thesis_author_single,2026-09-05,new_m3e
R064,38440,A,thesis_author_single,2026-09-05,new_m3e
R064,65169,A,thesis_author_single,2026-09-05,new_m3e
R064,65293,A,thesis_author_single,2026-09-01,carried_m0
R064,71277,A,thesis_author_single,2026-09-01,carried_m0
R064,71940,A,thesis_author_single,2026-09-01,carried_m0
R064,72315,A,thesis_author_single,2026-09-05,new_m3e
R064,73178,A,thesis_author_single,2026-09-01,carried_m0
R064,110966,A,thesis_author_single,2026-09-05,new_m3e
R064,111418,A,thesis_author_single,2026-09-01,carried_m0
R064,111431,A,thesis_author_single,2026-09-05,new_m3e
R065,29655,C,thesis_author_single,2026-09-05,new_m3e
R065,32252,C,thesis_author_single,2026-09-05,new_m3e
R065,45327,D,thesis_author_single,2026-09-05,new_m3e
R065,52184,C,thesis_author_single,2026-09-05,new_m3e
R065,56234,C,thesis_author_single,2026-09-05,new_m3e
R065,82230,D,thesis_author_single,2026-09-05,new_m3e
R065,83704,C,thesis_author_single,2026-09-05,new_m3e
R065,87394,D,thesis_author_single,2026-09-01,carried_m0
R065,87447,D,thesis_author_single,2026-09-01,carried_m0
R065,87538,D,thesis_author_single,2026-09-01,carried_m0
R065,90472,B,thesis_author_single,2026-09-05,new_m3e
R065,93040,D,thesis_author_single,2026-09-05,new_m3e
R065,94522,D,thesis_author_single,2026-09-01,carried_m0
R065,94940,C,thesis_author_single,2026-09-01,carried_m0
R066,26590,D,thesis_author_single,2026-09-01,carried_m0
R066,27820,D,thesis_author_single,2026-09-05,new_m3e
R066,30560,D,thesis_author_single,2026-09-01,carried_m0
R066,31206,D,thesis_author_single,2026-09-01,carried_m0
R066,55132,D,thesis_author_single,2026-09-01,carried_m0
R066,73183,D,thesis_author_single,2026-09-05,new_m3e
R066,84126,D,thesis_author_single,2026-09-01,carried_m0
R066,95689,D,thesis_author_single,2026-09-05,new_m3e
R066,110939,D,thesis_author_single,2026-09-05,new_m3e
R067,11438,D,thesis_author_single,2026-09-01,carried_m0
R067,12303,D,thesis_author_single,2026-09-05,new_m3e
R067,42846,D,thesis_author_single,2026-09-01,carried_m0
R067,75481,D,thesis_author_single,2026-09-05,new_m3e
R067,79584,D,thesis_author_single,2026-09-05,new_m3e
R067,102011,D,thesis_author_single,2026-09-01,carried_m0
R067,106805,D,thesis_author_single,2026-09-05,new_m3e
R067,106866,D,thesis_author_single,2026-09-05,new_m3e
R067,107523,D,thesis_author_single,2026-09-05,new_m3e
R067,109104,D,thesis_author_single,2026-09-01,carried_m0
R067,109112,D,thesis_author_single,2026-09-01,carried_m0
R067,109928,D,thesis_author_single,2026-09-05,new_m3e
R067,111268,D,thesis_author_single,2026-09-05,new_m3e
R068,1032,D,thesis_author_single,2026-09-05,new_m3e
R068,3096,D,thesis_author_single,2026-09-05,new_m3e
R068,56688,D,thesis_author_single,2026-09-05,new_m3e
R068,61386,D,thesis_author_single,2026-09-01,carried_m0
R068,63182,D,thesis_author_single,2026-09-05,new_m3e
R068,63186,D,thesis_author_single,2026-09-05,new_m3e
R068,63196,D,thesis_author_single,2026-09-01,carried_m0
R068,63256,D,thesis_author_single,2026-09-05,new_m3e
R068,63614,D,thesis_author_single,2026-09-01,carried_m0
R068,64642,D,thesis_author_single,2026-09-01,carried_m0
R068,65609,D,thesis_author_single,2026-09-01,carried_m0
R069,8143,D,thesis_author_single,2026-09-01,carried_m0
R069,27368,C,thesis_author_single,2026-09-01,carried_m0
R069,29966,D,thesis_author_single,2026-09-01,carried_m0
R069,30461,C,thesis_author_single,2026-09-05,new_m3e
R069,33511,C,thesis_author_single,2026-09-05,new_m3e
R069,44476,C,thesis_author_single,2026-09-01,carried_m0
R069,49708,D,thesis_author_single,2026-09-01,carried_m0
R069,51121,C,thesis_author_single,2026-09-05,new_m3e
R069,54965,D,thesis_author_single,2026-09-05,new_m3e
R069,86928,D,thesis_author_single,2026-09-05,new_m3e
R070,18837,D,thesis_author_single,2026-09-05,new_m3e
R070,30424,D,thesis_author_single,2026-09-05,new_m3e
R070,57899,D,thesis_author_single,2026-09-01,carried_m0
R070,62963,D,thesis_author_single,2026-09-01,carried_m0
R070,65584,D,thesis_author_single,2026-09-01,carried_m0
R070,76727,D,thesis_author_single,2026-09-05,new_m3e
R070,86673,D,thesis_author_single,2026-09-01,carried_m0
R070,88959,D,thesis_author_single,2026-09-05,new_m3e
R070,111021,D,thesis_author_single,2026-09-01,carried_m0
R071,5544,D,thesis_author_single,2026-09-01,carried_m0
R071,16051,D,thesis_author_single,2026-09-01,carried_m0
R071,24433,D,thesis_author_single,2026-09-05,new_m3e
R071,24810,C,thesis_author_single,2026-09-05,new_m3e
R071,28828,C,thesis_author_single,2026-09-05,new_m3e
R071,31760,D,thesis_author_single,2026-09-05,new_m3e
R071,41326,C,thesis_author_single,2026-09-05,new_m3e
R071,48092,D,thesis_author_single,2026-09-01,carried_m0
R071,48389,D,thesis_author_single,2026-09-01,carried_m0
R071,66314,D,thesis_author_single,2026-09-01,carried_m0
R071,66936,D,thesis_author_single,2026-09-05,new_m3e
R071,106804,D,thesis_author_single,2026-09-05,new_m3e
R071,106955,D,thesis_author_single,2026-09-05,new_m3e
R072,26590,D,thesis_author_single,2026-09-01,carried_m0
R072,27820,D,thesis_author_single,2026-09-01,carried_m0
R072,30560,D,thesis_author_single,2026-09-05,new_m3e
R072,31206,D,thesis_author_single,2026-09-01,carried_m0
R072,33113,D,thesis_author_single,2026-09-05,new_m3e
R072,55132,D,thesis_author_single,2026-09-01,carried_m0
R072,80899,C,thesis_author_single,2026-09-05,new_m3e
R072,84126,D,thesis_author_single,2026-09-01,carried_m0
R073,26590,D,thesis_author_single,2026-09-01,carried_m0
R073,27820,D,thesis_author_single,2026-09-05,new_m3e
R073,30560,D,thesis_author_single,2026-09-01,carried_m0
R073,31206,D,thesis_author_single,2026-09-01,carried_m0
R073,55132,D,thesis_author_single,2026-09-01,carried_m0
R073,63328,D,thesis_author_single,2026-09-05,new_m3e
R073,63867,D,thesis_author_single,2026-09-05,new_m3e
R073,63949,D,thesis_author_single,2026-09-05,new_m3e
R073,70251,D,thesis_author_single,2026-09-05,new_m3e
R073,72822,D,thesis_author_single,2026-09-05,new_m3e
R073,84126,D,thesis_author_single,2026-09-01,carried_m0
R074,8691,D,thesis_author_single,2026-09-05,new_m3e
R074,9054,D,thesis_author_single,2026-09-05,new_m3e
R074,9160,D,thesis_author_single,2026-09-05,new_m3e
R074,9272,D,thesis_author_single,2026-09-05,new_m3e
R074,14847,D,thesis_author_single,2026-09-05,new_m3e
R074,66699,B,thesis_author_single,2026-09-05,new_m3e
R074,67109,D,thesis_author_single,2026-09-01,carried_m0
R074,68379,C,thesis_author_single,2026-09-01,carried_m0
R074,99924,D,thesis_author_single,2026-09-01,carried_m0
R074,100688,D,thesis_author_single,2026-09-05,new_m3e
R074,101328,B,thesis_author_single,2026-09-01,carried_m0
R074,102222,D,thesis_author_single,2026-09-01,carried_m0
R074,104776,D,thesis_author_single,2026-09-05,new_m3e
R075,20932,D,thesis_author_single,2026-09-05,new_m3e
R075,25472,D,thesis_author_single,2026-09-05,new_m3e
R075,25638,D,thesis_author_single,2026-09-05,new_m3e
R075,28814,D,thesis_author_single,2026-09-05,new_m3e
R075,52443,D,thesis_author_single,2026-09-01,carried_m0
R075,55062,D,thesis_author_single,2026-09-05,new_m3e
R075,55934,D,thesis_author_single,2026-09-01,carried_m0
R075,57219,D,thesis_author_single,2026-09-05,new_m3e
R075,60357,D,thesis_author_single,2026-09-01,carried_m0
R075,73972,D,thesis_author_single,2026-09-01,carried_m0
R075,83075,D,thesis_author_single,2026-09-05,new_m3e
R075,87859,D,thesis_author_single,2026-09-05,new_m3e
R075,109409,D,thesis_author_single,2026-09-05,new_m3e
R075,111085,D,thesis_author_single,2026-09-01,carried_m0
R076,37449,D,thesis_author_single,2026-09-05,new_m3e
R076,42714,D,thesis_author_single,2026-09-01,carried_m0
R076,48452,D,thesis_author_single,2026-09-05,new_m3e
R076,48667,D,thesis_author_single,2026-09-05,new_m3e
R076,49285,D,thesis_author_single,2026-09-01,carried_m0
R076,50089,C,thesis_author_single,2026-09-01,carried_m0
R076,50869,C,thesis_author_single,2026-09-01,carried_m0
R076,60837,D,thesis_author_single,2026-09-05,new_m3e
R076,101094,D,thesis_author_single,2026-09-01,carried_m0
R077,2759,D,thesis_author_single,2026-09-05,new_m3e
R077,31823,D,thesis_author_single,2026-09-05,new_m3e
R077,37986,D,thesis_author_single,2026-09-01,carried_m0
R077,60216,D,thesis_author_single,2026-09-01,carried_m0
R077,61954,D,thesis_author_single,2026-09-05,new_m3e
R077,61956,D,thesis_author_single,2026-09-05,new_m3e
R077,62329,D,thesis_author_single,2026-09-05,new_m3e
R077,64314,D,thesis_author_single,2026-09-01,carried_m0
R077,72227,D,thesis_author_single,2026-09-01,carried_m0
R077,73423,D,thesis_author_single,2026-09-01,carried_m0
R077,75719,D,thesis_author_single,2026-09-05,new_m3e
R077,78316,D,thesis_author_single,2026-09-05,new_m3e
R077,82431,D,thesis_author_single,2026-09-05,new_m3e
R077,107665,D,thesis_author_single,2026-09-05,new_m3e
R077,111198,D,thesis_author_single,2026-09-05,new_m3e
R078,2347,D,thesis_author_single,2026-09-05,new_m3e
R078,28807,D,thesis_author_single,2026-09-01,carried_m0
R078,39443,C,thesis_author_single,2026-09-05,new_m3e
R078,41861,C,thesis_author_single,2026-09-05,new_m3e
R078,52776,D,thesis_author_single,2026-09-01,carried_m0
R078,57688,D,thesis_author_single,2026-09-05,new_m3e
R078,70429,D,thesis_author_single,2026-09-05,new_m3e
R078,73492,C,thesis_author_single,2026-09-05,new_m3e
R078,73571,C,thesis_author_single,2026-09-05,new_m3e
R078,77397,D,thesis_author_single,2026-09-05,new_m3e
R078,77640,D,thesis_author_single,2026-09-01,carried_m0
R078,77683,D,thesis_author_single,2026-09-01,carried_m0
R078,78380,D,thesis_author_single,2026-09-01,carried_m0
R078,96968,D,thesis_author_single,2026-09-05,new_m3e
R079,1154,D,thesis_author_single,2026-09-05,new_m3e
R079,36893,D,thesis_author_single,2026-09-05,new_m3e
R079,44556,D,thesis_author_single,2026-09-05,new_m3e
R079,50786,D,thesis_author_single,2026-09-05,new_m3e
R079,59069,D,thesis_author_single,2026-09-01,carried_m0
R079,60893,D,thesis_author_single,2026-09-01,carried_m0
R079,63672,D,thesis_author_single,2026-09-01,carried_m0
R079,63683,D,thesis_author_single,2026-09-01,carried_m0
R079,64674,D,thesis_author_single,2026-09-05,new_m3e
R079,72069,D,thesis_author_single,2026-09-05,new_m3e
R079,73278,D,thesis_author_single,2026-09-05,new_m3e
R079,110170,D,thesis_author_single,2026-09-01,carried_m0
R079,110517,D,thesis_author_single,2026-09-05,new_m3e
R080,82362,A,thesis_author_single,2026-09-05,new_m3e
R080,82636,A,thesis_author_single,2026-09-05,new_m3e
R080,85387,A,thesis_author_single,2026-09-05,new_m3e
R080,85419,A,thesis_author_single,2026-09-05,new_m3e
R080,86375,A,thesis_author_single,2026-09-05,new_m3e
R081,6746,D,thesis_author_single,2026-09-05,new_m3e
R081,8383,D,thesis_author_single,2026-09-01,carried_m0
R081,36301,D,thesis_author_single,2026-09-05,new_m3e
R081,37513,D,thesis_author_single,2026-09-05,new_m3e
R081,42580,D,thesis_author_single,2026-09-05,new_m3e
R081,73562,D,thesis_author_single,2026-09-01,carried_m0
R081,87142,D,thesis_author_single,2026-09-01,carried_m0
R081,93813,D,thesis_author_single,2026-09-05,new_m3e
R081,94915,D,thesis_author_single,2026-09-05,new_m3e
R081,95689,D,thesis_author_single,2026-09-05,new_m3e
R081,101240,D,thesis_author_single,2026-09-01,carried_m0
R081,101270,D,thesis_author_single,2026-09-01,carried_m0
R082,5544,D,thesis_author_single,2026-09-01,carried_m0
R082,15513,D,thesis_author_single,2026-09-05,new_m3e
R082,27419,D,thesis_author_single,2026-09-05,new_m3e
R082,46213,D,thesis_author_single,2026-09-05,new_m3e
R082,46337,D,thesis_author_single,2026-09-05,new_m3e
R082,47948,D,thesis_author_single,2026-09-05,new_m3e
R082,48092,D,thesis_author_single,2026-09-05,new_m3e
R082,50165,D,thesis_author_single,2026-09-01,carried_m0
R082,50976,D,thesis_author_single,2026-09-01,carried_m0
R082,55307,D,thesis_author_single,2026-09-05,new_m3e
R082,98166,D,thesis_author_single,2026-09-01,carried_m0
R082,101309,D,thesis_author_single,2026-09-01,carried_m0
R082,106804,D,thesis_author_single,2026-09-05,new_m3e
R083,259,D,thesis_author_single,2026-09-05,new_m3e
R083,26590,D,thesis_author_single,2026-09-01,carried_m0
R083,27820,D,thesis_author_single,2026-09-05,new_m3e
R083,30560,D,thesis_author_single,2026-09-01,carried_m0
R083,31206,D,thesis_author_single,2026-09-01,carried_m0
R083,55132,D,thesis_author_single,2026-09-01,carried_m0
R083,63666,D,thesis_author_single,2026-09-05,new_m3e
R083,84126,D,thesis_author_single,2026-09-01,carried_m0
R084,24620,D,thesis_author_single,2026-09-05,new_m3e
R084,26590,D,thesis_author_single,2026-09-05,new_m3e
R084,27820,D,thesis_author_single,2026-09-05,new_m3e
R084,30560,D,thesis_author_single,2026-09-05,new_m3e
R084,31206,D,thesis_author_single,2026-09-01,carried_m0
R084,55132,D,thesis_author_single,2026-09-01,carried_m0
R084,59624,D,thesis_author_single,2026-09-01,carried_m0
R084,74218,D,thesis_author_single,2026-09-01,carried_m0
R084,84126,D,thesis_author_single,2026-09-01,carried_m0
R085,976,C,thesis_author_single,2026-09-05,new_m3e
R085,2944,C,thesis_author_single,2026-09-05,new_m3e
R085,3302,D,thesis_author_single,2026-09-05,new_m3e
R085,40578,C,thesis_author_single,2026-09-05,new_m3e
R085,63587,C,thesis_author_single,2026-09-01,carried_m0
R085,63742,D,thesis_author_single,2026-09-05,new_m3e
R085,65676,D,thesis_author_single,2026-09-05,new_m3e
R085,65677,D,thesis_author_single,2026-09-05,new_m3e
R085,71837,D,thesis_author_single,2026-09-01,carried_m0
R085,72475,C,thesis_author_single,2026-09-01,carried_m0
R085,75043,C,thesis_author_single,2026-09-01,carried_m0
R085,75328,C,thesis_author_single,2026-09-05,new_m3e
R085,77897,D,thesis_author_single,2026-09-01,carried_m0
R085,78954,C,thesis_author_single,2026-09-05,new_m3e
R086,280,D,thesis_author_single,2026-09-05,new_m3e
R086,40393,D,thesis_author_single,2026-09-05,new_m3e
R086,72012,D,thesis_author_single,2026-09-01,carried_m0
R086,72033,D,thesis_author_single,2026-09-05,new_m3e
R086,72360,A,thesis_author_single,2026-09-01,carried_m0
R086,72766,D,thesis_author_single,2026-09-05,new_m3e
R086,108882,A,thesis_author_single,2026-09-01,carried_m0
R086,109953,A,thesis_author_single,2026-09-01,carried_m0
R086,109962,A,thesis_author_single,2026-09-01,carried_m0
R086,110140,D,thesis_author_single,2026-09-05,new_m3e
R087,2333,C,thesis_author_single,2026-09-01,carried_m0
R087,2654,A,thesis_author_single,2026-09-05,new_m3e
R087,3209,B,thesis_author_single,2026-09-01,carried_m0
R087,4858,D,thesis_author_single,2026-09-05,new_m3e
R087,8346,D,thesis_author_single,2026-09-05,new_m3e
R087,9018,D,thesis_author_single,2026-09-05,new_m3e
R087,10583,D,thesis_author_single,2026-09-05,new_m3e
R087,11031,D,thesis_author_single,2026-09-05,new_m3e
R087,57617,D,thesis_author_single,2026-09-01,carried_m0
R087,62812,C,thesis_author_single,2026-09-05,new_m3e
R087,71683,C,thesis_author_single,2026-09-01,carried_m0
R087,74726,A,thesis_author_single,2026-09-05,new_m3e
R087,77107,A,thesis_author_single,2026-09-05,new_m3e
R087,96467,D,thesis_author_single,2026-09-05,new_m3e
R087,102141,D,thesis_author_single,2026-09-01,carried_m0
R088,26590,D,thesis_author_single,2026-09-01,carried_m0
R088,27820,D,thesis_author_single,2026-09-05,new_m3e
R088,30560,D,thesis_author_single,2026-09-01,carried_m0
R088,31206,D,thesis_author_single,2026-09-01,carried_m0
R088,55132,D,thesis_author_single,2026-09-01,carried_m0
R088,63094,D,thesis_author_single,2026-09-05,new_m3e
R088,63133,D,thesis_author_single,2026-09-05,new_m3e
R088,84126,D,thesis_author_single,2026-09-01,carried_m0
R088,97628,C,thesis_author_single,2026-09-05,new_m3e
R089,10667,D,thesis_author_single,2026-09-05,new_m3e
R089,11360,D,thesis_author_single,2026-09-05,new_m3e
R089,11423,D,thesis_author_single,2026-09-05,new_m3e
R089,13564,D,thesis_author_single,2026-09-01,carried_m0
R089,14114,D,thesis_author_single,2026-09-05,new_m3e
R089,18240,D,thesis_author_single,2026-09-01,carried_m0
R089,21109,D,thesis_author_single,2026-09-05,new_m3e
R089,23750,D,thesis_author_single,2026-09-01,carried_m0
R089,31393,D,thesis_author_single,2026-09-05,new_m3e
R089,35039,D,thesis_author_single,2026-09-05,new_m3e
R089,77147,D,thesis_author_single,2026-09-01,carried_m0
R089,86441,D,thesis_author_single,2026-09-01,carried_m0
R089,88861,D,thesis_author_single,2026-09-05,new_m3e
R089,108347,D,thesis_author_single,2026-09-05,new_m3e
R090,18668,D,thesis_author_single,2026-09-01,carried_m0
R090,27820,D,thesis_author_single,2026-09-05,new_m3e
R090,30560,D,thesis_author_single,2026-09-01,carried_m0
R090,31206,D,thesis_author_single,2026-09-01,carried_m0
R090,55132,D,thesis_author_single,2026-09-01,carried_m0
R090,63203,D,thesis_author_single,2026-09-05,new_m3e
R090,84126,D,thesis_author_single,2026-09-01,carried_m0
R091,8982,D,thesis_author_single,2026-09-05,new_m3e
R091,25270,D,thesis_author_single,2026-09-05,new_m3e
R091,54605,D,thesis_author_single,2026-09-01,carried_m0
R091,54618,D,thesis_author_single,2026-09-01,carried_m0
R091,62844,D,thesis_author_single,2026-09-05,new_m3e
R091,63415,D,thesis_author_single,2026-09-01,carried_m0
R091,65826,D,thesis_author_single,2026-09-05,new_m3e
R091,72481,D,thesis_author_single,2026-09-01,carried_m0
R091,77490,D,thesis_author_single,2026-09-05,new_m3e
R091,78471,C,thesis_author_single,2026-09-05,new_m3e
R091,92758,D,thesis_author_single,2026-09-05,new_m3e
R091,97059,D,thesis_author_single,2026-09-01,carried_m0
R091,98759,D,thesis_author_single,2026-09-05,new_m3e
R091,99071,D,thesis_author_single,2026-09-05,new_m3e
R092,18378,D,thesis_author_single,2026-09-05,new_m3e
R092,34491,D,thesis_author_single,2026-09-05,new_m3e
R092,47656,D,thesis_author_single,2026-09-01,carried_m0
R092,57901,D,thesis_author_single,2026-09-01,carried_m0
R092,58766,D,thesis_author_single,2026-09-01,carried_m0
R092,84606,D,thesis_author_single,2026-09-05,new_m3e
R092,85736,D,thesis_author_single,2026-09-05,new_m3e
R092,87105,D,thesis_author_single,2026-09-05,new_m3e
R092,87201,D,thesis_author_single,2026-09-05,new_m3e
R092,87284,D,thesis_author_single,2026-09-05,new_m3e
R092,87359,D,thesis_author_single,2026-09-05,new_m3e
R092,87409,D,thesis_author_single,2026-09-01,carried_m0
R092,87567,C,thesis_author_single,2026-09-01,carried_m0
R092,87780,D,thesis_author_single,2026-09-05,new_m3e
R093,4251,D,thesis_author_single,2026-09-05,new_m3e
R093,7055,D,thesis_author_single,2026-09-05,new_m3e
R093,17631,D,thesis_author_single,2026-09-05,new_m3e
R093,31729,D,thesis_author_single,2026-09-05,new_m3e
R093,32405,D,thesis_author_single,2026-09-05,new_m3e
R093,47291,D,thesis_author_single,2026-09-01,carried_m0
R093,51746,D,thesis_author_single,2026-09-01,carried_m0
R093,57377,D,thesis_author_single,2026-09-01,carried_m0
R093,58726,D,thesis_author_single,2026-09-05,new_m3e
R093,88217,D,thesis_author_single,2026-09-01,carried_m0
R093,104478,D,thesis_author_single,2026-09-05,new_m3e
R093,104536,D,thesis_author_single,2026-09-01,carried_m0
R094,1049,D,thesis_author_single,2026-09-05,new_m3e
R094,5467,D,thesis_author_single,2026-09-05,new_m3e
R094,22850,D,thesis_author_single,2026-09-05,new_m3e
