experiment_id,query_id,query_text,detector_label,retrieval_path,rank,doc_id,bm25_score,headline,news_text_or_snippet,n_hits_returned,relevance_label
phase12_new_unseen_evaluation,U003,موجودہ وزیراعظم پاکستان کون ہیں,URDU,urdu_bm25,1,71642,15.620391845703125,وفاقی کابینہ نے پی ئی اے کے تنظیم نو منصوبے کی منظوری دے دی,اسلام اباد وزیراعظم شاہد خاقان عباسی کی سربراہی میں ہونے والے وفاقی کابینہ کے اجلاس میں پاکستان انٹرنیشنل ایئرلائن پی ئی اے کے تنظیم نو منصوبے کی مںظوری دے دی گئیذرائع کا کہناہےکہ پی ئی اے کاخسارہ تیزی سے بڑھ رہا ہے جس کے بعد فیصلہ کیا گیا ہے کہ پی ئی اے کی مجوزہ نجکاری پلان کے تحت 49 فیصد حصص فروخت کے لئے پیش کئے جائیں گے جبکہ 51 فیصد حصص حکومت کے پاس رہیں گےپی ئی اے فروخت کرنےکا منصوبہ اگلے ہفتےکابینہ کمیٹی میں پیش کیےجانےکا امکان ہے دانیال عزیزوفاقی کابینہ نے کھلے سگریٹ کی فروخت پر بھی پابند…,50,
phase12_new_unseen_evaluation,U003,موجودہ وزیراعظم پاکستان کون ہیں,URDU,urdu_bm25,2,111770,14.740767478942871,سوزوکی موٹرز پاکستان میں 45 کروڑ ڈالر کی سرمایہ کاری کریگی اسد عمر,غیر ملکی سرمایہ کاری کے تناظر میں کا دن انتہائی زبردست رہا اسد عمر فوٹو فائل اسلام بادسوزوکی موٹرز نے پاکستان میں 45 کروڑ ڈالر کی سرمایہ کاری کا فیصلہ کیا ہے جب کہ کوکا کولا کمپنی ملک میں 20 کروڑ ڈالر کی سرمایہ کاری کرے گی سرکاری خبر رساں ادارے کے مطابق وزیراعظم عمران خان سے سوزوی موٹرز ارپوریشن ایک وفد نے منگل وزیراعظم سیرٹریٹ میں ملاقات وزیراعظم سے ملاقات رنے والے وفد میں سوزوی گلوبل چیئرمین اوسیمو سوزوی جی ساتو ماسافومی ہرانوں شی جیوتا یزاوا یوسوی اٹو اور شفیق اے شیخ شامل تھےجب کہپاستان میں …,50,
phase12_new_unseen_evaluation,U003,موجودہ وزیراعظم پاکستان کون ہیں,URDU,urdu_bm25,3,111148,14.192214965820312,عالمی بینک کا حکومت کی معاشی پالیسیوں پر اعتماد کا اظہار,مختلف منصوبوں میں پاکستان کے ساتھ مل کر کام کرنا چاہتے ہیں وفد عالمی بینک اسلام بادعالمی بینک نے حکومت پاکستان کی موجودہ معاشی پالیسیوں پر اعتماد کا اظہار کیا ہے ایکسپریس نیوزکے مطابق وزیراعظم عمران خان سے عالمی بینک کے اعلی سطحی وفد نے ملاقات کی جس میں امریکا میں ورلڈ بینک کے نمائندے اور پاکستانی ٹیم کے سربراہ سمیت دیگر حکام بھی شریک تھے ذرائع کے مطابق عالمی بینک کے وفد نے حکومت پاکستان کی موجودہ معاشی پالیسیوں پر اعتماد کا اظہار کیا اور وزیراعظم کو ملک میں جاری منصوبوں میں مالی معاونت کی یقین…,50,
phase12_new_unseen_evaluation,U003,موجودہ وزیراعظم پاکستان کون ہیں,URDU,urdu_bm25,4,71890,14.168844223022461,پاکستان کی موجودہ صورتحال معاشی اصلاحات کی رفتار کو سست کردے گی موڈیز,عالمی مالیاتی کریڈٹ ریٹنگ ایجنسی موڈیز کا کہنا ہے کہ سابق وزیراعظم نواز شریف کی برطرفی حکومتی پالیسی کے تسلسل کو جاری رکھنے کے لئے خطرناک ہے موڈیز کے مطابق پاکستان میں سیاسی عدم استحکام پاکستان کے کریڈٹ پروفائل پر منفی اثر ڈالے گی جب کہ سیاسی عدم استحکام کی وجہ سے حکومت کی بیرون ذرائع سے قرض لینے کی صلاحیت پر بھی اثرانداز ہوگی موڈیز کا کہنا ہے کہ وزیراعظم کے نااہل ہونے سے پاکستان میں غیر یقینی صورتحال میں اضافہ ہوا موجودہ صورتحال معاشی اصلاحات کی رفتار کو سست کردے گی جب کہ معاشی اصلاحات کے تسلس…,50,
phase12_new_unseen_evaluation,U003,موجودہ وزیراعظم پاکستان کون ہیں,URDU,urdu_bm25,5,64070,14.070047378540039,کاروباری طبقہ ہی تو مہنگائی کررہا ہے عبدالرزاق داد,کراچی 11 جنوری 2020 وزیراعظم عمران خان کے مشیر برائے صنعت تجارت عبدالرزاق داد نے کہا ہے کہ مہنگائی بڑا مسئلہ ہے مگریہ کرتا کون ہے کاروباری طبقہ ہی تو مہنگائی کررہا ہے کراچی میں تقریب سے خطاب میں عبدالرزاق داد کا کہنا تھا کہ پاکستانیوں کا عالمی وژن نہیں ہے لوگ کہتے ہیں سے فیصد ایکسپورٹ بڑھاکرپ نے کون سا تیر مار لیا ٹیکسٹائل 27 فیصد بڑھی ویلیو ایڈیشن بڑھی ہے مارکیٹ کی صورتحال بہتر ہوئی ہے اور پیداوار میں بھی اضافہ ہوا ہے انہوں نے کہا کہ پاکستان اسمال اینڈ میڈیم انٹرپرائزز ایس ایم ایز کے لیے ایف ب…,50,
phase12_new_unseen_evaluation,U004,mojooda dollar rate pakistan mein kya hai,ROMAN,roman_bm25_method_D,1,106535,13.593606948852539,عامر خان کی نئی فلم دھو کے ویڈیو گیم کا ٹیزر ٹریلر جا ری,ممبئیاین جی ٹیعامر خان کی نئی ایکشن فلم دھو تھر کی پر ومو شن کے لیے تیار کیے گئے ویڈیو گیم کا ٹیزر ٹریلر جا ری کر دیا گیا ہے ویڈیو گیم میں عا مر خان ابھیشک بچن اور ادے چو پڑ کو اینی میٹیڈ کر داروں کے روپ میں پیش کیا گیا ہے ٹیزر ٹریلر ٹریلر میں عامرخان چوری کی کوششو مصروف جبکہ ابھیشک اور ادے با ئیکس دو ڑاتے نظر رہے ہیں اس فلم میں جہاں عامر خان کو ولن اور کترینہ کو انکی گرل فرینڈ بنایا گیا ہے وہیں ادے چوپڑا اور ابھیشک بچن ایک بار بھر بطور پولیس افسر اپنے پچھلے رولز میں موجود ہیں جبکہ جیکی شیروف ب…,50,
phase12_new_unseen_evaluation,U004,mojooda dollar rate pakistan mein kya hai,ROMAN,roman_bm25_method_D,2,71216,7.917856693267822,سعودی عرب نے مزید ایک ارب ڈالر پاکستان کو منتقل کردیے اسٹیٹ بینک,اسلام اباد سعودی عرب نے معاشی پیکج کے تحت پاکستان کو مزید ایک ارب ڈالر منتقل کردیےگزشتہ برس وزیراعظم عمران خان نے سعودی عرب کا دورہ کیا تھا جس میں سعودی عرب کی جانب سے پاکستان کے لیے 12 ارب کے معاشی پیکج کا اعلان کیا گیا تھا اور پیکج کے تحت ارب ڈالر پاکستان کے اکانٹ میں منتقل کیے جانے تھےسعودی عرب کی جانب سے ارب ڈالر کی پہلی قسط 19نومبر اور دوسری قسط 14 دسمبر کو منتقل کی گئیترجمان اسٹیٹ بینک کے مطابق سعودی عرب نے ارب ڈالر کی تیسری قسط کی صورت میں مزید ایک ارب ڈالر پاکستان کو منتقل کردیے ہیں جس …,50,
phase12_new_unseen_evaluation,U004,mojooda dollar rate pakistan mein kya hai,ROMAN,roman_bm25_method_D,3,65033,7.775692939758301,پاکستان کو مزید ایک ارب ڈالر موصول,ابوظہبی 12 مارچ 2019 متحدہ عرب امارت یو اے ای سے قرض کی دوسری قسط کے ایک ارب ڈالر پاکستان کو موصول ہوگئے متحدہ عرب امارات کی جانب سے پاکستان کو ارب ڈالر فراہم کیے جانے ہیں جن میں سے دو ارب ڈالر موصول ہوچکے ہیں جبکہ مزید ایک ارب ڈالر ئندہ ماہ ملنے کا امکان ہے اس کے علاوہ چین سے بھی دو ارب ڈالر اگلے ہفتے ملنے کی توقع ہے یو اے ای سے ایک ارب ڈالر ملنے کے بعد پاکستان کے زر مبادلہ کے ذخائر 15 ارب 96 کروڑ ڈالر ہو گئے ہیں وزارت خزانہ کے مشیر ڈاکٹر خاقان نجیب نے متحدہ عرب امارات سے ایک ارب ڈالر وصول ہون…,50,
phase12_new_unseen_evaluation,U004,mojooda dollar rate pakistan mein kya hai,ROMAN,roman_bm25_method_D,4,110135,7.761327743530273,پاکستان کو ایشیائی ترقیاتی بینک سے 50 کروڑ ڈالر قرض مل گیا,ایک ہفتے میں مرکزی بینک کے ذخائر میں 53 کروڑ 50 لاکھ ڈالر اضافہ ہوا فوٹو فائل کراچیپاکستان کو ایشیائی ترقیاتی بینک سے 50 کروڑ ڈالر کا قرض مل گیا ہے جس کے بعد ملکی زرمبادلہ کے مجموعی ذخائر کی مالیت 15 ارب 57 کروڑ 75 لاکھ ڈالر تک پہنچ گئی اسٹیٹ بینک کی جانب سے جاری بیان کے مطابق پاکستان کو ایشیائی ترقیاتی بینک سے 50 کروڑ ڈالر موصول ہوگئے اگست کو ہفتے کے اختتام پر زرمبادلہ کے سرکاری زخائر میں 53 کروڑ ڈالر کا اضافہ ریکارڈ کیا گیا جس کے بعد ملکی زرمبادلہ کے مجموعی ذخائر کی مالیت 15 ارب 57 کروڑ 75 لا…,50,
phase12_new_unseen_evaluation,U004,mojooda dollar rate pakistan mein kya hai,ROMAN,roman_bm25_method_D,5,73488,7.721707820892334,رواں ماہ پاکستان کے زرمبادلہ کے ذخائر 22ارب ڈالر ہوجائینگے,جون کے اخر تک پاکستان کے غیر ملکی زرمبادلہ کے ذخائر22ارب ڈالر سے زیادہ ہو جائیں گے جو پاکستان کی تاریخ میں بلند ترین سطح ہےاسٹیٹ بنک کی طرف سے جاری کردہ اعدا شمار کے مطابق گذشتہ ماہ کے اخر تک زرمبادلہ کے ذخائر21ارب 60کروڑ ڈالر تھے پاکستان اور ائی ایم کے درمیان دسویں جائزے کے مذاکرات میں پاکستان کو 51کروڑ 10لاکھ ڈالر کی قرضہ فراہم کرنے کی سفارش کی گئی ہے جو 27جون کو جاری کر دیاجائے گیااس منتقلی کے بعد اسٹیٹ بنک کےپاس زرمبالہ کے ذخائر 17ارب 31کروڑ ڈالرہو جائیں گے جبکہ دوسرے کمرشل بنکو کے پاس زرمب…,50,
phase12_new_unseen_evaluation,U005,سونے کی قیمت کتنی ہے,URDU,urdu_bm25,1,70120,20.953208923339844,اپ کے پاس موجود سونے کی مالیت کتنی ہے خود کیلکولیٹ کریں,ملک میں سونے کی فی تولہ قیمت میں مزید 1800 روپے کا اضافہ ہوا ہےسندھ صرافہ بازار جیولرز ایسوسی ایشن کے مطابق سونے کی قدر 1800 روپے اضافے کے بعد ایک لاکھ 16 ہزار 200 روپے فی تولہ ہوگئی ہے10 گرام سونے کی قدر ایک ہزار 543 روپے اضافے سے 99 ہزار 623 روپے ہوگئی ہےایسوسی ایشن کے مطابق عالمی صرافہ بازار میں سونے کی فی اونس قیمت 16 ڈالر اضافے سے 1931 ڈالر ہے,50,
phase12_new_unseen_evaluation,U005,سونے کی قیمت کتنی ہے,URDU,urdu_bm25,2,110737,15.639126777648926,سونے کی قیمت ملکی تاریخ کی بلند ترین سطح پر پہنچ گئی,فی تولہ سونے کی قیمت میں 400 روپے اور دس گرام سونے کی قیمت میں 343 روپے اضافہ ہوا فوٹو فائل کراچیسونے کی فی تولہ قیمت 400 روپے اضافے کے ساتھ 72 ہزار 100 روپے کی سطح پر پہنچ گئی ہے ایکسپریس نیوزکے مطابق اوپن مارکیٹ میں ڈالر کی قیمت نے نیا ریکارڈ بنالیا ہے اور ڈالر روپے مہنگا ہونے کے بعد 151 روپے کا ہوگیا ہے اس کے ساتھ ہی سونے کی قیمت بھی ملکی تاریخ کی بلند ترین سطح پر پہنچ گئی ہے فی تولہ سونے کی قیمت میں 400 روپے اور دس گرام سونے کی قیمت میں 343 روپے اضافہ ہوا ہے دوسری طرف عالمی منڈی میں سونے کی…,50,
phase12_new_unseen_evaluation,U005,سونے کی قیمت کتنی ہے,URDU,urdu_bm25,3,3457,15.543182373046875,سونے کی قیمت سال کی بلند ترین سطح پر,کراچی پاکستان میں سونے کی قیمت رواں سال کی بلند ترین سطح پر پہنچ گئی اور مقامی صرافہ مارکیٹوں میں فی تولہ سونے کی قیمت 550 روپے اضافے کے بعد 51 ہزار 500 روپے تک جا پہنچی10 گرام سونے کی قیمت بھی 441 روپے اضافے کے بعد 44 ہزار 142 روپے ہوگئیل سندھ صرافہ ایسوسی ایشن کے مطابق قیمتوں میں اضافہ عالمی مارکیٹ میں قیمتوں کو مد نظر رکھتے ہوئے کیا گیا جہاں سونے کی فی اونس قیمت 1359 ڈالر ہے سال کے غاز سے ہی سونے کی قیمتوں میں اضافے کا رجحان جاری ہے جنوری سے اب تک سونے کی فی تولہ قیمت میں ہزار 200 روپے تک کا…,50,
phase12_new_unseen_evaluation,U005,سونے کی قیمت کتنی ہے,URDU,urdu_bm25,4,72736,15.516530990600586,سونے کی فی تولہ قیمت میں 200روپےکمی,ملک بھر میں سونے کی فی تولہ قیمت میں 200 روپے کمی واقع ہوئی ہے جس کے بعد سونے کی فی تولہ قیمت 49 ہزار 300 روپے ہوگئی سندھ صرافہ بازار ایسوسی ایشن کے مطابق ملک بھر میں دس گرام سونے کی قیمت 171 روپے کم ہوکر 42257 روپے ہو گئی عالمی صرافہ بازار میں سونے کی قیمت 60 سینٹ کم ہوکر 1178 ڈالر فی اونس ہوگئی ملک بھر میں سونے کی فی تولہ قیمت میں 200 روپے کمی واقع ہوئی ہے جس کے بعد سونے کی فی تولہ قیمت 49 ہزار 300 روپے ہوگئی سندھ صرافہ بازار ایسوسی ایشن کے مطابق ملک بھر میں دس گرام سونے کی قیمت 171 روپے کم ہ…,50,
phase12_new_unseen_evaluation,U005,سونے کی قیمت کتنی ہے,URDU,urdu_bm25,5,76959,15.503531455993652,سونے کی قیمتوں میں950روپے فی تولہ اضافہ,کراچیعالمی منڈی میں سونے قیمت میں اضافے کو دیکھتے ہوئے ملک بھر میں سونے کی قیمتوں میں اضافہ ہوگیا ہے سونے کی قیمت میں 950 روپے اضافے سے 47ہزار 500 روپے ہوگئی ہے عالمی منڈی منڈی میں سونے کی قیمت میں36 ڈالر اضافے سے اس کی قیمت 1236ڈالر فی اونس ہوگئیعالمی منڈی میں ہونے والے اضافے نے ملک میں بھی سونے کی قیمتوں میں اضافہ کردیاصدر سندھ صرافہ ایسوسی ایشن ہارون چاند کے مطابق سونے کی فی تولہ قیمت 950 روپے اضافہ ہونے سے اس کی قیمت 47ہزار 500 روپے ہوگئی ہے جبکہ 10 گرام سونے کی قیمت 814 روپے مہنگی ہونے سے …,50,
phase12_new_unseen_evaluation,U006,psl points table,ROMAN,roman_bm25_method_D,1,73269,15.024353981018066,بینک اف انگلینڈ نے شرح سود میں 25 بیسسز پوئنٹس کمی کردی,برطانوی معیشت کی بحالی کے لئے بینک اف انگلینڈ نے شرح سود میں 25 بیسسز پوئنٹس کمی کردی معیشت کو اربوں پاونڈ بھی فراہم کرنے کا اعلان کیا گیا ہےبرطانوی مرکزی بینک کی مانیٹری پالیسی کمیٹی نے بینک ریٹ اعشاریہ دو پانچ فیصد کردیا اسکے علاوہ معیشت کو استحکام دینے کے لئے دس ارب پاونڈ کے کارپوریٹ اور ساٹھ ارب پاونڈ کے سرکاری بانڈز خریدنے کا اعلان کیا ہےیورپی یونین سے نکلنے کے بعد برطانوی پاونڈ کی شرح تبادلہ میں کمی اور معاشی نمو کی توقعات کم ہوئی تھیں برطانوی معیشت کی بحالی کے لئے بینک اف انگلینڈ نے شرح …,28,
phase12_new_unseen_evaluation,U006,psl points table,ROMAN,roman_bm25_method_D,2,73237,13.43809700012207,پی ایس ای 100 انڈیکسکاروبار 40 ہزار سے اوپر نہ جا سکا,پاکستان اسٹاک مارکیٹ کا 100 انڈیکس پروفٹ ٹیکنگ کے سبب کاروبارکا اختتام 40 ہزار سے اوپر نہ کرسکاپاکستان اسٹاک مارکیٹ میں کاروباری ہفتے کے اخری روز مثبت رجحان رہا کاروبار کے دوران انڈیکس نے پہلی مرتبہ چالیس ہزار کی نفسیاتی حد کو عبور کیا تاہم کاروبار کا اختتام 46 پوئنٹس اضافے سے 39907 پر ہوامجموعی طور پر تین سو چوڑانے کمپنیوں کے 27 کروڑ 75 لاکھ شیئرز کے سودے ہوئے طے پائے گئے سودوں کی مالیت 12 ارب روپے سے زائد رہی پاکستان اسٹاک مارکیٹ کا 100 انڈیکس پروفٹ ٹیکنگ کے سبب کاروبارکا اختتام 40 ہزار سے او…,28,
phase12_new_unseen_evaluation,U006,psl points table,ROMAN,roman_bm25_method_D,3,39850,13.368413925170898,سٹاک مارکیٹ نیاریکارڈ بننے کے بعد مندی چھا گئی,کراچی92نیوزپاکستان اسٹاک ایکسچینج میں ہریالی جگہ لالی نے لے لی کاروبار کے اختتام پر کے ایس ای ہنڈریڈ انڈیکس 212 پوائنٹس کی کمی کے بعد 49 ہزار 756 پوئنٹس پر بند ہوا تفصیلات کےمطابق پاکستان اسٹاک ایکسچینج میں بدھ کو کاروبار کا غازمثبت انداز میں ہوا ٹریڈنگ کے دوران کے ایس ای ہنڈریڈ انڈیکس تاریخ کی بلند ترین سطح 50 ہزار 265 کی بلند ترین سطح تک چلا گیا تاہم مارکیٹ نے کریکشن لیتے ہوئے اپنی پوزیشن کو مستحکم کیا اور انڈیکس سیشن کے اختتام تک 212 پوائنٹس کی کمی کے بعد 49 ہزار 756 پوئنٹس پر بند ہوا بدھ کو…,28,
