experiment_id,query_id,query_text,detector_label,retrieval_path,rank,doc_id,bm25_score,headline,news_text_or_snippet,n_hits_returned
phase12_new_unseen_evaluation,U001,آج قومی اسمبلی کا اجلاس ہے کیا,URDU,urdu_bm25,11,2848,18.279212951660156,14 جون تک بجٹ منظور کرنے پرحکومت اپوزیشن رضامند,اسلام اباد حکومت اور اپوزیشن نے اس بات پر اتفاق کیا ہے کہ جمعہ 26 مئی کو وفاقی وزیر خزانہ اسحاق ڈار کی جانب سے پیش کیے جانے والا بجٹ 14 جون کو حتمی منظوری کے لیے قومی اسمبلی میں پیش کیا جائے گایہ معاملہ قومی اسمبلی کے اجلاس سے قبل تمام پارلیمانی جماعتوں کے نمائندگان کے درمیان ہاس بزنس ایڈوائزری کمیٹی کے اجلاس میں افہام تفہیم کے ساتھ طے پایا جس کی صدارت اسپیکر قومی اسمبلی سردار ایاز صادق کر رہے تھےاس اجلاس میں وزیر قانون زاہد حامد وفاقی وزیر برائے پارلیمانی امور شیخ افتاب احمد وفاقی وزیر برائے ک…,50
phase12_new_unseen_evaluation,U001,آج قومی اسمبلی کا اجلاس ہے کیا,URDU,urdu_bm25,12,60965,17.960269927978516,اسحاق ڈارکی زیرصدارت وزارت خزانہ سےمتعلق قانون سازی کےحوالےسےاجلاس,اسلام اباد 18 اکتوبر 2017 وزیرخزانہ اسحاق ڈار کی صدارت میں وزارت خزانہ سے متعلق قانون سازی کے حوالے سے اہم اجلاس اجلاس کو بتایا کہ دس اہم قانونی بلوں کے مسودوں پر کام خری مرحلے میں ہے وزیرخزانہ اسحاق ڈار نے وزارت خزانہ سے متعلقہ قانون سازی کے حوالے سے مختلف قوانین کا جائزہ لینے کے لئے اجلاس کی صدارت کی قائم مقام سیکریٹری خزانہ نے اجلاس کو گاہ کیا کہ وزارت خزانہ کے حوالے سے دس مختلف بل تیاری کے مراحل میں ہیں انہوں نے کمیٹی کو گاہ کہ وزارت خزانہ کے فیسر قومی اسمبلی اور سینیٹ کو قانون سازی کے حوال…,50
phase12_new_unseen_evaluation,U001,آج قومی اسمبلی کا اجلاس ہے کیا,URDU,urdu_bm25,13,46163,17.837106704711914,پاناما لیکس پر بحث کے بعد قومی اسمبلی میں کرکٹ پر بھی لفظی جنگ کوئی ایک کرکٹر نہیں سارا بورڈ سفارشی ہے ریاض پیرزادہ,اسلام اباد نائنٹی ٹو نیوز قومی اسمبلی اجلاس میں کرکٹ ٹیم کی کارکردگی پر بھی لفظی جنگ چھڑ گئی وفاقی وزیر ریاض پیرزادہ کہتے ہیں پی سی بی میں کوئی ایک کرکٹر نہیں سارا بورڈ سفارشی ہے ہم اس کا دفاع نہیں کر سکتے ماجد خان کا نام نئے کوچ کیلئے وزیراعظم کو بجھوا دیا ہے قومی اسمبلی کا اجلاس سپیکرایاز صادق کی صدارت میں شروع ہوا تو وفاقی وزیر برائے بین الصوبائی رابطہ ریاض پیرازدہ نے توجہ دلائو نوٹس پر جواب دیتے ہوئے کہا کہ ٹی 20 ورلڈ کپ میں بیٹنگ بری طرح فلاپ ہوئی بالنگ اچھی رہی مجموعی طور پر ہماری ٹیم کی …,50
phase12_new_unseen_evaluation,U001,آج قومی اسمبلی کا اجلاس ہے کیا,URDU,urdu_bm25,14,60989,17.81354522705078,ترمیمی بل پر نیپرا اور متعلقہ وزارت کے مابین اتفاق ہوگیا,اسلام اباد 05 اکتوبر 2017 قومی اسمبلی کی کمیٹی برائے توانائی کے چیئرمین بلال روک نے کہا کہ نیپرا ترمیمی بل پر نیپرا اور متعلقہ وزارت کے مابین اتفاق ہوگیا ہے قومی اسمبلی کی کمیٹی برائے توانائی کا اجلاس کا کمیٹی چیئرمین بلال ورک کی زیرصدارت اسلام باد میں ہوا چئیرمین کمیٹی نے کہا کہ اگر کمیٹی ممبر کو اعتراض نہ تو کوشش کی جائے کہ ترمیمی بل پاس کر لیا جائے چئیرمین نیپرا کو اجلاس میں نہیں بلوایا گیا شہریار افریدی نے کہا کہ طارق سرو زئی نے دھمکی میز فون کال کروائی ہیں جس پر چیئرمین کیمیٹی نے کہا کہ دھ…,50
phase12_new_unseen_evaluation,U001,آج قومی اسمبلی کا اجلاس ہے کیا,URDU,urdu_bm25,15,75666,17.762134552001953,قومی اسمبلی سال 201415 کا وفاقی بجٹ منظور,اسلام ابادقومی اسمبلی نے مالی سال 201415 کے بجٹ کی منظوری دیدی ہےبجٹ سے فاٹا کو 2019 تک ٹیکس رعایت مل گئی ہےبجٹ میں اپوزیشن کی جانب سے پیش کی گئیں ترامیم مستردکر دی گئیںاسپیکر ایاز صادق کی زیر صدارت قومی اسمبلی کے اجلاس میں وزیر خزانہ اسحاق ڈار نے فنانس بل پیش کیا جس کی شق وار منظوری دی گئیحکومت کی فاٹا کو سال تک ٹیکس رعایت دینے کی ترمیم منظور کر لی گئی پیپلزپارٹی کی جانب سے گیس انفراسٹریکچر ڈویلپمنٹ سیس کو مکمل ہٹانے ترمیم پیش کی گئیپیپلزپارٹی کے رکن نوید قمر نے کہا کہ ٹیکس لگانے کا اختیار پار…,50
phase12_new_unseen_evaluation,U001,آج قومی اسمبلی کا اجلاس ہے کیا,URDU,urdu_bm25,16,72812,17.65596580505371,قائمہ کمیٹی خزانہ کی رئیل اسٹیٹ شعبے کیلئے سفارشات تیار,قومی اسمبلی کی قائمہ کمیٹی خزانہ نے رئیل اسٹیٹ شعبے کے لیے سفارشات تیار کر لیں ایف بی ار اور صوبوں کے پراپرٹی ریٹ میں فرق پر فی صد ٹیکس ادائیگی پر امدن کا ذریعہ نہ پوچھنے کی تجویز بھی شامل ہے چیئرمین ایف بی ار نے اعتراض کر دیا قیصرشیخ کی زیر صدارت قومی اسمبلی کی قائمہ کمیٹی برائے خزانہ کے اجلاس میں ذیلی کمیٹی کی رپورٹ پر رئیل اسٹیٹ شعبے کو رعایت دینے کی تجویز دی گئی اس تجویز کے تحت انکم ٹیکس ترمیمی بل 2016 میں ترمیم کی جائے گی جس کو اسی ہفتے اسمبلی سے پاس کرایا جائے گا چیئرمین ایف بی ار نے اس س…,50
phase12_new_unseen_evaluation,U001,آج قومی اسمبلی کا اجلاس ہے کیا,URDU,urdu_bm25,17,61553,17.5386905670166,قائمہ کمیٹی برائے ترقی ومنصوبہ بندی کا اجلاس ارب کے ترقیاتی بجٹ کی منظوری,قو می اسمبلی کی قائمہ کمیٹی برائے ترقی ومنصوبہ بندی نے ئندہ مالی سال وزارت کے ارب سے زائد ترقیاتی بجٹ کی منظوری دیدی عبدالحمید خان کی زیر صدارت قومی اسمبلی کی قائمہ کمیٹی برائے ترقی ومنصوبہ بندی کا اجلاس اسلام باد میں ہوا اجلاس میں نادرن بائی پاس پشاور منصوبے پر پیشرفت راولپنڈی کنٹونمنٹ بورڈ کو خانپور ڈیم فیز تھری سے پانی فراہمی منصوبے کی پیشرفت کاجائزہ لیاگیا اجلاس میں منصوبے کیلئے مختص ترقیاتی فنڈز پر بریفنگ بھی دی گئی اجلاس میں پاک چین اقتصادی راہداری منصوبے کے مغربی روٹ کے حوالے سے بریفنگ د…,50
phase12_new_unseen_evaluation,U001,آج قومی اسمبلی کا اجلاس ہے کیا,URDU,urdu_bm25,18,110118,17.490285873413086,نئی قومی شپنگ پالیسی کا اعلان جلد کیا جائے گا علی زیدی,جہازوں کی بڑھتی ہوئی مد رفت کے پیش نظر 10 نئے ٹرمینلز قائم کرنے کا منصوبہ بنایا ہے فوٹو فائل کراچیوفاقی وزیر برائے بحری امور سید علی زیدی نے کہا ہے کہ نئی قومی شپنگ پالیسی کا اعلان جلد کیا جائے گا جس کے نتیجے میں جہاز رانی کے شعبے میں سرمایہ کاری میں اضافہ ممکن ہوسکے گا وہ گزشتہ روز کے پی ٹی ہیڈ فس میں قومی اسمبلی کی قائمہ کمیٹی برائے بحری امور کو بریفنگ دے رہے تھے قومی اسمبلی کی قائمہ کمیٹی برائے بحری امور کا پانچواں اجلاس میر امیر علی خان مگسی کی زیر صدارت منعقد ہوا بریفنگ کے دوران وفاقی وزیر…,50
phase12_new_unseen_evaluation,U001,آج قومی اسمبلی کا اجلاس ہے کیا,URDU,urdu_bm25,19,109842,17.2708797454834,قومی اسمبلی میں منی لانڈرنگ ترمیمی بل منظور سزاں میں اضافہ,مشکوک لین دین پر 10 سال تک سزا ملوث افراد کو 50 لاکھ روپے تک جرمانہ بھی ہو گا فوٹو فائل اسلام بادترمیمی بل کے تحت منی لانڈرنگ میں ملوث افراد کی سزائیں بڑھا دی جائیں گی قومی اسمبلی کے اجلاس کے دوران ترمیمی بل کثرت رائے سے منظور کرلیا گیااس کے تحت مشکوک لین دین میں ملوث افراد کو 10سال تک سزا مل سکے گی منی لانڈرنگ میں ملوث افراد کو50 لاکھ روپے تک جرمانہ بھی ہوگامنی لانڈرنگ قابل دست اندازی جرم ہوگااس میں ملوث شخص کو تفتیشی افسر گرفتار کرکے وجوہات سے اگاہ کرے گا مالیاتی اینٹلی جنس یونٹ مشکوک ٹرانزیک…,50
phase12_new_unseen_evaluation,U001,آج قومی اسمبلی کا اجلاس ہے کیا,URDU,urdu_bm25,20,63017,17.20461082458496,اسحاق ڈار نے قومی اسمبلی میں کمپنیز ارڈیننس بل 2016 پیش کردیا,وفاقی وزیر خزانہ اسحاق ڈار نے قومی اسمبلی میں کمپنیز رڈیننس 2016 پیش کردیا اسپیکر قومی اسمبلی سردار ایاز صادق کی زیرصدارت ہونے والے اجلاس میں وفاقی وزیرخزانہ اسحاق ڈار نے کمپنیز ارڈیننس بل 2016 پیش کردیا اسحاق ڈار نے ایوان کو بتایا کہ اس بلکی منظوری سے شور کمپنیوں سے متعلق معلومات حاصل کی جاسکیں گی اس قانون سے سکیورٹی اینڈ ایکسچینج کمیشن مضبوط ہوگا ایس ای سی پی مشترکہ تحقیقات کا میکنزم بناسکے گا اور منی لانڈرنگ دہشتگردی کی فنانسنگ کی تحقیقات بھی کرسکے گا پیپلزپارٹی کے رہنماں نے کمپنیز رڈیننس پر…,50
phase12_new_unseen_evaluation,U001,آج قومی اسمبلی کا اجلاس ہے کیا,URDU,urdu_bm25,21,63245,17.054718017578125,واجب الادا ملکی قرضوں کی تفصیلات قومی اسمبلی میں پیش,اسلام باد17 ستمبر 2020 وزارت خزانہ نے واجب الادا ملکی قرضوں کی تفصیلات قومی اسمبلی میں پیش کردی ہیں تفصیلات کے مطابق قومی اسمبلی اجلاس میں وزارت خزانہ نے واجب الادا ملکی قرضوں کی تفصیلات پیش کرتے ہوئے بتایا کہ مجموعی سرکاری قرضہ سال 2019 میں جی ڈی پی کے 81 عشاریہ ایک فیصد تھا رواں سال اضافے کے بعد مجموعی قرضہ 87 اعشاریہ فیصد تک پہنچ گیا ہے سال دوہزار انیس میں مجموعی قرضہ جات جی ڈی پی کے 105 عشاریہ فیصد تک رہا جو رواں سال میں جی ڈی پی کے 106 اعشاریہ فیصد تک پہنچ گیا ہے وزارت اقتصادی امور ڈویژن ن…,50
phase12_new_unseen_evaluation,U001,آج قومی اسمبلی کا اجلاس ہے کیا,URDU,urdu_bm25,22,71173,16.99211883544922,قومی اسمبلی نے ضمنی مالیاتی بل 2019 کی منظوری دیدی,قومی اسمبلی نے اپوزیشن کے شور شرابے اور ہنگامے کے باوجود ضمنی مالیاتی بل 2019 کی منظوری دیدیبل کی منظوری کے دوران اپوزیشن ارکان نے احتجاج کیا اور رائے شماری کے دوران اپوزیشن اراکین نے ایوان سے واک بھی کیاپارلیمنٹ کے باہر گفتگو کرتے ہوئے مسلم لیگ کے رہنما احسن اقبال نے کہا کہ ملکی تاریخ میں پہلی بار فنانس بل کو اوور کے میچ کی طرح نمٹایا گیاقبل ازیںاسپیکر اسد قیصر کی سربراہی میں ہونے والے قومی اسمبلی اجلاس میں وزیر خزانہ اسد عمر کی جانب سے فنانس بل پیش کرنے پر اپوزیشن نے شور شرابہ اور ہنگامہ رائی…,50
phase12_new_unseen_evaluation,U001,آج قومی اسمبلی کا اجلاس ہے کیا,URDU,urdu_bm25,23,63471,16.953628540039062,پنجاب کا ئندہ مالی سال کا بجٹ 15 جون کو پیش کیا جائے گا,لاہور 13 جون 2020 بادی کے لحاظ سے پاکستان کے سب سے بڑے صوبے پنجاب کا ئندہ مالی سال 202021 کا بجٹ 15 جون کو پیش کیا جائے گا پنجاب اسمبلی کے نئے مالی سال 202021 کے بجٹ اجلاس کا ایجنڈے جاری کر دیا گیا جس کے مطابق سالانہ بجٹ کے ساتھ سپلمنٹری بجٹ بھی 15 جون پیر کے روز دوپہر دو بجے پیش کیا جائے گا ذرائع کے مطابق صوبائی بجٹ کا مجموعی تخمینہ 24 سو ارب روپے لگایا گیا ہے جبکہ بجٹ میں کوئی نیا ٹیکس نہ لگانے کی تجویز دی گئی ہے ذرائع کا کہنا ہے کہ پنجاب اسمبلی بجٹ اجلاس میں دی پنجاب فنانس بل 2020 پیش کیا جا…,50
phase12_new_unseen_evaluation,U001,آج قومی اسمبلی کا اجلاس ہے کیا,URDU,urdu_bm25,24,73459,16.937747955322266,بلوچستان بجٹ میں ایک دن کی تاخیر اب 19جون کو پیش ہوگا,بلوچستان اسمبلی کا بجٹ اجلاس ایک دن کی تاخیر کے بعد اب 19جون کوطلب کرلیاگیا ہےسرکاری ذرائع کے مطابق بلوچستان اسمبلی کا بجٹ اجلاس 19جون کوطلب کرلیاگیا ہے وزیراعلی بلوچستان نواب ثناء اللہ زہری 19جون کو ائندہ مالی سال کاصوبائی بجٹ پیش کریں گےاس سے قبل بجٹ اجلاس 18جون کو طلب کیاگیاتھا بلوچستان اسمبلی کا بجٹ اجلاس ایک دن کی تاخیر کے بعد اب 19جون کوطلب کرلیاگیا ہے سرکاری ذرائع کے مطابق بلوچستان اسمبلی کا بجٹ اجلاس 19جون کوطلب کرلیاگیا ہے وزیراعلی بلوچستان نواب ثناء اللہ زہری 19جون کو ائندہ مالی سال ک…,50
phase12_new_unseen_evaluation,U001,آج قومی اسمبلی کا اجلاس ہے کیا,URDU,urdu_bm25,25,64632,16.840219497680664,بلوچستان اسمبلی بجٹ اجلاس میں کھرب 90 کروڑ مالیت کے مطالبات زر پیش نہ ہوسکے,کوئٹہ 26 جون 2019 دس گھنٹے سے زائد جاری رہنے والے بلوچستان اسمبلی کے بجٹ اجلاس میں کھرب 90 کروڑ روپے مالیت کے 105 مطالبات زر پیش نہ ہوسکے بجٹ اجلاس حکومتی اپوزیشن کی گرما گرم بحث کی نظر رہا بلوچستان اسمبلی بجٹ اجلاس ایک گھنٹے کی تاخیر سے ڈپٹی اسپیکر سردار بابر موسی خیل کی زیر صدارت ہوا اجلاس کے دوران حکومتی ارکین بجٹ کو تاریخی اور عوامی قرار دیتے رہے جبکہ اپوزیشن کی جانب سے بجٹ پر کڑی تنقید کی گئی اپوزیشن ارکین اسمبلی محمد نے کہا کہ بجٹ میں ایک ضلع میں بہتر کام ہوگا تو باقی صوبہ کیا کرے گا پی ا…,50
phase12_new_unseen_evaluation,U001,آج قومی اسمبلی کا اجلاس ہے کیا,URDU,urdu_bm25,26,61265,16.783580780029297,پختونخوا اسمبلی میں 182017 کیلئے 603 ارب روپے کا بجٹ منظور,پشاور 14 جون 2017 خیبرپختونخوا اسمبلی نے مالی سال 182017 کے لئے603 ارب روپے کابجٹ منظور کرلیا خیبرپختونخوا اسمبلی کا اجلاس اسپیکر اسدقیصر کی زیر صدارت شروع ہوا اجلاس کے دوران اپوزیشن اراکین نے مطالبات زر کی کٹوتی کی تحاریک واپس لیکر 603 ارب روپے کے بجٹ کی منظوری دے دی بجٹ اجلاس میں اپوزیشن اراکین اسمبلی نے مختلف محکموں کے حوالے سے اپنے کٹوتی کی تحاریک پیش کیں جس میں بعض محکموں کی کارکردگی پر تحفظات کا اظہار بھی کیا گیا اجلاس میں محکمہ مال کی مطالبہ زر پر ووٹنگ ہوئی اجلاس میں اسپیکر نے زیادہ تر …,50
phase12_new_unseen_evaluation,U001,آج قومی اسمبلی کا اجلاس ہے کیا,URDU,urdu_bm25,27,74657,16.774866104125977,کیا مہنگا ہوگا کیا سستا وفاقی بجٹ اج پیش کیا جائیگا,اسلام اباد نئے مالی سال 162015 کیلئے وفاقی بجٹ اج سہ پہر ساڑھے بجے قومی اسمبلی میں پیش کیا جائیگاوفاقی وزیر خزانہ اسحاق ڈار ایوان میں بجٹ تجاویز پیش کرینگے اس سے پہلےوفاقی کابینہ کے خصوصی اجلاس میں بجٹ تجاویز پر غور کے بعد منظوری دی جائیگی سینیٹ کا بجٹ اجلاس بھی اج شام بجے پارلیمنٹ ہاوس اسلام اباد میں ہو گا وزیر خزانہ اسحاق ڈار ایوان بالا میں مالیاتی بل دو ہزار پندرہ سولہ پیش کرینگے,50
phase12_new_unseen_evaluation,U001,آج قومی اسمبلی کا اجلاس ہے کیا,URDU,urdu_bm25,28,40632,16.70502281188965,پاکستان ٹیکسٹائل سٹی اور کراچی گارمنٹس سٹی کے معاملے پر ذیلی کمیٹی قائم,اسلام باد 92نیوز قومی اسمبلی کی قائمہ کمیٹی ٹیکسٹائل نے پاکستان ٹیکسٹائل سٹی کراچی اور کراچی گارمنٹ سٹی کے معاملے پر ذیلی کمیٹی قائم کردی تفصیلات کے مطابق خواجہ غلام رسول کوریجہ کی زیر صدارت قومی اسمبلی کی قائمہ کمیٹی ٹیکسٹائل انڈسٹری کا اجلاس اسلام باد میں ہوا کمیٹی نے ڈپٹی کمشنر ملیر کی اجلاس میں عدم شرکت پر برہمی کا اظہار کیا کمیٹی نے ہدایت کی کہ ئندہ اجلاس میں ڈپٹی کمشنر ملیرہر صورت شرکت کریں اگر ڈپٹی کمشنر نے شرکت نہیں کی تو سپیکر کو خط لکھا جائے گا سیکرٹری کمیٹی نے کراچی گارمنٹس سٹی پر بر…,50
