experiment_id,query_id,query_text,source_doc_id,detector_label,retrieval_path,rank,doc_id,bm25_score,n_hits_returned
phase12_new_unseen_evaluation,K001,کراچی کے قریب سمندر سے تیل گیس کے ذخائر,1508,URDU,urdu_bm25,25,71991,25.287044525146484,50
phase12_new_unseen_evaluation,K001,کراچی کے قریب سمندر سے تیل گیس کے ذخائر,1508,URDU,urdu_bm25,26,71303,25.089340209960938,50
phase12_new_unseen_evaluation,K001,کراچی کے قریب سمندر سے تیل گیس کے ذخائر,1508,URDU,urdu_bm25,27,61012,24.98126220703125,50
phase12_new_unseen_evaluation,K001,کراچی کے قریب سمندر سے تیل گیس کے ذخائر,1508,URDU,urdu_bm25,28,3023,24.87127113342285,50
phase12_new_unseen_evaluation,K001,کراچی کے قریب سمندر سے تیل گیس کے ذخائر,1508,URDU,urdu_bm25,29,70212,24.869524002075195,50
phase12_new_unseen_evaluation,K001,کراچی کے قریب سمندر سے تیل گیس کے ذخائر,1508,URDU,urdu_bm25,30,78220,24.781982421875,50
phase12_new_unseen_evaluation,K001,کراچی کے قریب سمندر سے تیل گیس کے ذخائر,1508,URDU,urdu_bm25,31,71133,24.760393142700195,50
phase12_new_unseen_evaluation,K001,کراچی کے قریب سمندر سے تیل گیس کے ذخائر,1508,URDU,urdu_bm25,32,71774,24.746362686157227,50
phase12_new_unseen_evaluation,K001,کراچی کے قریب سمندر سے تیل گیس کے ذخائر,1508,URDU,urdu_bm25,33,110384,24.724498748779297,50
phase12_new_unseen_evaluation,K001,کراچی کے قریب سمندر سے تیل گیس کے ذخائر,1508,URDU,urdu_bm25,34,71477,24.570579528808594,50
phase12_new_unseen_evaluation,K001,کراچی کے قریب سمندر سے تیل گیس کے ذخائر,1508,URDU,urdu_bm25,35,75937,24.50434112548828,50
phase12_new_unseen_evaluation,K001,کراچی کے قریب سمندر سے تیل گیس کے ذخائر,1508,URDU,urdu_bm25,36,75536,24.490140914916992,50
phase12_new_unseen_evaluation,K001,کراچی کے قریب سمندر سے تیل گیس کے ذخائر,1508,URDU,urdu_bm25,37,71309,24.39751625061035,50
phase12_new_unseen_evaluation,K001,کراچی کے قریب سمندر سے تیل گیس کے ذخائر,1508,URDU,urdu_bm25,38,70925,24.387073516845703,50
phase12_new_unseen_evaluation,K001,کراچی کے قریب سمندر سے تیل گیس کے ذخائر,1508,URDU,urdu_bm25,39,2804,24.330734252929688,50
phase12_new_unseen_evaluation,K001,کراچی کے قریب سمندر سے تیل گیس کے ذخائر,1508,URDU,urdu_bm25,40,109916,24.32347869873047,50
phase12_new_unseen_evaluation,K001,کراچی کے قریب سمندر سے تیل گیس کے ذخائر,1508,URDU,urdu_bm25,41,64415,24.23627281188965,50
phase12_new_unseen_evaluation,K001,کراچی کے قریب سمندر سے تیل گیس کے ذخائر,1508,URDU,urdu_bm25,42,64150,24.186466217041016,50
phase12_new_unseen_evaluation,K001,کراچی کے قریب سمندر سے تیل گیس کے ذخائر,1508,URDU,urdu_bm25,43,78355,24.13255500793457,50
phase12_new_unseen_evaluation,K001,کراچی کے قریب سمندر سے تیل گیس کے ذخائر,1508,URDU,urdu_bm25,44,70220,24.117752075195312,50
phase12_new_unseen_evaluation,K001,کراچی کے قریب سمندر سے تیل گیس کے ذخائر,1508,URDU,urdu_bm25,45,70953,23.913040161132812,50
phase12_new_unseen_evaluation,K001,کراچی کے قریب سمندر سے تیل گیس کے ذخائر,1508,URDU,urdu_bm25,46,74914,23.88612174987793,50
phase12_new_unseen_evaluation,K001,کراچی کے قریب سمندر سے تیل گیس کے ذخائر,1508,URDU,urdu_bm25,47,64338,23.69915771484375,50
phase12_new_unseen_evaluation,K001,کراچی کے قریب سمندر سے تیل گیس کے ذخائر,1508,URDU,urdu_bm25,48,65791,23.6778564453125,50
phase12_new_unseen_evaluation,K001,کراچی کے قریب سمندر سے تیل گیس کے ذخائر,1508,URDU,urdu_bm25,49,76969,22.790725708007812,50
phase12_new_unseen_evaluation,K001,کراچی کے قریب سمندر سے تیل گیس کے ذخائر,1508,URDU,urdu_bm25,50,65673,22.557477951049805,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,1,62042,42.52826690673828,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,2,71990,42.376609802246094,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,3,40338,42.11357116699219,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,4,40377,41.81989288330078,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,5,61285,40.389732360839844,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,6,2815,40.3609619140625,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,7,2187,39.810001373291016,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,8,2177,38.372806549072266,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,9,2805,38.3328857421875,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,10,60513,36.48106384277344,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,11,61273,36.348350524902344,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,12,73484,35.66595458984375,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,13,61248,35.46482849121094,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,14,73440,34.86000442504883,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,15,1552,34.51546859741211,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,16,64817,34.23482131958008,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,17,1511,33.21986389160156,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,18,110848,32.42404556274414,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,19,73370,32.1307258605957,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,20,60534,31.964279174804688,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,21,110768,31.621091842651367,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,22,110622,31.373043060302734,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,23,110601,30.29054832458496,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,24,73419,30.008041381835938,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,25,61215,29.35055160522461,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,26,60521,28.689884185791016,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,27,110611,28.54903793334961,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,28,72015,27.899940490722656,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,29,73510,27.622766494750977,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,30,70482,27.55877685546875,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,31,75610,26.485538482666016,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,32,74516,25.534610748291016,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,33,41069,24.510936737060547,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,34,38744,24.092199325561523,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,35,3477,23.794090270996094,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,36,20629,23.659332275390625,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,37,73253,22.814701080322266,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,38,40198,22.498470306396484,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,39,21668,22.438426971435547,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,40,3012,21.54701805114746,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,41,73518,21.414587020874023,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,42,73988,21.217498779296875,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,43,3341,21.008682250976562,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,44,20550,20.901538848876953,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,45,73781,20.866260528564453,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,46,40561,20.633718490600586,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,47,20108,20.509437561035156,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,48,78977,20.42322540283203,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,49,76865,20.376373291015625,50
phase12_new_unseen_evaluation,K002,نئے نوٹوں کے حصول کے لیے ایس ایم ایس سروس,2815,URDU,urdu_bm25,50,75628,20.359107971191406,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,1,3296,30.388444900512695,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,2,1282,30.01643943786621,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,3,3290,29.08689308166504,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,4,65737,28.572847366333008,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,5,110961,28.021137237548828,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,6,65421,27.99827003479004,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,7,960,27.484790802001953,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,8,40082,27.318134307861328,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,9,2190,27.25583839416504,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,10,65934,27.210174560546875,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,11,1899,26.494609832763672,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,12,65807,26.0084285736084,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,13,956,25.836944580078125,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,14,111807,25.49757194519043,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,15,70738,25.422466278076172,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,16,38625,25.276214599609375,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,17,959,25.263212203979492,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,18,39044,24.974071502685547,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,19,64918,24.971723556518555,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,20,952,24.96426010131836,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,21,71402,24.903966903686523,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,22,65281,24.804935455322266,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,23,110528,24.789369583129883,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,24,76785,24.785179138183594,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,25,71823,24.720809936523438,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,26,71137,24.699254989624023,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,27,2010,24.67863655090332,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,28,111789,24.22707748413086,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,29,61559,24.113483428955078,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,30,71471,24.111970901489258,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,31,2083,24.015336990356445,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,32,71627,23.96013832092285,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,33,944,23.932024002075195,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,34,109660,23.894197463989258,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,35,72207,23.823532104492188,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,36,111381,23.801395416259766,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,37,71284,23.799522399902344,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,38,110797,23.773996353149414,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,39,392,23.70614242553711,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,40,65535,23.623273849487305,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,41,60858,23.523914337158203,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,42,71467,23.264013290405273,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,43,71915,23.25741195678711,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,44,71278,23.1888484954834,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,45,74886,23.16336441040039,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,46,109516,23.110952377319336,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,47,2065,22.984683990478516,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,48,61155,22.93461036682129,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,49,111662,22.838172912597656,50
phase12_new_unseen_evaluation,K003,سی پیک سے پاکستان پر قرضوں کا بوجھ آئی ایم ایف,3296,URDU,urdu_bm25,50,61162,22.667198181152344,50
phase12_new_unseen_evaluation,K004,joker film ki numayish ke dauran cinema mein bhagdar,5849,ROMAN,roman_bm25_method_D,1,49721,4.143395900726318,50
phase12_new_unseen_evaluation,K004,joker film ki numayish ke dauran cinema mein bhagdar,5849,ROMAN,roman_bm25_method_D,2,66988,4.137864589691162,50
phase12_new_unseen_evaluation,K004,joker film ki numayish ke dauran cinema mein bhagdar,5849,ROMAN,roman_bm25_method_D,3,17979,4.131925582885742,50
phase12_new_unseen_evaluation,K004,joker film ki numayish ke dauran cinema mein bhagdar,5849,ROMAN,roman_bm25_method_D,4,67060,4.125661373138428,50
phase12_new_unseen_evaluation,K004,joker film ki numayish ke dauran cinema mein bhagdar,5849,ROMAN,roman_bm25_method_D,5,101525,4.122519493103027,50
phase12_new_unseen_evaluation,K004,joker film ki numayish ke dauran cinema mein bhagdar,5849,ROMAN,roman_bm25_method_D,6,10509,4.12070369720459,50
phase12_new_unseen_evaluation,K004,joker film ki numayish ke dauran cinema mein bhagdar,5849,ROMAN,roman_bm25_method_D,7,100165,4.119344234466553,50
phase12_new_unseen_evaluation,K004,joker film ki numayish ke dauran cinema mein bhagdar,5849,ROMAN,roman_bm25_method_D,8,66730,4.117030620574951,50
phase12_new_unseen_evaluation,K004,joker film ki numayish ke dauran cinema mein bhagdar,5849,ROMAN,roman_bm25_method_D,9,101506,4.116298675537109,50
phase12_new_unseen_evaluation,K004,joker film ki numayish ke dauran cinema mein bhagdar,5849,ROMAN,roman_bm25_method_D,10,99568,4.115135192871094,50
phase12_new_unseen_evaluation,K004,joker film ki numayish ke dauran cinema mein bhagdar,5849,ROMAN,roman_bm25_method_D,11,100408,4.113450527191162,50
phase12_new_unseen_evaluation,K004,joker film ki numayish ke dauran cinema mein bhagdar,5849,ROMAN,roman_bm25_method_D,12,10193,4.112571716308594,50
phase12_new_unseen_evaluation,K004,joker film ki numayish ke dauran cinema mein bhagdar,5849,ROMAN,roman_bm25_method_D,13,101406,4.11200475692749,50
phase12_new_unseen_evaluation,K004,joker film ki numayish ke dauran cinema mein bhagdar,5849,ROMAN,roman_bm25_method_D,14,6344,4.110751628875732,50
phase12_new_unseen_evaluation,K004,joker film ki numayish ke dauran cinema mein bhagdar,5849,ROMAN,roman_bm25_method_D,15,98499,4.1060791015625,50
phase12_new_unseen_evaluation,K004,joker film ki numayish ke dauran cinema mein bhagdar,5849,ROMAN,roman_bm25_method_D,16,100825,4.104456901550293,50
phase12_new_unseen_evaluation,K004,joker film ki numayish ke dauran cinema mein bhagdar,5849,ROMAN,roman_bm25_method_D,17,100261,4.102714538574219,50
phase12_new_unseen_evaluation,K004,joker film ki numayish ke dauran cinema mein bhagdar,5849,ROMAN,roman_bm25_method_D,18,5244,4.101902961730957,50
phase12_new_unseen_evaluation,K004,joker film ki numayish ke dauran cinema mein bhagdar,5849,ROMAN,roman_bm25_method_D,19,6133,4.101583480834961,50
phase12_new_unseen_evaluation,K004,joker film ki numayish ke dauran cinema mein bhagdar,5849,ROMAN,roman_bm25_method_D,20,101705,4.1014790534973145,50
phase12_new_unseen_evaluation,K004,joker film ki numayish ke dauran cinema mein bhagdar,5849,ROMAN,roman_bm25_method_D,21,7273,4.100915431976318,50
phase12_new_unseen_evaluation,K004,joker film ki numayish ke dauran cinema mein bhagdar,5849,ROMAN,roman_bm25_method_D,22,108637,4.100038528442383,50
phase12_new_unseen_evaluation,K004,joker film ki numayish ke dauran cinema mein bhagdar,5849,ROMAN,roman_bm25_method_D,23,66404,4.097931861877441,50
phase12_new_unseen_evaluation,K004,joker film ki numayish ke dauran cinema mein bhagdar,5849,ROMAN,roman_bm25_method_D,24,18227,4.097005844116211,50
