experiment_id,query_id,query_text,detector_label,retrieval_path,rank,doc_id,bm25_score,headline,news_text_or_snippet,n_hits_returned,relevance_label,query_asks_today
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,1,101957,18.211837768554688,جیکی شروف پاکستانی فلم میں کام کرنے کیلئے رضامند,بھارتی اداکار جیکی شروف ہدایتکار جمشید جان محمد کی نئی انے والی فلم جوانی لے ڈوبی میں اہم کردار ادا کریں گے جو ان کا کسی بھی پاکستانی فلم میں پہلا کام ہوگا فلم سوال سات سو کروڑ ڈالرکا کی کامیابی کے بعد فلم کے ہدایتکار جمشید جان محمد نہایت پر امید ہیں اور اپنی دوسری فلم کی تیاریوں میں مصروف ہیں جس کے لیے وہ ان دنوں ممبئی میں مقیم ہیں جہاں انہوں نے جیکی شروف سمیت متعدد اداکاروں سے فلم میں کام کے لیے رابطہ کیا ہے ہدایتکار جمشید جان محمد کی پیش کش پر بولی وڈ اداکار جیکی شروف نے فلم جوانی لے ڈوبی می…,50,D,0
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,2,39156,13.398171424865723,خسارے میں ڈوبی قومی ایئرلائن نے 44لاکھ روپے میں وکیل کر لیا,اسلام اباد 92 نیوز پاکستان انٹرنیشنل ایئرلائن ایک جانب اربوں روپے خسارے میں ڈوبی ہوئی ہے لیکن سپریم کورٹ میں مقدمات کا دفاع کرنے کیلئے نعیم بخاری کو 44 لاکھ روپے میں وکیل کرلیا باکمال لوگوں نے حیران کن فیصلہ کرتے ہوئے ائیرلائن کو خسارے سے نکالنے کی بجائے مقدمات کیلئے انتہائی تگڑا وکیل کرلیا نعیم بخاری سپریم کورٹ میں قومی ایئرلائن کے مقدمات میں دفاع کریں گے نعیم بخاری پی ئی اے اثاثوں کی کم قیمت میں فروخت طیارے میں نانگا پربت کا دورہ اور قومی پرچم کی جگہ مارخور کی تصویر سے متعلق کیس بھی لڑیں گے,50,D,0
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,3,108546,13.1254301071167,کینیڈ سینکڑ وں افرادکا تھری ایڈیٹ کے گا نے زوبی ڈوبی پر رقص,وینکووراین جی ٹی کینڈ کے شہر وینکوو میں سیکٹروں افراد نے مشہور با لی وڈ فلم تھری ایڈ یٹ کے گا نے زوبی ڈو بی پر رقص کیا وینکوور کی رٹ گیلری کے سامنے پیش کیے گئے اس خو بصورت رقص میں شریک افراد نے اپنے ہا تھوں میں گلا بی رنگ کی چھتریا بھی تھا می ہو ئیں تھی جو گانے کے دھن پر ایک ساتھ کھلتی اور بند ہوتی تو یو لگتا جیسے بہار کے مو سم میں کئی پھو کھل گئے ہیں,50,D,0
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,4,51242,12.759307861328125,سلمان خان کو دوستوں کی دوستی لے ڈوبی,ممبئی ویب ڈیسک بالی وڈ پنڈتوں کا کہنا ہے کہ بظاہر یہ نظر رہا ہے کہ پروڈکشن کے میدان میں اترنے والے سلمان خان کو پہلی ہی بار میں جھٹکا لگنے والا ہے کیونکہ اپنے دوستوں کے بچوں عطیہ شیٹی اور سورج پنچولی کے ساتھ ان کی فلم ہیرو ریلیز ہو چکی ہے اور اس کی رپورٹ کچھ اچھی نہیں تفصیلات کے مطابق سلمان خان کی فلم ہیرو میں اداکارہ کا کردار نبھانے والی عطیہ شیٹی سلمان کے دوست اور بالی وڈ اداکار سنیل شیٹی کی بیٹی ہے اور اداکار کا کردار نبھانے والے سورج پنچولی سلمان کے دوست ادتیہ پنچولی کے بیٹے ہیں فلم کی سکرپ…,50,B,0
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,5,86872,12.278035163879395,یوسین بولٹ سے ایک طلائی تمغہ چھن گیا,دنیا کے تیز ترین انسان کو اپنے ہی ساتھی کی مکاری نے مروا دیا اولمپکس میں ٹرپل ٹرپل یعنی تین اولمپکس میں گولڈ میڈل جیتنے والے یوسین بولٹ ایک گولڈ میڈل سے محروم ہو گئے نیسٹاکارٹر کی دھوکے بازی یوسین بولٹ کو بھی لے ڈوبی بیجنگ اولمپکس 2008ء میں چار ضرب سو میٹر کی گولڈ میڈلسٹ جمیکن ٹیم کے ممبر نیسٹا کارٹر کا ڈوپ ٹیسٹ مثبت گیا نیسٹا کارٹر کا ڈوپ ٹیسٹ مثبت انے سے جمیکا ایک گولڈ میڈل سے محروم ہو گیا دنیا کے تیز ترین انسان کو اپنے ہی ساتھی کی مکاری نے مروا دیا اولمپکس میں ٹرپل ٹرپل یعنی تین اولمپکس میں …,50,D,0
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,1,76782,17.71515464782715,پنجاب میں سیلاب سے 2ارب روپے کی فصلوں کو نقصان پہنچا,لاہورصوبہ پنجاب میں حالیہ بارشوں اور سیلاب سے چاول کپاس اور سبزیوں کی فصلیں بری طرح متاثر ہوئی ہیں مجموعی نقصان کا اندازہ ارب روپے لگایا جا رہا ہے صدر پنجاب واٹر کونسل حامد ملہی کے مطابق حالیہ بارش اور سیلاب نے پنجاب میں زرعی شعبے کو بری طرح متاثر کیا ہے چاول کی 25 فی صد فصل جبکہ کپاس کی ایک لاکھ ایکڑ پر کھڑی فصل تباہ ہوگئی ان کے مطابق نقصانات کا مجموعی اندازہ ارب روپے تک پہنچ گیا ہےحامد ملہی کا کہنا تھا کہ حکومت نے 2010 کے سیلاب سے کوئی سبق نہیں سیکھا اور ندی نالوں کے پشتے اور بند کو بروقت مضب…,50,A,0
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,2,74465,16.79629898071289,سیلاب سے کھڑی فصلوں کو نقصان سبزی پھل کی قیمتوں میں اضافہ,لاہورملک میں سیلابی صورت حال سے ایک تو کھڑی فصلوں کو نقصان پہنچا اوپر سے منافع خور بھی سرگرم ہو گئے مون سون کی بارشوں اور سیلاب متاثرہ علاقوں میں زرعی زمینوں اور باغات کو بےحد نقصان پہنچا دیگر فصلوں کے ساتھ سبزیوں پھلوں کی پیداوار بھی متاثر ہوئیتاہم منافع خوروں نے جیبیں بھرنے کیلیے قیمتوں میں مرضی کے اضافےکر دئیے ایک تو قیمتیں زیادہ اوپر سےناقص معیار شہری پریشاناتوار بازاروں میں ٹما ٹر 60 روپے فی کلو جبکہ پیاز 35 سے 40 روپے کلو کھلم کھلا فروخت کیا جا رہا ہے مگر کوئی روکنےو الا نہیں سماجی حلقوں …,50,A,0
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,3,76744,16.296794891357422,پنجاب میں بارشیں اور سیلاب چاول کی 35 فیصد فصل تباہ,لاہورپنجاب میں بارشوں اور سیلاب سے لاکھ ایکڑ پر کاشت کی گئی باسمتی چاول کی 35 فیصد فصل تباہ ہوگئی باسمتی گروئرز ایسو سی ایشن کے مطابق پنجاب میں شدید بارشوں اور دریائے راوی اور چناب میں سیلاب نے چاول کی کاشت والے علاقوں گوجرانوالہ سیالکوٹنارووال اور شیخوپورہ میں باسمتی چاول کی فصل تباہ کردی ہے باسمتی چاول کی مجموعی فصل کا بیشتر ان متاثرہ علاقوں میں کاشت ہوتا ہے جسکے باعث لاکھ ایکڑ پر کاشت کی گئی باسمتی چاول کی 35 فیصد فصل تباہ ہوگئی ہے اس نقصان سے سب سے زیادمتاثرکاشتکار ہوئے ہیں جن کے نقصان کا ا…,50,A,0
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,4,76713,15.730003356933594,سیلاب سے چاول کی 10 فیصد فصل تباہبر مدات کو نقصان کا خدشہ,لاہوررائس ایکسپورٹرز کا کہنا ہے کہ پنجاب میں حالیہ بارشوں اور سیلاب سے چاول کی 10 فی صد فصل تباہ ہوگئی نقصان کے باعث چاول کی ملکی برمد پر منفی اثر پڑنے کا خدشہ ہے چیئرمین رائس ایکسپورٹرز ایسوسی ایشن جاوید غوری کے مطابق پنجاب میں چاول کی فصل کو سب سے زیادہ نقصان مریدکے اور کامونکی کے علاقوں میں پہنچا جہاں 50 فی صد فصل سیلابی ریلے میں بہہ گئیپورے صوبے میں مجموعی طور پر چاول کی 10 فی صد فصل تباہ ہوئی ہےجاوید غوری کے مطابق صورت حال کے باعث ایکسپورٹرز کو پریشانی کا سامنا کرنا پڑسکتا ہے اور ملکی برمد…,50,A,0
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,5,74479,15.647451400756836,سیلابی صورتحال یا زیادہ منافع سبزیاں پھل مہنگے ہوگئے,اسلام ابادملک کے مختلف علاقوں میں سیلابی صورت حال سے لوگ بے گھر ہوئے تو بڑے پیمانے پر کھڑی فصلوں کو بھی نقصان پہنچا ہے جس کے باعث منافع خوروں نے اسے بھی موقع جانا اور سبزیوں اور پھلوں کی قیمتیں میں من مانے اضافے کر ڈالے مون سون کی بارشوں اور سیلاب کے باعث ذرعی زمینوں اور باغات کو نقصان پہنچا سبزیوں اور پھلوں کی پیداوار متاثر ہونے کے باعث قیمتوں میں اضافہ ہونا ہی تھا مگر تاک لگائے منافع خوروں نے بھی موقع غنیمت جانا اور دونوں ہاتھوں سے پیسے سمیٹنے کے لیے سبزیوں پھلوں کی قیمتوں میں مرضی کے اضافے ک…,50,B,0
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,1,90969,14.46399211883545,شہریوں نے ناکام کھلاڑیوں کے پتلے الٹے لٹکا دیے,کراچیکپتان مصباح الحق فاسٹ بولر وہاب ریاض اور وکٹ کیپر بیٹسمین سرفراز احمد کے گلے میں ہار ناکام کھلاڑیوں کے پتلے الٹے لٹکا دیے گئے کراچی میں کرکٹ کے مداحوں نے بھرپور تجزیہ کر کے اپنی ٹیم کے ہیرو اور ولن طے کر دیے ورلڈ کپ میں پاکستان کی شکست کے بعد ارام باغ میں انوکھا احتجاج کیا گیاجہاں پتلوں کو جلا یانہیں گیا بلکہ جن کھلاڑیوں نے خراب کھیل پیش کیا انہیں الٹا لٹکا دیا گیا ان میں ناصر جمشید بوم بوم شاہد افریدی سابق کپتان یونس خان اور کوچ وقار یونس اور چیف سلیکٹر معین خان کے پتلے شامل ہیں ورلڈ کپ م…,50,B,0
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,2,42172,13.091596603393555,قومی ٹیم کی شکست پر سابق کرکٹرز اور شائقین کا اظہار برہمی,لاہور 92 نیوز سٹریلیا کیخلاف دوسرے ٹیسٹ میں قومی ٹیم کی پرفارمنس انتہائی ناقص رہی گرین کیپس کی ہار پر سابق کرکٹرز اور عوام نے تنقید کا نشانہ بناتے ہوئے اپنے غصے کا اظہار کیا ایڈیلیڈ ٹیسٹ میں پاکستانی ٹیم کی بدترین شکست پر ماہرین اور شائقین کرکٹ کھلاڑیوں اور ٹیم مینجمنٹ پر برہم نظر ائے سابق ٹیسٹ کرکٹر جلال الدین نے کہا دورہ اسٹریلیا میں حکمت عملی کا فقدان نظر ایا ٹیم مینجمنٹ بدلنے سے بھی کوئی فرق نہیں پڑا سابق ٹیسٹ کرکٹر اقبال قاسم کا کہنا تھا کہ ہماری بالنگ ناکام رہی ہے یاسر شاہ بھی امیدوں پر پ…,50,B,0
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,3,83028,12.852678298950195,ہار ہار کر تھک گئے ہیں ناقص کارکردگی پر شائقین سے معافی چاہتے ہیں رانا فواد,لاہور قلندرز کے مالک رانا فواد نے کہا ہے کہ مسلسل چوتھے پی ایس ایل میں ہماری ٹیم کی کارکردگی نا قابل یقین ہے خراب کارکردگی پر لاکھوں اہلیان لاہور اور اپنے لاکھوں پرستاروں سےمعافی چاہتا ہوں ان لوگوں سے ہمدردی ہے جن کے ہم نے دل توڑےپیر کو میڈیا سے بات چیت کرتے ہوئے انہوں نے کہا کہ خراب کارکردگی کا کوئی جواز نہیں ہے لاکھوں شائقین نے ہم پر اعتماد کا اظہار کیا لیکن ہم نے ان کے دل توڑے جس اس پر معذرت چاہتا ہوںرانا فواد نے کہا کہ ہم ہار ہار کر تھک گئے ہیں اس ہار پر بہت زیادہ افسردہ ہوں جس ٹیم میں کپتا…,50,C,0
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,4,27590,11.62671184539795,انگلینڈ سے بدترین شکست سابق کرکٹرز ویرات کوہلی پر برس پڑے,بھارت کو میزبان انگلینڈ کے خلاف دوسرے ٹیسٹ میچ میں بھی بد ترین شکست سے دوچار ہونا پڑا جس کے بعد سابق کرکٹرز نے کپتان ویرات کوہلی سمیت پوری ٹیم پر تنقید کے تیر برسانا شروع کردیے سابق کرکٹرز نے بھارتی کپتان اور ٹیم کی ناقص کارکردگی اور حکمت عملی کو میزبان ٹیم سے شکست کی وجہ بتائیسابق کرکٹر وی وی ایس لکشمن نے سماجی رابطے کی ویب سائٹ پر اپنے ایک بیان میں کہا کہ بھارتی ٹیم نامساعد حالات کا شکار ہوگئی ہے مزید پڑھیں انگلینڈ کا 1000 واں ٹیسٹ یادگار سنسنی خیز مقابلے کے بعد بھارت کو شکستان کا مزید کہنا ت…,50,B,0
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,5,32335,11.560264587402344,ٹیم کی خراب کارکردگی کی وجہ اقربا پروری اور سیاسی دبا,پاکستان کرکٹ ٹیم کے سابق کپتان اور تحریک انصاف کے چیئرمین عمران خان قومی ٹیم کی مستقل خراب کارکردگی کی وجہ اقربا پروری اور سیاسی دبا کو قرار دیا ہےعمران خان نے سماجی رابطوں کی ویب سائٹ ٹوئٹر پر اپنے پیغام میں کہا کہ قومی ٹیم کی ورلڈ ٹی ٹوئنٹی میں خراب کارکردگی اور ایونٹ سے اخراج پر افسوس کا اظہار کرتے ہوئے ملک میں کرکٹ کے نظام اور اس کے ذمے داروں کو تنقید کا نشانہ بنایاانہوں نے کہا کہ کرکٹ کے موجودہ کا صحیح تجزیہ کیا جائے تو اصلاحات لائی جا سکتی ہیں اور ٹیم دوبارہ بلندیوں کی جانب گامزن ہو سکتی …,50,B,0
phase10b_frozen_dump,H006,مہنگائی کے اثرات,URDU,urdu_bm25,1,109027,15.88590145111084,پاکستان میں مہنگائی کم ہوگی اورمعیشت میں بہتری توقعات سے بڑھ کر ہے ائی ایم ایف,مہنگائی میں ڈالر کے ایکس چینج ریٹ کے اثرات کم ہونا شروع ہوئے ہیں ائی ایم ایف فوٹو فائل اسلام بادئی ایم ایف ہیڈ کا کہنا ہے کہ مہنگائی میں ڈالر کے ایکس چینج ریٹ کے اثرات کم ہونا شروع ہوئے ہیں پاکستان میں مہنگائی کم ہوجائے گی پاکستان اورئی ایم ایف کے درمیان مذاکرات کااعلامیہ جاری کردیا گیا جس میں ئی ایم ایف مشن ہیڈ کا کہنا ہے کہ پاکستان سے مذاکرات تعمیری اور مثبت رہے پاکستان نے اصلاحات پر عمل درامد کیا پاکستان کی معیشت میں بہتری توقعات سے بڑھ کر ہے ئی ایم ایف اعلامیے کے مطابق مہنگائی میں ڈالر کے ا…,50,B,0
phase10b_frozen_dump,H006,مہنگائی کے اثرات,URDU,urdu_bm25,2,63943,15.677568435668945,پاکستان میں مہنگائی کم ہوگی اور معیشت میں بہتری توقعات سے بڑھ کر ہے ائی ایم ایف,اسلام باد 14 فروری 2020 ئی ایم ایف ہیڈ کا کہنا ہے کہ مہنگائی میں ڈالر کے ایکس چینج ریٹ کے اثرات کم ہونا شروع ہوئے ہیں پاکستان میں مہنگائی کم ہوجائے گی پاکستان اورئی ایم ایف کے درمیان مذاکرات کااعلامیہ جاری کردیا گیا ہے جس میں ئی ایم ایف مشن ہیڈ کا کہنا ہے کہ پاکستان سے مذاکرات تعمیری اور مثبت رہے پاکستان نے اصلاحات پر عمل درامد کیا پاکستان کی معیشت میں بہتری توقعات سے بڑھ کر ہے ئی ایم ایف اعلامیے کے مطابق مہنگائی میں ڈالر کے ایکس چینج ریٹ کے اثرات کم ہونا شروع ہوئے ہیں اور ایکس ریٹ حقیقت کے قری…,50,B,0
phase10b_frozen_dump,H006,مہنگائی کے اثرات,URDU,urdu_bm25,3,71731,13.864744186401367,حکومت کا روپے کی قدر کم کرنے کا کوئی منصوبہ نہیں وزیراعظم,اسلام اباد وزیر اعظم شاہد خاقان عباسی کا کہنا ہے کہروپے کی قدر کم ہونے سے مہنگائی صرف اشاریہ فیصد تک بڑھے گیغیر ملکی جریدے سے گفتگو کرتے ہوئے وزیراعظم نے کہا کہ حکومت کا روپے کی قدر کم کرنے کا کوئی منصوبہ نہیں روپے کی قدر کم ہونے سے مہنگائی صرف اشاریہ فیصد تک بڑھے گیوزیراعظم کا کہنا تھا کہ روپے کی قدر میں کمی سے معیشت پر معمولی اثرات مرتب ہوں گے لیکن تجارتی اور جاری کھاتوں کے خسارے پر اس کے مثبت اثرات ہوں گے جب کہ ڈالرکی قدر کا تعین مارکیٹ کرے گییاد رہے کہ گزشتہ روز انٹرنیشنل مانٹری فنڈ ائی ایم…,50,B,0
phase10b_frozen_dump,H006,مہنگائی کے اثرات,URDU,urdu_bm25,4,553,13.482208251953125,ایک ماہ میں تیسری مرتبہ شرح سود میں کمی پالیسی ریٹ فیصد مقرر,اسٹیٹ بینک پاکستان نے کورونا وائرس کے ملکی معیشت پر مرتب ہونے والے منفی اثرات کے باعث شرح سود میں فیصد کمی کا اعلان کردیا ہے جس کے ساتھ ہی شرح سود فیصد ہو گئی ہےگزشتہ ماہ 24 مارچ کو مانیٹری پالیسی کمیٹی کے منعقدہ اجلاس میں کورونا وائرس کی وبا کے عالمی اور مقامی معیشت پر پڑنے والے سنگین اثرات کا جائزہ لیا گیا تھا اور اس کے بعد فیصلہ کیا گیا تھا کہ کورونا کے باعث ہر لمحہ بدلتی صورتحال کے پیش نظر ہر ممکن اقدامات اٹھاتے رہیں گے تاکہ وائرس کے سنگین اثرات سے بچانے کے لیے معیشت کو سہارا دیا جا سکےمزید…,50,C,0
