experiment_id,candidate_id,query_id,query_text,track,source_doc_id,detector_label,retrieval_path,rank,doc_id,bm25_score,n_hits_returned
post_phase12_module1_M1-B,M1-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_bm25,50,111240,16.442363739013672,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,1,51897,33.29970169067383,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,2,9515,20.926517486572266,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,3,59747,20.764190673828125,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,4,6939,20.18183135986328,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,5,19907,19.619264602661133,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,6,19602,19.53948211669922,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,7,13916,19.4941349029541,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,8,60367,19.402402877807617,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,9,22213,18.86162757873535,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,10,79691,18.447072982788086,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,11,60213,18.202613830566406,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,12,59465,17.97701072692871,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,13,60304,17.940828323364258,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,14,37767,17.894046783447266,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,15,60323,17.842872619628906,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,16,16971,17.716590881347656,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,17,60223,17.696876525878906,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,18,60155,17.667314529418945,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,19,59792,17.606359481811523,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,20,80239,17.426698684692383,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,21,80297,17.373645782470703,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,22,107683,17.30565071105957,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,23,59601,17.24961280822754,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,24,60441,17.23165512084961,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,25,49061,17.214569091796875,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,26,102264,17.078689575195312,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,27,88509,16.898344039916992,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,28,9351,16.886280059814453,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,29,60316,16.857698440551758,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,30,59394,16.79697608947754,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,31,60297,16.79305648803711,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,32,59640,16.76466178894043,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,33,59844,16.70451545715332,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,34,60375,16.647050857543945,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,35,59683,16.579317092895508,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,36,80029,16.55132484436035,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,37,60010,16.494409561157227,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,38,108201,16.44695281982422,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,39,59923,16.438508987426758,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,40,26933,16.395801544189453,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,41,48825,16.38435935974121,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,42,51699,16.375648498535156,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,43,100948,16.319984436035156,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,44,49776,16.192415237426758,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,45,59515,16.182022094726562,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,46,79650,16.145763397216797,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,47,59386,16.10661506652832,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,48,79422,16.07046127319336,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,49,7618,16.0689640045166,50
post_phase12_module1_M1-B,M1-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_bm25,50,59860,15.931268692016602,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,1,111731,28.30977439880371,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,2,84543,26.41419219970703,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,3,35329,24.623411178588867,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,4,60308,24.225059509277344,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,5,60358,23.542282104492188,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,6,109922,23.410022735595703,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,7,59870,22.63285255432129,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,8,23053,22.316076278686523,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,9,23781,22.173608779907227,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,10,111299,22.14854621887207,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,11,14835,22.056800842285156,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,12,14258,22.045068740844727,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,13,110371,21.706178665161133,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,14,22782,21.686634063720703,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,15,73051,21.64691162109375,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,16,22229,21.54785919189453,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,17,24360,21.46584129333496,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,18,23826,21.438264846801758,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,19,23686,21.25819969177246,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,20,60306,21.22071647644043,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,21,59495,21.043901443481445,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,22,60208,20.965444564819336,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,23,23759,20.750858306884766,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,24,24148,20.73226547241211,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,25,79574,20.53833770751953,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,26,80372,20.455612182617188,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,27,60206,20.151586532592773,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,28,22827,20.048795700073242,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,29,60390,20.025554656982422,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,30,24271,19.92593002319336,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,31,14199,19.846494674682617,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,32,24246,19.680570602416992,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,33,23637,19.59251594543457,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,34,60371,19.470413208007812,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,35,23547,19.13422966003418,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,36,19503,19.12141990661621,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,37,24221,18.99636459350586,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,38,64771,18.983428955078125,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,39,109204,18.974580764770508,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,40,21475,18.787431716918945,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,41,79557,18.746801376342773,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,42,60259,18.57942771911621,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,43,14330,18.37912940979004,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,44,22380,18.33672523498535,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,45,59481,18.300018310546875,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,46,23223,18.28510856628418,50
post_phase12_module1_M1-B,M1-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_bm25,47,59600,18.229768753051758,50
