"query_id","query","word_count","script","rule_type","tag","category","pre_registered_hypothesis","retrieval_mode","rank","doc_id","doc_headline","doc_category","score","invalid_no_corpus_match","tied_or_zero_similarity_flag","relevance"
"P25_02","قومی ٹیم نے میچ جیتا","5","urdu","§4_bare_event","5w","Sports","LONG","HEADLINE","1","55979","انگلینڈ سے شاندار فتح قومی ٹیم کی رینکنگ میں ایک درجے ترقی","Sports","0.840953","False","False","Relevant"
"P25_02","قومی ٹیم نے میچ جیتا","5","urdu","§4_bare_event","5w","Sports","LONG","HEADLINE","2","26173","قومی ٹیم صرف ٹاس نہیں جیتی بلکہ سیمی فائنل میں پہنچ گئی ہے","Sports","0.839832","False","False","Not relevant"
"P25_02","قومی ٹیم نے میچ جیتا","5","urdu","§4_bare_event","5w","Sports","LONG","HEADLINE","3","28843","قومی ویمنز ٹیم کو دوسرے ون ڈے میں بھی شکست","Sports","0.838167","False","False","Not relevant"
"P25_02","قومی ٹیم نے میچ جیتا","5","urdu","§4_bare_event","5w","Sports","LONG","HEADLINE","4","96993","فاتح قومی ٹیم وطن پہنچ گئیایشیاکپ جیتنے کی خوشی ہےشاہدفریدی","Sports","0.792536","False","False","Not relevant"
"P25_02","قومی ٹیم نے میچ جیتا","5","urdu","§4_bare_event","5w","Sports","LONG","HEADLINE","5","45323","سٹریلیا کیخلاف ون ڈے سیریز کیلئے قومی ٹیم برسبین پہنچ گئی","Sports","0.784059","False","False","Not relevant"
"P25_02","قومی ٹیم نے میچ جیتا","5","urdu","§4_bare_event","5w","Sports","LONG","FULL_CONTENT","1","53459","ٹی ٹوئنٹی میچ پاکستان کا انگلینڈ کیخلاف ٹاس جیت کر بیٹنگ کا فیصلہ","Sports","0.75678","False","False","Not relevant"
"P25_02","قومی ٹیم نے میچ جیتا","5","urdu","§4_bare_event","5w","Sports","LONG","FULL_CONTENT","2","27141","دفاعی چیمپیئن اسٹریلیا کا ہاکی ورلڈ کپ میں فاتحانہ اغاز","Sports","0.742824","False","False","Not relevant"
"P25_02","قومی ٹیم نے میچ جیتا","5","urdu","§4_bare_event","5w","Sports","LONG","FULL_CONTENT","3","95935","ٹی20ورلڈ کپ ئرلینڈ کی سٹریلیا کے ٹاس جیت کر بیٹنگ","Sports","0.718034","False","False","Not relevant"
"P25_02","قومی ٹیم نے میچ جیتا","5","urdu","§4_bare_event","5w","Sports","LONG","FULL_CONTENT","4","95899","ورلڈٹی20 ویسٹ انڈیز کا ئر لینڈ کیخلاف ٹاس جیت کر فیلڈنگ کا فیصلہ","Sports","0.717728","False","False","Not relevant"
"P25_02","قومی ٹیم نے میچ جیتا","5","urdu","§4_bare_event","5w","Sports","LONG","FULL_CONTENT","5","43920","کامن ویلتھ گیمز ہاکی انگلینڈ کیخلاف مقابلہ گولز سے برابر","Sports","0.716648","False","False","Not relevant"
"P25_03","naye drame ka trailer aaya","5","roman","§4_bare_event","5w","Entertainment","LONG","HEADLINE","1","99571","ریویو فلم پری","Entertainment","0.743765","False","False","Relevant"
"P25_03","naye drame ka trailer aaya","5","roman","§4_bare_event","5w","Entertainment","LONG","HEADLINE","2","18627","ڈیڑھ عشقیہ کا ٹریلر جاری","Entertainment","0.740522","False","False","Not relevant"
"P25_03","naye drame ka trailer aaya","5","roman","§4_bare_event","5w","Entertainment","LONG","HEADLINE","3","60389","اڑنے والی کار فروخت کیلئے پیش","Science & Technology","0.733993","False","False","Not relevant"
"P25_03","naye drame ka trailer aaya","5","roman","§4_bare_event","5w","Entertainment","LONG","HEADLINE","4","101463","اے کائنڈ اف مرڈرکانیا ٹریلر جاری","Entertainment","0.731238","False","False","Not relevant"
"P25_03","naye drame ka trailer aaya","5","roman","§4_bare_event","5w","Entertainment","LONG","HEADLINE","5","67161","فلم نمستے انگلینڈ کا دوسرا ٹریلر ریلیز","Entertainment","0.731064","False","False","Not relevant"
"P25_03","naye drame ka trailer aaya","5","roman","§4_bare_event","5w","Entertainment","LONG","FULL_CONTENT","1","12757","لتا کو پسند نے والی پاکستانی واز اب کہاں ہے","Entertainment","0.590695","False","False","Not relevant"
"P25_03","naye drame ka trailer aaya","5","roman","§4_bare_event","5w","Entertainment","LONG","FULL_CONTENT","2","103219","احمد فراز کی گاڑی صرف سوا چھ لاکھ میں نیلام","Entertainment","0.587242","False","False","Not relevant"
"P25_03","naye drame ka trailer aaya","5","roman","§4_bare_event","5w","Entertainment","LONG","FULL_CONTENT","3","101597","فلم راک ان ٹو کےنئے گانے کی ویڈیو جاری","Entertainment","0.583828","False","False","Not relevant"
"P25_03","naye drame ka trailer aaya","5","roman","§4_bare_event","5w","Entertainment","LONG","FULL_CONTENT","4","102963","معروف غزل گائیک غلام علی کا کولکتہ میں کنسرٹ","Entertainment","0.573544","False","False","Not relevant"
"P25_03","naye drame ka trailer aaya","5","roman","§4_bare_event","5w","Entertainment","LONG","FULL_CONTENT","5","8958","جاوید شیخ لاٹری کے ٹکٹ کے پیچھے تھائی لینڈ روانہ","Entertainment","0.568084","False","False","Not relevant"
"P25_04","naye phone ka elaan hua","5","roman","§4_bare_event","5w","Science & Technology","LONG","HEADLINE","1","100164","فلم ریویو ٹوائلٹ ایک پریم کتھا","Entertainment","0.761328","False","False","Not relevant"
"P25_04","naye phone ka elaan hua","5","roman","§4_bare_event","5w","Science & Technology","LONG","HEADLINE","2","16338","مقبول اداکار علا الدین","Entertainment","0.726369","False","False","Not relevant"
"P25_04","naye phone ka elaan hua","5","roman","§4_bare_event","5w","Science & Technology","LONG","HEADLINE","3","5529","شہروز اور سائرہ کی طلاق نہیں ہوئی","Entertainment","0.724726","False","False","Not relevant"
"P25_04","naye phone ka elaan hua","5","roman","§4_bare_event","5w","Science & Technology","LONG","HEADLINE","4","53665","پاکستان کرخوش ہوں یہاں بہت محبت ملی کارلوس پیول","Sports","0.723384","False","False","Not relevant"
"P25_04","naye phone ka elaan hua","5","roman","§4_bare_event","5w","Science & Technology","LONG","HEADLINE","5","74887","ایل این جی کی درامدپرپاک قطر بات چیت جا ری","Business & Economics","0.722104","False","False","Not relevant"
"P25_04","naye phone ka elaan hua","5","roman","§4_bare_event","5w","Science & Technology","LONG","FULL_CONTENT","1","66206","اداکار فیروز خان کی بہن کا بھی شوبز انڈسٹری چھوڑنے کا عندیہ","Entertainment","0.613585","False","False","Not relevant"
"P25_04","naye phone ka elaan hua","5","roman","§4_bare_event","5w","Science & Technology","LONG","FULL_CONTENT","2","44669","سیلفی کی فرمائش پر احمد شہزاد نے مداح کا موبائل توڑ دیا","Sports","0.596192","False","False","Not relevant"
"P25_04","naye phone ka elaan hua","5","roman","§4_bare_event","5w","Science & Technology","LONG","FULL_CONTENT","3","97611","سونو نگم کا پاکستان کی ننھی گلوکارہ ہادیہ ہاشمی سے رابطہ","Entertainment","0.587345","False","False","Not relevant"
"P25_04","naye phone ka elaan hua","5","roman","§4_bare_event","5w","Science & Technology","LONG","FULL_CONTENT","4","85933","انٹرنیشنل ریسلر نے بھی بالاخر کہہ دیا لاہورلاہور اے","Sports","0.585813","False","False","Not relevant"
"P25_04","naye phone ka elaan hua","5","roman","§4_bare_event","5w","Science & Technology","LONG","FULL_CONTENT","5","85124","سرفراز سے انصاری تک","Sports","0.578081","False","False","Not relevant"
"P25_05","روپے کی قدر میں کمی ہوئی","6","urdu","§4_bare_event","6w","Business & Economics","LONG","HEADLINE","1","64626","ڈالر کی قیمت میں روپے پیسے کی کمی","Business & Economics","0.919743","False","False","Not relevant"
"P25_05","روپے کی قدر میں کمی ہوئی","6","urdu","§4_bare_event","6w","Business & Economics","LONG","HEADLINE","2","110405","ڈالر کی قدر میں روپے پیسے کی کمی","Business & Economics","0.885724","False","False","Relevant"
"P25_05","روپے کی قدر میں کمی ہوئی","6","urdu","§4_bare_event","6w","Business & Economics","LONG","HEADLINE","3","76640","مہنگائی کے باعث روپے کی قدر میں تیزی سے کمی","Business & Economics","0.884002","False","False","Relevant"
"P25_05","روپے کی قدر میں کمی ہوئی","6","urdu","§4_bare_event","6w","Business & Economics","LONG","HEADLINE","4","77818","روپے کی قدر میں کمی انٹر بینک میں ڈالر 96 روپے پیسے کی سطح پر بند","Business & Economics","0.863594","False","False","Not relevant"
"P25_05","روپے کی قدر میں کمی ہوئی","6","urdu","§4_bare_event","6w","Business & Economics","LONG","HEADLINE","5","109962","روپے کے مقابلے میں ڈالر کی قدر گرنے لگی","Business & Economics","0.861037","False","False","Relevant"
"P25_05","روپے کی قدر میں کمی ہوئی","6","urdu","§4_bare_event","6w","Business & Economics","LONG","FULL_CONTENT","1","109460","سود کی ادائیگی ہٹا دیں تو مالی خسارہ ختم ہوچکا ہے مشیر خزانہ","Business & Economics","0.743617","False","False","Not relevant"
"P25_05","روپے کی قدر میں کمی ہوئی","6","urdu","§4_bare_event","6w","Business & Economics","LONG","FULL_CONTENT","2","40805","کاروباری ہفتے کے اختتام پر ڈالر کی قدر میں کمی دیکھی گئی","Business & Economics","0.741538","False","False","Not relevant"
"P25_05","روپے کی قدر میں کمی ہوئی","6","urdu","§4_bare_event","6w","Business & Economics","LONG","FULL_CONTENT","3","71487","ڈالر کی قدر میں روپے کمی 124 روپے تک اگیا","Business & Economics","0.722514","False","False","Relevant"
"P25_05","روپے کی قدر میں کمی ہوئی","6","urdu","§4_bare_event","6w","Business & Economics","LONG","FULL_CONTENT","4","111344","رواں مالی سال کے پہلے ماہ میں تجارتی خسارہ 966 فیصد تک کم ہوگیا","Business & Economics","0.714691","False","False","Relevant"
"P25_05","روپے کی قدر میں کمی ہوئی","6","urdu","§4_bare_event","6w","Business & Economics","LONG","FULL_CONTENT","5","70023","ڈالر مزید سستا روپے کی قدر میں مسلسل اضافہ","Business & Economics","0.710035","False","False","Not relevant"
"P25_06","فٹبال ٹیم نے فائنل میچ جیتا","6","urdu","§4_bare_event","6w","Sports","LONG","HEADLINE","1","35451","ناروے کپ اسٹریٹ چلڈرن فٹبال ٹیم کوارٹر فائنل میں","Sports","0.841039","False","False","Not relevant"
"P25_06","فٹبال ٹیم نے فائنل میچ جیتا","6","urdu","§4_bare_event","6w","Sports","LONG","HEADLINE","2","94724","مانچسٹر سٹی کی ٹیم ایف اے فٹبال کپ کے فائنل میں پہنچ گئی","Sports","0.804298","False","False","Not relevant"
"P25_06","فٹبال ٹیم نے فائنل میچ جیتا","6","urdu","§4_bare_event","6w","Sports","LONG","HEADLINE","3","44244","ای ایف ایل فٹبال کپ مانچسٹر سٹی نے سیمی فائنل جیت لیا","Sports","0.788902","False","False","Not relevant"
"P25_06","فٹبال ٹیم نے فائنل میچ جیتا","6","urdu","§4_bare_event","6w","Sports","LONG","HEADLINE","4","26130","دفاعی چیمپیئن سٹریلیا کو شکست انگلینڈ ورلڈ کپ فائنل میں پہنچ گیا","Sports","0.772108","False","False","Not relevant"
"P25_06","فٹبال ٹیم نے فائنل میچ جیتا","6","urdu","§4_bare_event","6w","Sports","LONG","HEADLINE","5","35542","فٹ بال ورلڈ کپ فرانس کو شکستجرمنی سیمی فائنل میں","Sports","0.768199","False","False","Not relevant"
"P25_06","فٹبال ٹیم نے فائنل میچ جیتا","6","urdu","§4_bare_event","6w","Sports","LONG","FULL_CONTENT","1","90775","برازیل میں فٹ بال میچ کا فائنل اسٹیڈیم میدان جنگ میں تبدیل","Sports","0.78867","False","False","Not relevant"
"P25_06","فٹبال ٹیم نے فائنل میچ جیتا","6","urdu","§4_bare_event","6w","Sports","LONG","FULL_CONTENT","2","94724","مانچسٹر سٹی کی ٹیم ایف اے فٹبال کپ کے فائنل میں پہنچ گئی","Sports","0.740718","False","False","Not relevant"
"P25_06","فٹبال ٹیم نے فائنل میچ جیتا","6","urdu","§4_bare_event","6w","Sports","LONG","FULL_CONTENT","3","26156","ورلڈ کپ سیمی فائنل میں روایتی حریف انگلینڈ اور سٹریلیا مدمقابل ہوں گے","Sports","0.735917","False","False","Not relevant"
"P25_06","فٹبال ٹیم نے فائنل میچ جیتا","6","urdu","§4_bare_event","6w","Sports","LONG","FULL_CONTENT","4","92285","ورلڈ کپ فٹبال کوارٹر فائنل برازیل نے کولمبیا کو شکست دیدی","Sports","0.734062","False","False","Not relevant"
"P25_06","فٹبال ٹیم نے فائنل میچ جیتا","6","urdu","§4_bare_event","6w","Sports","LONG","FULL_CONTENT","5","37057","سوان سی لیگ کپ کےفائنل میں","Sports","0.733835","False","False","Not relevant"
"P25_07","مشہور اداکار نے نئی فلم بنائی","6","urdu","§4_bare_event","6w","Entertainment","LONG","HEADLINE","1","104647","نامور اداکار ببرک شاہ نئی فلم مولا وے بنا رہے ہیں","Entertainment","0.829943","False","False","Not relevant"
"P25_07","مشہور اداکار نے نئی فلم بنائی","6","urdu","§4_bare_event","6w","Entertainment","LONG","HEADLINE","2","100584","سنجے دت نے نئی فلم کے لیے گینگسٹر کا روپ دھار لیا","Entertainment","0.823228","False","False","Not relevant"
"P25_07","مشہور اداکار نے نئی فلم بنائی","6","urdu","§4_bare_event","6w","Entertainment","LONG","HEADLINE","3","66028","ہالی وڈ سپراسٹار انتھونی ہاپکینز کی نئی فلم","Entertainment","0.803464","False","False","Not relevant"
"P25_07","مشہور اداکار نے نئی فلم بنائی","6","urdu","§4_bare_event","6w","Entertainment","LONG","HEADLINE","4","7099","وجاہت رف نے اپنی نئی فلم کا اعلان کردیا","Entertainment","0.799901","False","False","Not relevant"
"P25_07","مشہور اداکار نے نئی فلم بنائی","6","urdu","§4_bare_event","6w","Entertainment","LONG","HEADLINE","5","105945","نکولس کیج کی نئی ڈرامہ فلم کا نیا ٹریلر منظر عام پر گیا","Entertainment","0.777276","False","False","Not relevant"
"P25_07","مشہور اداکار نے نئی فلم بنائی","6","urdu","§4_bare_event","6w","Entertainment","LONG","FULL_CONTENT","1","101702","نئی تھرلر فلم جیک ریچرنیور گو بیک کا ریڈ کارپٹ پریمیئر","Entertainment","0.779416","False","False","Relevant"
"P25_07","مشہور اداکار نے نئی فلم بنائی","6","urdu","§4_bare_event","6w","Entertainment","LONG","FULL_CONTENT","2","104038","ایکشن کامیڈی فلم ماسٹر مائنڈز کا نیا ٹریلر جاری","Entertainment","0.776243","False","False","Relevant"
"P25_07","مشہور اداکار نے نئی فلم بنائی","6","urdu","§4_bare_event","6w","Entertainment","LONG","FULL_CONTENT","3","104909","ہالی وڈ فلم دی ہوبٹ دی بیٹل اف دی فائیو ارمیز کالندن میں پریمیئر","Entertainment","0.773969","False","False","Relevant"
"P25_07","مشہور اداکار نے نئی فلم بنائی","6","urdu","§4_bare_event","6w","Entertainment","LONG","FULL_CONTENT","4","105938","نئی سنسنی خیز اور تھرل فلم لوکی کا پہلا ٹریلر جاری","Entertainment","0.772517","False","False","Relevant"
"P25_07","مشہور اداکار نے نئی فلم بنائی","6","urdu","§4_bare_event","6w","Entertainment","LONG","FULL_CONTENT","5","105213","نئی ڈرامہ فلم دی ڈس اپیرنس اف الیانوررگبی کا ٹریلر جاری","Entertainment","0.771797","False","False","Relevant"
"P25_08","naye bank account kholne ka tareeqa","6","roman","§4_bare_event","6w","Business & Economics","LONG","HEADLINE","1","74043","اے ٹی ایمز میں کرنسی کا وافر سٹاک رکھا جائےاسٹیٹ بینک","Business & Economics","0.628879","False","False","Not relevant"
"P25_08","naye bank account kholne ka tareeqa","6","roman","§4_bare_event","6w","Business & Economics","LONG","HEADLINE","2","73518","اسٹیٹ بینک کا عید کیلئے نوٹوں کا اہتمام","Business & Economics","0.618125","False","False","Not relevant"
"P25_08","naye bank account kholne ka tareeqa","6","roman","§4_bare_event","6w","Business & Economics","LONG","HEADLINE","3","73314","شہبازشریف کی ایگزم بینک کی چیئر پرسن سے گفتگو","Business & Economics","0.614119","False","False","Not relevant"
"P25_08","naye bank account kholne ka tareeqa","6","roman","§4_bare_event","6w","Business & Economics","LONG","HEADLINE","4","75274","خادم علی شاہ بخاری بینک لاکرزپر پابندی نہیںاسٹیٹ بنک","Business & Economics","0.607513","False","False","Not relevant"
"P25_08","naye bank account kholne ka tareeqa","6","roman","§4_bare_event","6w","Business & Economics","LONG","HEADLINE","5","35490","عمر اکمل کے بینک اکائونٹس بحال","Sports","0.604388","False","False","Not relevant"
"P25_08","naye bank account kholne ka tareeqa","6","roman","§4_bare_event","6w","Business & Economics","LONG","FULL_CONTENT","1","75255","حبیب بینک کو بارکلے بینک کے اثاثوں کی جانچ پڑتال کی اجازت","Business & Economics","0.595363","False","False","Not relevant"
"P25_08","naye bank account kholne ka tareeqa","6","roman","§4_bare_event","6w","Business & Economics","LONG","FULL_CONTENT","2","73518","اسٹیٹ بینک کا عید کیلئے نوٹوں کا اہتمام","Business & Economics","0.581022","False","False","Not relevant"
"P25_08","naye bank account kholne ka tareeqa","6","roman","§4_bare_event","6w","Business & Economics","LONG","FULL_CONTENT","3","60856","اسکمنگ کے شکار اکانٹ ہولڈرز کو بینک پوری ادائیگی کرے اسٹیٹ بینک","Business & Economics","0.559082","False","False","Not relevant"
"P25_08","naye bank account kholne ka tareeqa","6","roman","§4_bare_event","6w","Business & Economics","LONG","FULL_CONTENT","4","75126","جے ایس بینک کو کسب بینک کے اثاثوں کی جانچ پڑتال کی اجازت","Business & Economics","0.555429","False","False","Not relevant"
"P25_08","naye bank account kholne ka tareeqa","6","roman","§4_bare_event","6w","Business & Economics","LONG","FULL_CONTENT","5","73788","میاں منشا کی سربراہی میں ایم سی بی بینک کا ایک اور سنگ میل","Business & Economics","0.554662","False","False","Not relevant"
"P25_09","pakistani bowler ne wicket hasil kiya","6","roman","§4_bare_event","6w","Sports","LONG","HEADLINE","1","41266","لاہور قلندرز کے وکٹ کیپر بین ڈنک کی شاندار کیپنگ میچ میں کیچ پکڑے","Sports","0.737932","False","False","Not relevant"
"P25_09","pakistani bowler ne wicket hasil kiya","6","roman","§4_bare_event","6w","Sports","LONG","HEADLINE","2","35683","پاکستانی کرکٹر پر میچ فکسنگ کا الزام","Sports","0.733724","False","False","Not relevant"
"P25_09","pakistani bowler ne wicket hasil kiya","6","roman","§4_bare_event","6w","Sports","LONG","HEADLINE","3","28814","میچ فیس پانچ سال میں سب سے زیادہ کس پاکستانی کرکٹر نے کمایا","Sports","0.731349","False","False","Not relevant"
"P25_09","pakistani bowler ne wicket hasil kiya","6","roman","§4_bare_event","6w","Sports","LONG","HEADLINE","4","25670","دوسرا ٹور میچ بھی ڈرا پاکستانی بالرز متاثر کرنے میں ناکام","Sports","0.730953","False","False","Not relevant"
"P25_09","pakistani bowler ne wicket hasil kiya","6","roman","§4_bare_event","6w","Sports","LONG","HEADLINE","5","46277","عماد وسیم کی عمدہ بالنگ پاکستان نے وارم اپ میچ میں سری لنکا کو ہرا دیا","Sports","0.725615","False","False","Not relevant"
"P25_09","pakistani bowler ne wicket hasil kiya","6","roman","§4_bare_event","6w","Sports","LONG","FULL_CONTENT","1","32493","پاکستان کی سری لنکا کو وکٹوں سے شکست","Sports","0.700907","False","False","Not relevant"
"P25_09","pakistani bowler ne wicket hasil kiya","6","roman","§4_bare_event","6w","Sports","LONG","FULL_CONTENT","2","38154","پاکستان کا کلین سوئپ","Sports","0.691181","False","False","Not relevant"
"P25_09","pakistani bowler ne wicket hasil kiya","6","roman","§4_bare_event","6w","Sports","LONG","FULL_CONTENT","3","88826","ایشیا کپ پاکستان نے سری لنکا کو 6وکٹ سے مات دیدی","Sports","0.685206","False","False","Not relevant"
"P25_09","pakistani bowler ne wicket hasil kiya","6","roman","§4_bare_event","6w","Sports","LONG","FULL_CONTENT","4","33825","پاکستان کی دوسرے 20 میں ناقابل یقین فتح","Sports","0.681719","False","False","Not relevant"
"P25_09","pakistani bowler ne wicket hasil kiya","6","roman","§4_bare_event","6w","Sports","LONG","FULL_CONTENT","5","25822","سری لنکا کا عالمی نمبر ایک پاکستان کےخلاف ٹی20 سیریز میں وائٹ واش","Sports","0.674659","False","False","Relevant"
"P25_10","naya software update jari kar diya","6","roman","§4_bare_event","6w","Science & Technology","LONG","HEADLINE","1","69443","سنجو بابا کو مل گیا رہائی کا پروانہ","Entertainment","0.591048","False","False","Not relevant"
"P25_10","naya software update jari kar diya","6","roman","§4_bare_event","6w","Science & Technology","LONG","HEADLINE","2","97430","بلال سعید اور مومنہ مستحسن کا باری جلد ریلیز کرنے کا اعلان","Entertainment","0.588217","False","False","Not relevant"
"P25_10","naya software update jari kar diya","6","roman","§4_bare_event","6w","Science & Technology","LONG","HEADLINE","3","23304","ہونڈا کی نئی ایس یو وی متعارف","Science & Technology","0.567553","False","False","Not relevant"
"P25_10","naya software update jari kar diya","6","roman","§4_bare_event","6w","Science & Technology","LONG","HEADLINE","4","102356","فواد خان کی بالی وڈ مووی کپور اینڈ سنز ریلیز کردی گئی","Entertainment","0.549022","False","False","Not relevant"
"P25_10","naya software update jari kar diya","6","roman","§4_bare_event","6w","Science & Technology","LONG","HEADLINE","5","15364","پریانکا کے کیرئیر کا ایک نیا موڑ","Entertainment","0.543985","False","False","Not relevant"
"P25_10","naya software update jari kar diya","6","roman","§4_bare_event","6w","Science & Technology","LONG","FULL_CONTENT","1","67522","رنبیر اور سنجو کی نئی فلم شمشیرہ کی ریلیز کی تاریخ کا اعلان","Entertainment","0.481825","False","False","Not relevant"
"P25_10","naya software update jari kar diya","6","roman","§4_bare_event","6w","Science & Technology","LONG","FULL_CONTENT","2","11867","حدیقہ کیانی کی چھاپ تلک کے ساتھ واپسی","Entertainment","0.473046","False","False","Not relevant"
"P25_10","naya software update jari kar diya","6","roman","§4_bare_event","6w","Science & Technology","LONG","FULL_CONTENT","3","104962","رجنی کانت اور سونا کشی سنہا کی فلم لنگا کا مکمل ٹریلر ریلیز","Entertainment","0.471741","False","False","Not relevant"
"P25_10","naya software update jari kar diya","6","roman","§4_bare_event","6w","Science & Technology","LONG","FULL_CONTENT","4","48509","ئو مل کر ڈیم بنائیں کاشف علی کا نیا گانا ریلیز","Entertainment","0.470445","False","False","Not relevant"
"P25_10","naya software update jari kar diya","6","roman","§4_bare_event","6w","Science & Technology","LONG","FULL_CONTENT","5","68407","عید پر انے والی پاکستانی فلم وی لب یو کا گانا ریلیز","Entertainment","0.466292","False","False","Not relevant"
"P25_11","بڑی کمپنی نے نیا منصوبہ شروع کیا","7","urdu","§4_bare_event","7w","Business & Economics","LONG","HEADLINE","1","111534","ایل این جی درامد ایک ہی کمپنی کوذمے داربنانے پرغور","Business & Economics","0.739275","False","False","Not relevant"
"P25_11","بڑی کمپنی نے نیا منصوبہ شروع کیا","7","urdu","§4_bare_event","7w","Business & Economics","LONG","HEADLINE","2","79535","ٹک ٹاک نے کاروبار کرنے والوں کیلئے نیا پلیٹ فارم لانچ کردیا","Science & Technology","0.738391","False","False","Relevant"
"P25_11","بڑی کمپنی نے نیا منصوبہ شروع کیا","7","urdu","§4_bare_event","7w","Business & Economics","LONG","HEADLINE","3","19412","اوریکل سے معاہدہ ٹک ٹاک کی ایک الگ کمپنی کی تشکیل کا امکان","Science & Technology","0.63675","False","False","Relevant"
"P25_11","بڑی کمپنی نے نیا منصوبہ شروع کیا","7","urdu","§4_bare_event","7w","Business & Economics","LONG","HEADLINE","4","77927","پی ئی اے کو منافع بخش ادارہ بنایا جائیگا صف یاسین","Business & Economics","0.635899","False","False","Not relevant"
"P25_11","بڑی کمپنی نے نیا منصوبہ شروع کیا","7","urdu","§4_bare_event","7w","Business & Economics","LONG","HEADLINE","5","40304","لندن پی ئی اے نے منافع کمانا شروع کر دیا ہے چیف ایگزیکٹو فیسر","Business & Economics","0.620436","False","False","Not relevant"
"P25_11","بڑی کمپنی نے نیا منصوبہ شروع کیا","7","urdu","§4_bare_event","7w","Business & Economics","LONG","FULL_CONTENT","1","19412","اوریکل سے معاہدہ ٹک ٹاک کی ایک الگ کمپنی کی تشکیل کا امکان","Science & Technology","0.613772","False","False","Not relevant"
"P25_11","بڑی کمپنی نے نیا منصوبہ شروع کیا","7","urdu","§4_bare_event","7w","Business & Economics","LONG","FULL_CONTENT","2","75819","پاکستان اسٹیل کے لئے18ارب روپے کا پیکج منظور","Business & Economics","0.591014","False","False","Relevant"
"P25_11","بڑی کمپنی نے نیا منصوبہ شروع کیا","7","urdu","§4_bare_event","7w","Business & Economics","LONG","FULL_CONTENT","3","17666","اسٹیل مل کیلیے بیل اٹ پیکج کا اعلان","Entertainment","0.571363","False","False","Relevant"
"P25_11","بڑی کمپنی نے نیا منصوبہ شروع کیا","7","urdu","§4_bare_event","7w","Business & Economics","LONG","FULL_CONTENT","4","72759","کمپنیز ارڈیننس 2016 متعارف کرادیا گیا","Business & Economics","0.568947","False","False","Not relevant"
"P25_11","بڑی کمپنی نے نیا منصوبہ شروع کیا","7","urdu","§4_bare_event","7w","Business & Economics","LONG","FULL_CONTENT","5","78198","بھارتی گروپ گودریج پاکستان میں سرمایہ کاری کا خواہش مند","Business & Economics","0.567109","False","False","Not relevant"
"P25_12","کرکٹ بورڈ نے نیا کوچ مقرر کیا","7","urdu","§4_bare_event","7w","Sports","LONG","HEADLINE","1","57429","بھارتی کرکٹ بورڈ نے انیل کمبلے کوٹیم کا نیا ہیڈ کوچ مقرر کردیا","Sports","0.754424","False","False","Not relevant"
