experiment_id,candidate_id,query_id,query_text,track,source_doc_id,detector_label,retrieval_path,rank,doc_id,bm25_score,n_hits_returned
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,15,71764,0.015384615384615385,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,16,79031,0.015384615384615385,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,17,335,0.014925373134328358,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,18,40055,0.014925373134328358,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,19,62406,0.014705882352941176,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,20,63656,0.014492753623188406,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,21,72227,0.014492753623188406,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,22,63743,0.014285714285714285,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,23,73950,0.014285714285714285,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,24,108918,0.014084507042253521,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,25,62285,0.013888888888888888,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,26,71694,0.0136986301369863,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,27,62236,0.013513513513513514,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,28,47,0.013333333333333334,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,29,2653,0.013333333333333334,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,30,653,0.013157894736842105,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,31,3896,0.013157894736842105,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,32,111240,0.012987012987012988,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,33,38447,0.01282051282051282,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,34,111334,0.012658227848101266,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,35,202,0.0125,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,36,3460,0.0125,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,37,379,0.012345679012345678,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,38,111368,0.012345679012345678,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,39,601,0.012195121951219513,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,40,111444,0.012195121951219513,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,41,61635,0.012048192771084338,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,42,74174,0.012048192771084338,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,43,123,0.011904761904761904,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,44,848,0.011904761904761904,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,45,532,0.011764705882352941,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,46,689,0.011764705882352941,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,47,65316,0.011627906976744186,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,48,38491,0.011494252873563218,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,49,61445,0.011494252873563218,50
post_phase12_module2_M2-B,M2-B,R001,ایشیائی مارکیٹوں میں کورونا کے بعد تیزی سے بحالی,KI,523,URDU,urdu_headline_body_rrf,50,699,0.011363636363636364,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,1,51897,0.03278688524590164,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,2,60367,0.028371628371628373,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,3,80297,0.026140526140526144,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,4,59465,0.025859192525859193,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,5,60223,0.025561706284597852,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,6,60155,0.025528455284552845,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,7,13916,0.025274725274725275,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,8,60304,0.025015634771732333,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,9,60323,0.024336928009326728,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,10,80239,0.023735955056179776,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,11,59601,0.023698630136986303,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,12,19907,0.02282051282051282,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,13,59792,0.02218203737191079,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,14,59683,0.02028542303771662,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,15,60375,0.02001194743130227,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,16,59747,0.016129032258064516,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,17,60441,0.016129032258064516,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,18,9515,0.015873015873015872,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,19,60316,0.015873015873015872,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,20,6939,0.015625,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,21,60010,0.015625,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,22,59394,0.015384615384615385,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,23,19602,0.015151515151515152,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,24,22213,0.014925373134328358,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,25,59640,0.014925373134328358,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,26,36758,0.014705882352941176,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,27,79691,0.014705882352941176,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,28,49143,0.014492753623188406,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,29,60213,0.014492753623188406,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,30,59515,0.014285714285714285,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,31,9166,0.014084507042253521,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,32,16971,0.014084507042253521,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,33,37767,0.013888888888888888,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,34,59917,0.013888888888888888,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,35,59495,0.013333333333333334,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,36,9351,0.013157894736842105,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,37,49776,0.013157894736842105,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,38,88509,0.012987012987012988,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,39,60039,0.012658227848101266,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,40,80029,0.0125,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,41,60297,0.012345679012345678,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,42,59923,0.012048192771084338,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,43,24504,0.011904761904761904,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,44,100948,0.011904761904761904,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,45,51699,0.011764705882352941,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,46,60036,0.011764705882352941,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,47,7618,0.011627906976744186,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,48,59828,0.011627906976744186,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,49,79411,0.011494252873563218,50
post_phase12_module2_M2-B,M2-B,R002,مارشل آرٹ کی تربیت میں حملہ کرنے والا روبوٹ,KI,51897,URDU,urdu_headline_body_rrf,50,79650,0.011494252873563218,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,1,84543,0.03252247488101534,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,2,35329,0.03200204813108039,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,3,60308,0.03149801587301587,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,4,23781,0.02904040404040404,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,5,59870,0.028083267871170464,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,6,111299,0.027912386121341344,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,7,110371,0.026356857985087564,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,8,60306,0.026333907056798625,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,9,14199,0.025588697017268444,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,10,60206,0.024527186761229315,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,11,60208,0.023669467787114845,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,12,79574,0.02348901098901099,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,13,19503,0.022592592592592595,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,14,111731,0.01639344262295082,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,15,15897,0.015625,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,16,109922,0.015384615384615385,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,17,23053,0.015151515151515152,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,18,14835,0.014705882352941176,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,19,60259,0.014705882352941176,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,20,14258,0.014492753623188406,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,21,23969,0.014492753623188406,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,22,22782,0.014285714285714285,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,23,60371,0.014084507042253521,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,24,73051,0.014084507042253521,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,25,60358,0.0136986301369863,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,26,12080,0.013513513513513514,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,27,24360,0.013513513513513514,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,28,23826,0.013333333333333334,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,29,22229,0.013157894736842105,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,30,59715,0.012987012987012988,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,31,19560,0.01282051282051282,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,32,23686,0.01282051282051282,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,33,80146,0.012658227848101266,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,34,59495,0.0125,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,35,24148,0.012345679012345678,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,36,60224,0.012345679012345678,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,37,20691,0.012195121951219513,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,38,23759,0.012195121951219513,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,39,20024,0.012048192771084338,50
post_phase12_module2_M2-B,M2-B,R003,سافٹ ویئر کیریئر کے لیے کون سی کوڈنگ زبانیں سیکھنی چاہئیں,KI,22675,URDU,urdu_headline_body_rrf,40,80372,0.011904761904761904,50
