experiment_id,query_id,query_text,detector_label,retrieval_path,rank,doc_id,bm25_score,n_hits_returned
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,19,77994,16.10638427734375,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,20,73684,16.092533111572266,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,21,61039,16.000648498535156,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,22,78076,15.922994613647461,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,23,76396,15.920860290527344,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,24,109642,15.89570140838623,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,25,63519,15.893763542175293,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,26,71744,15.867122650146484,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,27,77017,15.754462242126465,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,28,79229,15.720071792602539,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,29,2612,15.720071792602539,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,30,79088,15.582857131958008,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,31,76953,15.541772842407227,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,32,70774,15.538951873779297,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,33,77990,15.5196533203125,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,34,65820,15.43115234375,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,35,1300,15.418328285217285,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,36,65593,15.381143569946289,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,37,78024,15.320858001708984,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,38,78001,15.288230895996094,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,39,70402,15.252433776855469,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,40,39549,15.221151351928711,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,41,71583,15.192340850830078,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,42,111056,15.186690330505371,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,43,1638,15.124258041381836,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,44,72264,15.116361618041992,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,45,110857,15.091347694396973,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,46,77077,15.087349891662598,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,47,71118,15.070577621459961,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,48,77080,15.02505111694336,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,49,62578,15.004398345947266,50
phase10b_frozen_dump,H001,پیٹرول کیوں مہنگا,URDU,urdu_bm25,50,64875,14.942779541015625,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,1,88102,7.296616554260254,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,2,58142,7.270432949066162,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,3,35782,7.188662052154541,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,4,90485,7.106419086456299,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,5,57625,7.095634937286377,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,6,94285,7.053922176361084,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,7,12153,7.041980743408203,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,8,58101,7.040799617767334,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,9,91389,7.0042219161987305,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,10,95271,6.98174524307251,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,11,90585,6.897243976593018,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,12,53358,6.897205352783203,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,13,87246,6.8884735107421875,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,14,85524,6.876221656799316,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,15,80640,6.871406555175781,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,16,47447,6.853387832641602,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,17,97123,6.817593097686768,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,18,87980,6.812087059020996,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,19,81801,6.7990241050720215,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,20,36814,6.796964645385742,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,21,9319,6.773885250091553,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,22,94832,6.766580581665039,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,23,87891,6.762659072875977,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,24,92969,6.746010780334473,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,25,85976,6.6972503662109375,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,26,87422,6.68951416015625,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,27,35557,6.676701545715332,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,28,95606,6.665343284606934,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,29,42793,6.662503719329834,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,30,46324,6.631438732147217,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,31,84525,6.603063583374023,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,32,59029,6.590723991394043,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,33,28862,6.583778381347656,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,34,29434,6.57745361328125,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,35,11666,6.561942100524902,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,36,86314,6.544131755828857,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,37,82823,6.541635513305664,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,38,34346,6.53584098815918,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,39,94879,6.529275417327881,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,40,32324,6.513884544372559,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,41,33771,6.511724472045898,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,42,58740,6.499169826507568,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,43,30116,6.489492416381836,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,44,94331,6.481663703918457,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,45,12176,6.465093612670898,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,46,31765,6.454109191894531,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,47,58160,6.451714515686035,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,48,85671,6.43803596496582,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,49,54738,6.419999599456787,50
phase10b_frozen_dump,H002,شکست کی وجہ,URDU,urdu_bm25,50,55791,6.402344226837158,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,1,101957,18.211837768554688,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,2,39156,13.398171424865723,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,3,108546,13.1254301071167,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,4,51242,12.759307861328125,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,5,86872,12.278035163879395,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,6,79158,11.889744758605957,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,7,48984,11.48187255859375,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,8,54535,11.222513198852539,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,9,48445,11.208314895629883,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,10,73593,10.972519874572754,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,11,107957,10.796072006225586,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,12,94751,10.577380180358887,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,13,77234,10.099998474121094,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,14,101446,10.090041160583496,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,15,66628,10.084314346313477,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,16,68946,10.027976989746094,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,17,69174,9.986103057861328,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,18,69970,9.973587036132812,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,19,76187,9.908348083496094,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,20,107090,9.899200439453125,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,21,51665,9.899200439453125,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,22,107640,9.897534370422363,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,23,40593,9.866742134094238,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,24,103875,9.814119338989258,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,25,18871,9.753841400146484,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,26,99420,9.749183654785156,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,27,68853,9.703755378723145,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,28,103880,9.695145606994629,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,29,100773,9.664631843566895,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,30,103717,9.645452499389648,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,31,101296,9.62122917175293,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,32,67090,9.605552673339844,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,33,69126,9.604761123657227,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,34,107215,9.532413482666016,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,35,48148,9.525257110595703,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,36,68994,9.503026008605957,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,37,107232,9.46306037902832,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,38,13595,9.427393913269043,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,39,107116,9.427275657653809,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,40,48112,9.399270057678223,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,41,107183,9.39478874206543,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,42,39080,9.393421173095703,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,43,101020,9.368000030517578,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,44,94324,9.318915367126465,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,45,82469,9.282103538513184,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,46,15187,9.280964851379395,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,47,13344,9.180924415588379,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,48,101941,9.1616849899292,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,49,9269,9.154434204101562,50
phase10b_frozen_dump,H003,فلم کیسے ڈوبی,URDU,urdu_bm25,50,107598,9.1326322555542,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,1,76782,17.71515464782715,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,2,74465,16.79629898071289,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,3,76744,16.296794891357422,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,4,76713,15.730003356933594,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,5,74479,15.647451400756836,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,6,76696,14.983161926269531,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,7,75163,14.488142967224121,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,8,74036,14.436812400817871,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,9,74499,13.576565742492676,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,10,103186,13.329277992248535,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,11,103884,13.197080612182617,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,12,62010,13.10414981842041,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,13,67358,13.0925874710083,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,14,60315,12.751619338989258,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,15,35339,12.458686828613281,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,16,75361,12.195419311523438,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,17,40351,12.134668350219727,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,18,78637,12.0557861328125,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,19,73490,12.000919342041016,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,20,79330,11.960972785949707,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,21,8430,11.910860061645508,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,22,41070,11.87834358215332,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,23,77840,11.821183204650879,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,24,24353,11.799566268920898,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,25,76712,11.655707359313965,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,26,76808,11.583051681518555,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,27,75396,11.454302787780762,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,28,61635,11.377202987670898,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,29,75478,11.29519271850586,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,30,63280,11.12301254272461,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,31,15174,11.091236114501953,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,32,10960,11.065855026245117,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,33,18791,11.02137565612793,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,34,78333,10.894333839416504,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,35,78146,10.70612907409668,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,36,103229,10.498017311096191,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,37,27713,10.244921684265137,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,38,38244,10.232857704162598,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,39,59852,10.162040710449219,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,40,100974,10.09680461883545,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,41,77793,9.973588943481445,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,42,1751,9.964569091796875,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,43,78585,9.707945823669434,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,44,41120,9.696483612060547,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,45,75452,9.628878593444824,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,46,38293,9.568893432617188,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,47,48984,9.318729400634766,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,48,78581,9.253702163696289,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,49,24406,9.251819610595703,50
phase10b_frozen_dump,H004,سیلاب کا نقصان,URDU,urdu_bm25,50,111240,9.242708206176758,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,1,90969,14.46399211883545,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,2,42172,13.091596603393555,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,3,83028,12.852678298950195,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,4,27590,11.62671184539795,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,5,32335,11.560264587402344,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,6,55399,10.67806625366211,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,7,93009,10.635387420654297,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,8,32348,10.571026802062988,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,9,83518,10.26183032989502,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,10,87310,10.251152992248535,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,11,86314,10.197481155395508,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,12,42746,10.155081748962402,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,13,36607,10.145886421203613,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,14,107296,10.082822799682617,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,15,90947,10.040261268615723,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,16,46201,9.960941314697266,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,17,46817,9.946005821228027,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,18,86897,9.888432502746582,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,19,92818,9.86708927154541,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,20,83755,9.854656219482422,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,21,93258,9.787494659423828,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,22,90740,9.725778579711914,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,23,45708,9.698254585266113,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,24,11114,9.691753387451172,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,25,82489,9.69137954711914,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,26,34735,9.675753593444824,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,27,86951,9.646283149719238,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,28,94374,9.644617080688477,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,29,53615,9.63455867767334,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,30,46248,9.632867813110352,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,31,93688,9.592110633850098,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,32,34680,9.580753326416016,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,33,94834,9.532817840576172,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,34,26255,9.524073600769043,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,35,55547,9.500557899475098,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,36,57847,9.491883277893066,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,37,46181,9.425013542175293,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,38,89950,9.422751426696777,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,39,57831,9.390875816345215,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,40,42614,9.371392250061035,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,41,91603,9.351056098937988,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,42,38319,9.345846176147461,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,43,82584,9.326820373535156,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,44,86166,9.306870460510254,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,45,83409,9.296048164367676,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,46,82165,9.296039581298828,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,47,86948,9.294877052307129,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,48,26381,9.293387413024902,50
phase10b_frozen_dump,H005,ٹیم ہار کا تجزیہ,URDU,urdu_bm25,49,82119,9.284996032714844,50
