query_id,split,query_text,language_type,query_category,source,creation_method,source_doc_id,article_category,word_count,char_len,protocol_label,protocol_route,wordcount_route,headline_p5,headline_ndcg5,headline_hit5,headline_rank,full_p5,full_ndcg5,full_hit5,full_rank,oracle_route,oracle_margin,oracle_primary_metric
QTRN_050,train,یہ بھی پڑھیں ارج فاطمہ کی طلاق سے لوگ حیرانمزید پڑھیں خوبرو اداکارہ کی,urdu,detailed,corpus_derived,lead,10897,Entertainment,14,70,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_208,train,ایف اے کپ فٹبال شیفلڈ یونائیٹڈ اور ہل,urdu,short,corpus_derived,title_short,44113,Sports,8,37,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_119,train,rza mrad pakstani fnkaron ke prstar,roman_urdu,short,corpus_derived,title_roman,16447,Entertainment,6,35,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_025,train,chiirmin pi si bi ne qzafi astidim ke nie anklozhr ka afttah,roman_urdu,short,corpus_derived,title_roman,56531,Sports,12,60,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_132,train,ڈیمانڈ کے مطابق پاکستان میںکرکٹ کا ٹیلنٹ نہیں افریدی کیسے ہوا,urdu,contextual,corpus_derived,how,88247,Sports,11,61,LONG,FULL,FULL,0.2,1.0,1,1,0.2,1.0,1,1,MIXED,0.0,ndcg@5_known_item
QTRN_182,train,dosra ti 20 pakistan ki oist andiz kikhlaf tas jeet kr batting,roman_urdu,short,corpus_derived,title_roman,94131,Sports,12,62,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_199,train,کورونا کے باعث احد رضا میر کا ہیملیٹ,urdu,short,corpus_derived,title_short,4345,Entertainment,8,36,SHORT,HEADLINE,FULL,0.2,1.0,1,1,0.0,0.0,0,999,HEADLINE,1.0,ndcg@5_known_item
QTRN_202,train,aotar ke dairiktr par skrpt chori krne ka alzam,roman_urdu,short,corpus_derived,title_roman,17315,Entertainment,9,47,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_049,train,shaib akhtr ki sltan ko rawalpindi aikspris bnane ki khoahsh,roman_urdu,short,corpus_derived,title_roman,102108,Entertainment,10,60,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_141,train,ایکس فائلز کی 13 سالوں بعد واپسی کیسے ہوا,urdu,contextual,corpus_derived,how,15217,Entertainment,9,41,LONG,FULL,FULL,0.2,1.0,1,1,0.2,1.0,1,1,MIXED,0.0,ndcg@5_known_item
QTRN_156,train,کاروباری ہفتے کا تیسرا روز پاکستان اسٹاک مارکیٹ 353 پوائنٹس کیوں ہوا,urdu,contextual,corpus_derived,why,64413,Business & Economics,12,68,LONG,FULL,FULL,0.0,0.0,0,6,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_177,train,دورہ زمبابوے کیلئےٹیم کا اعلان چند روز میں کردیا جائے کیسے ہوا,urdu,contextual,corpus_derived,how,90215,Sports,12,62,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,999,HEADLINE,1.0,ndcg@5_known_item
QTRN_256,train,snat kar tiks chori ke lie jali akants astamal krne lge,roman_urdu,short,corpus_derived,title_roman,1475,Business & Economics,11,55,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_185,train,بولی وڈ گلوکارہ نیہا ککڑ کچھ عرصے پہلے اداکار ہمانشو کوہلی سے بریک اپ,urdu,detailed,corpus_derived,lead,7239,Entertainment,14,69,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_224,train,سری دیوی بالی ووڈ میں دھوم مچانے کیلئے کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,104748,Entertainment,12,55,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,9,HEADLINE,1.0,ndcg@5_known_item
QTRN_027,train,فارمولا ون چیمپئن پر Pakistan news update,mixed,ambiguous,corpus_derived,mixed_short,18815,Entertainment,7,41,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_250,train,aishoria ki biti ki salgrh shah rkh ka bita katn kindi dikh,roman_urdu,short,corpus_derived,title_roman,99873,Entertainment,12,59,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_036,train,عامر خان کا نیا Pakistan news update,mixed,ambiguous,corpus_derived,mixed_short,11789,Entertainment,7,36,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_184,train,aishiaii trqiati bank pakistan ko 10 arb dollar amdad de ga,roman_urdu,short,corpus_derived,title_roman,81,Business & Economics,11,59,SHORT,HEADLINE,FULL,0.2,1.0,1,1,0.0,0.0,0,7,HEADLINE,1.0,ndcg@5_known_item
QTRN_083,train,aslam abad ionaiitd se oabsth jnobi afriqa ke pisr dil astin pakistan,roman_urdu,short,corpus_derived,title_roman,81435,Sports,12,69,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_043,train,aidilid tist diod oarnr aur lboshan ki snchriz 294 rnz ki shrakt,roman_urdu,short,corpus_derived,title_roman,52633,Sports,12,64,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_017,train,پاکستان میں کئی شعبوں میں سرمایہ کاری کے کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,75876,Business & Economics,12,57,LONG,FULL,FULL,0.2,0.6309,1,2,0.0,0.0,0,999,HEADLINE,0.6309,ndcg@5_known_item
QTRN_210,train,گلوکار احمد رشدی کی برسی کیوں ہوا,urdu,contextual,corpus_derived,why,16418,Entertainment,7,33,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,6,HEADLINE,1.0,ndcg@5_known_item
QTRN_173,train,pakistan oomnz cricket team fainl mein aj bngla dish se mdmqabl ho,roman_urdu,short,corpus_derived,title_roman,91978,Sports,12,66,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_166,train,marof adakarh aroh hsin aur glokar frhan said rshth azdoaj mein bndh,roman_urdu,short,corpus_derived,title_roman,68752,Entertainment,12,68,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_074,train,aalmi market mein atarchrhao pakstani economy ko dhchke lg skte hain,roman_urdu,short,corpus_derived,title_roman,76562,Business & Economics,11,68,SHORT,HEADLINE,FULL,0.2,0.5,1,3,0.0,0.0,0,999,HEADLINE,0.5,ndcg@5_known_item
QTRN_217,train,ائندہ ماہ پھر پیٹرول کا بحران پیدا ہو,urdu,short,corpus_derived,title_short,74888,Business & Economics,8,37,SHORT,HEADLINE,FULL,0.2,1.0,1,1,0.2,1.0,1,1,MIXED,0.0,ndcg@5_known_item
QTRN_200,train,stak market mein mndi ke ghre badl chhagie,roman_urdu,short,corpus_derived,title_roman,39878,Business & Economics,8,42,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_203,train,انگلینڈ کے خلاف میچ میں ہدف کے تعاقب میں وکٹیں باقی ہونے کے باوجود,urdu,detailed,corpus_derived,lead,26188,Sports,14,66,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_052,train,cricket orld kp aajaz ahmd ko mhmd aamr ke hoale se khdshat,roman_urdu,short,corpus_derived,title_roman,82805,Sports,12,59,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_058,train,shiami ke sste fonz pish,roman_urdu,short,corpus_derived,title_roman,21999,Science & Technology,5,24,SHORT,HEADLINE,HEADLINE,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_118,train,اجے دیوگن کی نئی فلم درشیامکے نئے پروموزریلیز,urdu,short,corpus_derived,title_short,103993,Entertainment,8,45,SHORT,HEADLINE,FULL,0.2,1.0,1,1,0.2,0.3869,1,5,HEADLINE,0.6131,ndcg@5_known_item
QTRN_022,train,sains fkshn hali ood mooi saiiko gormin,roman_urdu,short,corpus_derived,title_roman,66217,Entertainment,7,39,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_165,train,متنازع اشتہار پر نرگس فخری کا جواب گیا کیوں ہوا,urdu,contextual,corpus_derived,why,13706,Entertainment,10,47,LONG,FULL,FULL,0.2,1.0,1,1,0.2,1.0,1,1,MIXED,0.0,ndcg@5_known_item
QTRN_061,train,fridi ne aik match ki karkrdgi par nojoan khlarion ko moqa dine,roman_urdu,short,corpus_derived,title_roman,83029,Sports,12,63,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_032,train,بولی وڈ اداکار ارجن کپور نے اپنی 33ویں سالگرہ 26 جون کو منائی جس,urdu,detailed,corpus_derived,lead,8840,Entertainment,14,64,LONG,FULL,FULL,0.0,0.0,0,999,0.2,1.0,1,1,FULL,1.0,ndcg@5_known_item
QTRN_004,train,shhrh afaq film shale ki riliz ke 43 sal bad important raz,roman_urdu,short,corpus_derived,title_roman,99654,Entertainment,12,58,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_171,train,ڈاکار ریلی فرانسیسی ڈرائیور Pakistan news update,mixed,ambiguous,corpus_derived,mixed_short,46652,Sports,7,48,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_116,train,کاروباری ہفتے کا پہلا روز پاکستان اسٹاک مارکیٹ کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,63665,Business & Economics,12,63,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_109,train,فلم ٹین تھاوزینڈ سینٹسکا پہلا ٹریلر جاری کردیا,urdu,short,corpus_derived,title_short,103994,Entertainment,8,46,SHORT,HEADLINE,FULL,0.2,1.0,1,1,0.0,0.0,0,999,HEADLINE,1.0,ndcg@5_known_item
QTRN_126,train,رواں سال کنو کی Pakistan news update,mixed,ambiguous,corpus_derived,mixed_short,76366,Business & Economics,7,36,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_194,train,ملک میں ہونے والے تاریخی کرکٹ کے دنگل کے لیے پاکستان سپر لیگ فائنل,urdu,detailed,corpus_derived,lead,56493,Sports,14,66,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_087,train,شہریار صاحب جواب چاہیے کیسے ہوا,urdu,contextual,corpus_derived,how,34689,Sports,6,31,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,999,HEADLINE,1.0,ndcg@5_known_item
QTRN_002,train,sonakshi aur sif kolkth mein blt raja ki sho tng mein msrof,roman_urdu,short,corpus_derived,title_roman,107604,Entertainment,12,59,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_136,train,انگلینڈ کے خلاف شاندار فتح پر وزیر اعظم,urdu,short,corpus_derived,title_short,26359,Sports,8,39,SHORT,HEADLINE,FULL,0.2,1.0,1,1,0.0,0.0,0,12,HEADLINE,1.0,ndcg@5_known_item
QTRN_001,train,ئی سی سی ٹی20 رینکنگ پاکستان کی ٹاپ,urdu,short,corpus_derived,title_short,52318,Sports,8,35,SHORT,HEADLINE,FULL,0.2,1.0,1,1,0.0,0.0,0,6,HEADLINE,1.0,ndcg@5_known_item
QTRN_077,train,اسلام اباد ملک میں کاروباری مسابقت کے عمل کے نگران ادارے مسابقتی کمیشن پاکستان,urdu,detailed,corpus_derived,lead,2675,Business & Economics,14,78,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_146,train,mki arthrroze mein skht trinng se mtasr,roman_urdu,short,corpus_derived,title_roman,88331,Sports,7,39,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_228,train,پی ایس ایل لاہور قلندرز نے دفاعی چیمپئن کوئٹہ کو کیوں ہوا,urdu,contextual,corpus_derived,why,81388,Sports,12,57,LONG,FULL,FULL,0.2,1.0,1,1,0.2,0.4307,1,4,HEADLINE,0.5693,ndcg@5_known_item
QTRN_068,train,لاہورقومی ٹی20کرکٹ ٹیم کے کپتان شاہد افریدی نے کہا ہے کہ وہ کپتان بنانے,urdu,detailed,corpus_derived,lead,92014,Sports,14,71,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_193,train,batoni robot khla mein jane kilie tiar,roman_urdu,short,corpus_derived,title_roman,16948,Entertainment,7,38,SHORT,HEADLINE,FULL,0.0,0.0,0,12,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_053,train,جاپانی کمپنی کا پرواز کرنے والی کار کے کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,19473,Science & Technology,12,55,LONG,FULL,FULL,0.2,0.6309,1,2,0.2,1.0,1,1,FULL,0.3691,ndcg@5_known_item
QTRN_113,train,2017 میرے لیے دلچسپ سال بننے والا ہےانڈیا کے خانز کے ساتھ کام کرنا,urdu,detailed,corpus_derived,lead,11042,Entertainment,14,66,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_167,train,کابینہ کی اقتصادی رابطہ کمیٹی کے فیصلے کے تحت وزارت خزانہ نے پاکستان اسٹیل,urdu,detailed,corpus_derived,lead,61836,Business & Economics,14,74,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_157,train,marof shaar ahmd fraz ko hm se bchhre brs bit gie,roman_urdu,short,corpus_derived,title_roman,100136,Entertainment,11,49,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_029,train,lahore mein rozh miozk fistiol ka ghaz,roman_urdu,short,corpus_derived,title_roman,69251,Entertainment,7,38,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_142,train,kuch raton ki kam nind krskti hai borha,roman_urdu,short,corpus_derived,title_roman,14901,Entertainment,8,39,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_096,train,ائی فون پر انٹرنیٹ رفتار بڑھانے والے برازر کیسے ہوا,urdu,contextual,corpus_derived,how,22754,Science & Technology,10,51,LONG,FULL,FULL,0.2,1.0,1,1,0.2,0.6309,1,2,HEADLINE,0.3691,ndcg@5_known_item
QTRN_234,train,لاہور نیشنل ویمن جمناسٹک Pakistan news update,mixed,ambiguous,corpus_derived,mixed_short,94526,Sports,7,45,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_079,train,triqon se asmart fonz bitri ki zindagi brhaiin,roman_urdu,short,corpus_derived,title_roman,23860,Science & Technology,8,46,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_186,train,ٹی 20 ورلڈ کپ نیپال کا ہانگ کانگ کو میچ کیسے ہوا,urdu,contextual,corpus_derived,how,92839,Sports,12,48,LONG,FULL,FULL,0.2,1.0,1,1,0.2,1.0,1,1,MIXED,0.0,ndcg@5_known_item
QTRN_130,train,aid ke din riloe kraion mein 40 fisd kmi ka aalan,roman_urdu,short,corpus_derived,title_roman,76564,Business & Economics,11,49,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_209,train,jokooch ne chhta strilin aopn taitl jeet liya,roman_urdu,short,corpus_derived,title_roman,32743,Sports,8,45,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_009,train,ستاروں سے بھرا ہونے Pakistan news update,mixed,ambiguous,corpus_derived,mixed_short,21630,Science & Technology,7,40,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_242,train,عاطف اسلم چوتھی بار سلمان خان کی واز کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,99237,Entertainment,12,53,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_219,train,پہلا ٹیسٹجنوبی افریقہ کی سری لنکا پر واضح برتری کیوں ہوا,urdu,contextual,corpus_derived,why,30677,Sports,11,56,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,19,HEADLINE,1.0,ndcg@5_known_item
QTRN_197,train,قومی ٹیم دیامیر بھاشا ڈیم کےلیے 32لاکھ روپے کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,54669,Sports,12,60,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_021,train,سندھ میں سرکاری ملازمین کیلیے جی پی فنڈ سینٹر کا کیوں ہوا,urdu,contextual,corpus_derived,why,110368,Business & Economics,12,57,LONG,FULL,FULL,0.2,1.0,1,1,0.2,1.0,1,1,MIXED,0.0,ndcg@5_known_item
QTRN_247,train,chin ki li na ne snsnati mastrz tins ka taitl jeet liya,roman_urdu,short,corpus_derived,title_roman,96095,Sports,12,55,SHORT,HEADLINE,FULL,0.0,0.0,0,15,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_030,train,بجلی 85پیسے فی یونٹ مہنگی کرنے کا اعلان کیوں ہوا,urdu,contextual,corpus_derived,why,17538,Entertainment,10,48,LONG,FULL,FULL,0.2,1.0,1,1,0.2,0.3869,1,5,HEADLINE,0.6131,ndcg@5_known_item
QTRN_161,train,یوٹیلٹی اسٹورز پر چینی کی فی کلو قیمت کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,79016,Business & Economics,12,54,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_090,train,برطانوی پانڈ کی قدر Pakistan news update,mixed,ambiguous,corpus_derived,mixed_short,61984,Business & Economics,7,40,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_259,train,qomi ti20 shaib mulk lahore mhmd nawaz karachi kilie mntkhb,roman_urdu,short,corpus_derived,title_roman,87818,Sports,10,59,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_071,train,ایشیائی ترقیاتی بینک کا کراچی بس ریپڈ ٹرانزیٹ کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,71017,Business & Economics,12,62,LONG,FULL,FULL,0.0,0.0,0,999,0.2,0.5,1,3,FULL,0.5,ndcg@5_known_item
QTRN_151,train,pakistan se ti 20 mein aur bhi bhtr mqablh krin ge sri,roman_urdu,short,corpus_derived,title_roman,82188,Sports,12,54,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_148,train,thri di ainimitd kamidi flmdi nt jabka naya trilr jari,roman_urdu,short,corpus_derived,title_roman,106285,Entertainment,10,54,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_120,train,بھارتی گلوکار اداکار گپی گریوال کی پشاور زلمی کے چیئرمین کیوں ہوا,urdu,contextual,corpus_derived,why,66278,Entertainment,12,65,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_162,train,جنوبی افریقا کیخلاف منصوبہ Pakistan news update,mixed,ambiguous,corpus_derived,mixed_short,83353,Sports,7,47,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_013,train,antr bank mein dollar 94 rope 98 pise ki blnd trin sth,roman_urdu,short,corpus_derived,title_roman,78179,Business & Economics,12,54,SHORT,HEADLINE,FULL,0.0,0.0,0,10,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_115,train,pakistan astak 100andiks 49 hzar ki hd abor krgia,roman_urdu,short,corpus_derived,title_roman,72586,Business & Economics,9,49,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_062,train,وادی نیلم کے مقامیوں کی امدن میں اضافے کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,1556,Business & Economics,12,55,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,16,HEADLINE,1.0,ndcg@5_known_item
QTRN_129,train,کترینا کے ایکشن نے پریانکا کے ٹشن کی چھٹی کر کیوں ہوا,urdu,contextual,corpus_derived,why,102191,Entertainment,12,53,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,999,HEADLINE,1.0,ndcg@5_known_item
QTRN_131,train,کراچی 92نیوز کرنسی مارکیٹ میں جاری سٹے بازی کے خلاف اسٹیٹ بینک کے ایکشن,urdu,detailed,corpus_derived,lead,40805,Business & Economics,14,71,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_011,train,donki kng joani phir nahi ni se bhi ge,roman_urdu,short,corpus_derived,title_roman,98847,Entertainment,9,38,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_152,train,ہسی جنوبی افریقہ کے مشیر بن گئے کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,34818,Sports,11,48,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,999,HEADLINE,1.0,ndcg@5_known_item
QTRN_254,train,saodi arb aur io ae ai se rqom ki mntqli ke bad,roman_urdu,short,corpus_derived,title_roman,111399,Business & Economics,12,47,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_230,train,ابو ظہبی 92 نیوز پاکستان نے پانچ ایک روزہ میچو کی سیریز میں تاریخ,urdu,detailed,corpus_derived,lead,44572,Sports,14,65,LONG,FULL,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
QTRN_179,train,ائٹم سانگ خواتین کی بے عزتی ہیں کے اثرات کیا ہیں,urdu,contextual,corpus_derived,effects,14402,Entertainment,11,48,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,9,HEADLINE,1.0,ndcg@5_known_item
QTRN_084,train,اسکاٹ لینڈ کے خلاف سیریز کیلئے پاکستان ٹیم کا اعلان کیوں ہوا,urdu,contextual,corpus_derived,why,84150,Sports,12,60,LONG,FULL,FULL,0.2,1.0,1,1,0.0,0.0,0,999,HEADLINE,1.0,ndcg@5_known_item
QTRN_198,train,ہالی وڈ فلم مینینز Pakistan news update,mixed,ambiguous,corpus_derived,mixed_short,104088,Entertainment,7,39,SHORT,HEADLINE,FULL,0.0,0.0,0,999,0.0,0.0,0,999,MIXED,0.0,ndcg@5_known_item
