query_id,query,word_count,script,rule_type,tag,category,pre_registered_hypothesis,retrieval_mode,rank,doc_id,doc_headline,doc_category,score,invalid_no_corpus_match,tied_or_zero_similarity_flag,relevance
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HEADLINE,15,2082,اسٹاک مارکیٹ میں مندی کا رجحان ایک مرتبہ پھر غالب,Business & Economics,0.864804,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,FULL_CONTENT,1,39614,سٹاک مارکیٹ میں دن بھر تیزی کا رجحان غالب رہا,Business & Economics,0.812516,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,FULL_CONTENT,2,39721,سٹاک مارکیٹ میں زبردست تیزی کا رجحان غالب رہا,Business & Economics,0.802264,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,FULL_CONTENT,3,40827,کراچی سٹاک مارکیٹ میں تیزی کارجحان,Business & Economics,0.796293,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,FULL_CONTENT,4,39727,سٹاک مارکیٹ ایک بارپھر ترقی کی جانب گامزن,Business & Economics,0.790263,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,FULL_CONTENT,5,41067,مالی سال 152014کے اخری روز سٹاک مارکیٹ میں تیزی,Business & Economics,0.789735,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,FULL_CONTENT,6,110551,اسٹاک مارکیٹ میں تیزی ڈالر پھر 152 تک پہنچ گیا سونا 400 روپے مہنگا,Business & Economics,0.78327,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,FULL_CONTENT,7,109475,اسٹاک مارکیٹ میں زبردست تیزی سرمائے میں 108 ارب کا اضافہ,Business & Economics,0.778535,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,FULL_CONTENT,8,110546,اسٹاک مارکیٹ میںتیزی برقرار سرمائے کا حجم 71 کھرب سے بڑھ گیا,Business & Economics,0.776579,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,FULL_CONTENT,9,2641,پی ایس ایکس میں تیزی کے رجحان کے ساتھ کاروباری ہفتے کا اختتام,Business & Economics,0.770056,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,FULL_CONTENT,10,62942,کے ایس ای انڈیکس میں تیزی کارجحان,Business & Economics,0.764119,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,FULL_CONTENT,11,75897,کراچی اسٹاک مارکیٹ تیزی کا رجحان,Business & Economics,0.761912,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,FULL_CONTENT,12,38934,نئے سال میں امریکی اسٹاک مارکیٹ میں تیزی کارجحان,Business & Economics,0.748815,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,FULL_CONTENT,13,39966,پاکستان سٹاک ایکسچینج پینتالیس ہزار کی نفسیاتی حد عبورکرگئی,Business & Economics,0.74523,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,FULL_CONTENT,14,61297,اسٹاک مارکیٹ میں زبردستی تیزی انڈیکس میں 1565 پوائنٹس کا اضافہ,Business & Economics,0.743474,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,FULL_CONTENT,15,3539,اسٹاک مارکیٹ میں زبردست تیزی 816 پوائنٹس کا اضافہ,Business & Economics,0.740703,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HYBRID,1,39721,سٹاک مارکیٹ میں زبردست تیزی کا رجحان غالب رہا,Business & Economics,0.792132,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HYBRID,2,39614,سٹاک مارکیٹ میں دن بھر تیزی کا رجحان غالب رہا,Business & Economics,0.747519,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HYBRID,3,969,اسٹاک مارکیٹ میں تیزی کا رجحان جاری,Business & Economics,0.546861,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HYBRID,4,2701,اسٹاک مارکیٹ میں تیزی کا رجحان برقرار,Business & Economics,0.537999,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HYBRID,5,64778,اسٹاک مارکیٹ میں زبردست تیزی,Business & Economics,0.5,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HYBRID,6,40827,کراچی سٹاک مارکیٹ میں تیزی کارجحان,Business & Economics,0.421776,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HYBRID,7,39727,سٹاک مارکیٹ ایک بارپھر ترقی کی جانب گامزن,Business & Economics,0.419857,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HYBRID,8,41067,مالی سال 152014کے اخری روز سٹاک مارکیٹ میں تیزی,Business & Economics,0.390151,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HYBRID,9,2891,اسٹاک مارکیٹ میں تیزیانڈیکس تاریخ کی بلند ترین سطح پر,Business & Economics,0.376159,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HYBRID,10,110551,اسٹاک مارکیٹ میں تیزی ڈالر پھر 152 تک پہنچ گیا سونا 400 روپے مہنگا,Business & Economics,0.358982,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HYBRID,11,109475,اسٹاک مارکیٹ میں زبردست تیزی سرمائے میں 108 ارب کا اضافہ,Business & Economics,0.336149,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HYBRID,12,110546,اسٹاک مارکیٹ میںتیزی برقرار سرمائے کا حجم 71 کھرب سے بڑھ گیا,Business & Economics,0.326716,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HYBRID,13,38922,امریکی اسٹاک مارکیٹ میں کاروبار کے دوران تیزی کا رجحان,Business & Economics,0.296703,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HYBRID,14,2641,پی ایس ایکس میں تیزی کے رجحان کے ساتھ کاروباری ہفتے کا اختتام,Business & Economics,0.295264,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HYBRID,15,111444,اسٹاک مارکیٹ میں تیزی کے بعد مندی چھا گئی,Business & Economics,0.277446,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HEADLINE_KEYWORD_TFIDF,1,72976,پاکستان اسٹاک مارکیٹ میں تیزی,Business & Economics,0.916075,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HEADLINE_KEYWORD_TFIDF,2,62734,کراچی اسٹاک مارکیٹ میں تیزی,Business & Economics,0.877779,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HEADLINE_KEYWORD_TFIDF,3,75529,اسٹاک مارکیٹ میں مندی تیزی میں بدل گئی,Business & Economics,0.769062,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HEADLINE_KEYWORD_TFIDF,4,969,اسٹاک مارکیٹ میں تیزی کا رجحان جاری,Business & Economics,0.763765,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HEADLINE_KEYWORD_TFIDF,5,64746,پاکستان اسٹاک مارکیٹ میں تیزی کا رجحان,Business & Economics,0.751718,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HEADLINE_KEYWORD_TFIDF,6,62481,کراچی اسٹاک مارکیٹ میں تیزی کا رجحان,Business & Economics,0.733891,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HEADLINE_KEYWORD_TFIDF,7,77270,کراچی اسٹاک مارکیٹ میں تیزی کا رجحان,Business & Economics,0.733891,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HEADLINE_KEYWORD_TFIDF,8,74838,کراچی اسٹاک مارکیٹ میں تیزی کا رجحان,Business & Economics,0.733891,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HEADLINE_KEYWORD_TFIDF,9,77337,کراچی اسٹاک مارکیٹ میں تیزی کا رجحان,Business & Economics,0.733891,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HEADLINE_KEYWORD_TFIDF,10,62539,کراچی اسٹاک مارکیٹ میں تیزی کا رجحان,Business & Economics,0.733891,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HEADLINE_KEYWORD_TFIDF,11,76016,کراچی اسٹاک مارکیٹ میں تیزی کا رجحان,Business & Economics,0.733891,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HEADLINE_KEYWORD_TFIDF,12,76723,کراچی اسٹاک مارکیٹ میں تیزی کا رجحان,Business & Economics,0.733891,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HEADLINE_KEYWORD_TFIDF,13,75599,ہفتے کے اغاز پر اسٹاک مارکیٹ میں تیزی,Business & Economics,0.731424,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HEADLINE_KEYWORD_TFIDF,14,64778,اسٹاک مارکیٹ میں زبردست تیزی,Business & Economics,0.730041,False,False,UNJUDGED
P25_01,اسٹاک مارکیٹ میں تیزی آئی,5,urdu,§4_bare_event,5w,Business & Economics,LONG,HEADLINE_KEYWORD_TFIDF,15,111444,اسٹاک مارکیٹ میں تیزی کے بعد مندی چھا گئی,Business & Economics,0.728347,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HEADLINE,1,55979,انگلینڈ سے شاندار فتح قومی ٹیم کی رینکنگ میں ایک درجے ترقی,Sports,0.840953,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HEADLINE,2,26173,قومی ٹیم صرف ٹاس نہیں جیتی بلکہ سیمی فائنل میں پہنچ گئی ہے,Sports,0.839832,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HEADLINE,3,28843,قومی ویمنز ٹیم کو دوسرے ون ڈے میں بھی شکست,Sports,0.838167,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HEADLINE,4,96993,فاتح قومی ٹیم وطن پہنچ گئیایشیاکپ جیتنے کی خوشی ہےشاہدفریدی,Sports,0.792536,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HEADLINE,5,45323,سٹریلیا کیخلاف ون ڈے سیریز کیلئے قومی ٹیم برسبین پہنچ گئی,Sports,0.784059,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HEADLINE,6,56152,قومی ٹیم چیمپئنز ٹرافی جیتنے کی صلاحیت رکھتی ہے انضمام الحق,Sports,0.782569,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HEADLINE,7,58271,قومی ٹیم انگلینڈ کے خلاف جیتے ہوئے میچ ہاری ہارون رشید,Sports,0.778605,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HEADLINE,8,41347,یوئیفا نیشنز فٹبال لیگ انگلینڈ اور ناروے نے اپنے میچز جیت لئے,Sports,0.776792,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HEADLINE,9,81953,قومی ٹیم سٹریلیا میں اچھا پرفارم کرنے اور جیتنے کی پوری صلاحیت رکھتی ہے اظہر علی,Sports,0.771979,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HEADLINE,10,87990,ورلڈجونیئراسکوائش چیمپئن شپ جیتنے کے بعد قومی ٹیم وطن پہنچ گئی,Sports,0.771302,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HEADLINE,11,94412,چیمپئنز ٹرافیبھارت کی ویسٹ انڈیز کیخلاف ٹاس جیت کر فیلڈنگ,Sports,0.770967,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HEADLINE,12,59029,قومی ٹیم تشکیل نو سے گزر رہی ہے ناکامیاں برداشت کرنا ہوں گیمصباح الحق,Sports,0.768887,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HEADLINE,13,43686,ہاکی چیمپئنز ٹرافی قومی ٹیم دوسرے میچ میں بھی شکست,Sports,0.765438,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HEADLINE,14,93697,قومی ٹیم کی کامیابی پر مصباح الحق کے بائی شہر میں خوشی کی لہر,Sports,0.76239,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HEADLINE,15,95935,ٹی20ورلڈ کپ ئرلینڈ کی سٹریلیا کے ٹاس جیت کر بیٹنگ,Sports,0.761234,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,FULL_CONTENT,1,53459,ٹی ٹوئنٹی میچ پاکستان کا انگلینڈ کیخلاف ٹاس جیت کر بیٹنگ کا فیصلہ,Sports,0.75678,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,FULL_CONTENT,2,27141,دفاعی چیمپیئن اسٹریلیا کا ہاکی ورلڈ کپ میں فاتحانہ اغاز,Sports,0.742824,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,FULL_CONTENT,3,95935,ٹی20ورلڈ کپ ئرلینڈ کی سٹریلیا کے ٹاس جیت کر بیٹنگ,Sports,0.718034,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,FULL_CONTENT,4,95899,ورلڈٹی20 ویسٹ انڈیز کا ئر لینڈ کیخلاف ٹاس جیت کر فیلڈنگ کا فیصلہ,Sports,0.717728,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,FULL_CONTENT,5,43920,کامن ویلتھ گیمز ہاکی انگلینڈ کیخلاف مقابلہ گولز سے برابر,Sports,0.716648,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,FULL_CONTENT,6,90624,انٹرنیشنل فرینڈلی فٹبال میچامریکا نےجرمنی کو ہرا دیا,Sports,0.716546,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,FULL_CONTENT,7,34415,قومی ٹیم کو متحد کرنا پہلا مقصد,Sports,0.715336,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,FULL_CONTENT,8,53232,کرکٹ ورلڈ کپ انگلینڈ کا ٹاس جیت کر فیلڈنگ کا فیصلہ,Sports,0.711627,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,FULL_CONTENT,9,43841,پاکستان کرکٹ ٹیم نارتھ ہمپٹن شائر کیخلاف 428رنز پر اٹ,Sports,0.708554,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,FULL_CONTENT,10,43803,چیلسی ایک بار پھر ایف اے کپ فٹبال کی فاتح بن گئی,Sports,0.704877,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,FULL_CONTENT,11,26217,ورلڈکپ ویسٹ انڈیز کلاس بھارت 125رنز سے کامیاب,Sports,0.703829,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,FULL_CONTENT,12,56152,قومی ٹیم چیمپئنز ٹرافی جیتنے کی صلاحیت رکھتی ہے انضمام الحق,Sports,0.702619,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,FULL_CONTENT,13,85538,ویمنز کرکٹ ورلڈ کپ کا تاج انگلینڈ کے سر سج گیا,Sports,0.702575,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,FULL_CONTENT,14,90593,ناٹنگھم انگلینڈ نے نیوزی لینڈ کو 7وکٹوں سے شکست دیدی,Sports,0.699429,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,FULL_CONTENT,15,93991,ایشیا کپ ہاکی پاکستان کل خری گروپ میچ میں تائپے سے مقابلہ کریگا,Sports,0.697941,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HYBRID,1,55979,انگلینڈ سے شاندار فتح قومی ٹیم کی رینکنگ میں ایک درجے ترقی,Sports,0.5,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HYBRID,2,53459,ٹی ٹوئنٹی میچ پاکستان کا انگلینڈ کیخلاف ٹاس جیت کر بیٹنگ کا فیصلہ,Sports,0.5,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HYBRID,3,26173,قومی ٹیم صرف ٹاس نہیں جیتی بلکہ سیمی فائنل میں پہنچ گئی ہے,Sports,0.494759,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HYBRID,4,28843,قومی ویمنز ٹیم کو دوسرے ون ڈے میں بھی شکست,Sports,0.486977,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HYBRID,5,27141,دفاعی چیمپیئن اسٹریلیا کا ہاکی ورلڈ کپ میں فاتحانہ اغاز,Sports,0.41667,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HYBRID,6,56152,قومی ٹیم چیمپئنز ٹرافی جیتنے کی صلاحیت رکھتی ہے انضمام الحق,Sports,0.403788,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HYBRID,7,95935,ٹی20ورلڈ کپ ئرلینڈ کی سٹریلیا کے ٹاس جیت کر بیٹنگ,Sports,0.396127,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HYBRID,8,95899,ورلڈٹی20 ویسٹ انڈیز کا ئر لینڈ کیخلاف ٹاس جیت کر فیلڈنگ کا فیصلہ,Sports,0.286554,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HYBRID,9,96993,فاتح قومی ٹیم وطن پہنچ گئیایشیاکپ جیتنے کی خوشی ہےشاہدفریدی,Sports,0.273741,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HYBRID,10,43920,کامن ویلتھ گیمز ہاکی انگلینڈ کیخلاف مقابلہ گولز سے برابر,Sports,0.260385,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HYBRID,11,90624,انٹرنیشنل فرینڈلی فٹبال میچامریکا نےجرمنی کو ہرا دیا,Sports,0.259777,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HYBRID,12,34415,قومی ٹیم کو متحد کرنا پہلا مقصد,Sports,0.252553,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HYBRID,13,45323,سٹریلیا کیخلاف ون ڈے سیریز کیلئے قومی ٹیم برسبین پہنچ گئی,Sports,0.234127,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HYBRID,14,53232,کرکٹ ورلڈ کپ انگلینڈ کا ٹاس جیت کر فیلڈنگ کا فیصلہ,Sports,0.230407,False,False,UNJUDGED
P25_02,قومی ٹیم نے میچ جیتا,5,urdu,§4_bare_event,5w,Sports,LONG,HYBRID,15,43841,پاکستان کرکٹ ٹیم نارتھ ہمپٹن شائر کیخلاف 428رنز پر اٹ,Sports,0.212061,False,False,UNJUDGED
